"","geneSymbol","tumorType","posN_unique","posNMatched_unique","protLength","mutRate","matchRate"
"77","ABCA4","COAD/READ",21,3,2273,0.00923889133304004,0.142857142857143
"78","ABCA4","ESCA",2,0,2273,0.00087989441267048,0
"79","ABCA4","GBM",4,0,2273,0.00175978882534096,0
"80","ABCA4","HNSC",14,1,2273,0.00615926088869336,0.0714285714285714
"81","ABCA4","KIRC",6,0,2273,0.00263968323801144,0
"82","ABCA4","KIRP",10,0,2273,0.0043994720633524,0
"83","ABCA4","LAML",1,0,2273,0.00043994720633524,0
"84","ABCA4","LGG",3,0,2273,0.00131984161900572,0
"85","ABCA4","LIHC",4,1,2273,0.00175978882534096,0.25
"86","ABCA4","LUAD",32,2,2273,0.0140783106027277,0.0625
"87","ABCA4","LUSC",14,0,2273,0.00615926088869336,0
"88","ABCA4","MBL",3,0,2273,0.00131984161900572,0
"89","ABCA4","OV",4,0,2273,0.00175978882534096,0
"90","ABCA4","PAAD",6,0,2273,0.00263968323801144,0
"91","ABCA4","PRAD",3,0,2273,0.00131984161900572,0
"92","ABCA4","SCLC",4,0,2273,0.00175978882534096,0
"93","ABCA4","SKCM",86,4,2273,0.0378354597448306,0.0465116279069767
"94","ABCA4","STAD",13,2,2273,0.00571931368235812,0.153846153846154
"95","ABCA4","UCEC",26,3,2273,0.0114386273647162,0.115384615384615
"96","ABCA4","UCS",2,1,2273,0.00087989441267048,0.5
"97","ABCC6","ACC",2,0,1503,0.00133067198935462,0
"98","ABCC6","BLCA",2,0,1503,0.00133067198935462,0
"99","ABCC6","BRCA",5,0,1503,0.00332667997338656,0
"100","ABCC6","CELLLINE",1,0,1503,0.000665335994677312,0
"101","ABCC6","COAD/READ",7,0,1503,0.00465735196274118,0
"102","ABCC6","ESCA",2,0,1503,0.00133067198935462,0
"103","ABCC6","GBM",1,1,1503,0.000665335994677312,1
"104","ABCC6","HNSC",2,0,1503,0.00133067198935462,0
"105","ABCC6","KICH",2,0,1503,0.00133067198935462,0
"106","ABCC6","KIRC",4,0,1503,0.00266134397870925,0
"107","ABCC6","KIRP",4,0,1503,0.00266134397870925,0
"108","ABCC6","LIHC",3,0,1503,0.00199600798403194,0
"109","ABCC6","LUAD",5,0,1503,0.00332667997338656,0
"110","ABCC6","LUSC",2,0,1503,0.00133067198935462,0
"111","ABCC6","MBL",2,0,1503,0.00133067198935462,0
"112","ABCC6","MM",1,0,1503,0.000665335994677312,0
"113","ABCC6","OV",1,0,1503,0.000665335994677312,0
"114","ABCC6","PAAD",2,0,1503,0.00133067198935462,0
"115","ABCC6","PRAD",1,0,1503,0.000665335994677312,0
"116","ABCC6","SCLC",2,0,1503,0.00133067198935462,0
"117","ABCC6","SKCM",43,1,1503,0.0286094477711244,0.0232558139534884
"118","ABCC6","STAD",9,1,1503,0.00598802395209581,0.111111111111111
"119","ABCC6","THCA",1,1,1503,0.000665335994677312,1
"120","ABCC6","UCEC",13,1,1503,0.00864936793080506,0.0769230769230769
"121","ABCC8","BLCA",5,0,1581,0.00316255534471853,0
"122","ABCC8","BRCA",14,0,1581,0.00885515496521189,0
"123","ABCC8","CELLLINE",6,0,1581,0.00379506641366224,0
"124","ABCC8","CESC",1,0,1581,0.000632511068943707,0
"125","ABCC8","COAD/READ",14,0,1581,0.00885515496521189,0
"126","ABCC8","ESCA",1,0,1581,0.000632511068943707,0
"127","ABCC8","GBM",1,0,1581,0.000632511068943707,0
"128","ABCC8","HNSC",10,0,1581,0.00632511068943706,0
"129","ABCC8","KICH",1,0,1581,0.000632511068943707,0
"130","ABCC8","KIRC",1,0,1581,0.000632511068943707,0
"131","ABCC8","LIHC",4,0,1581,0.00253004427577483,0
"132","ABCC8","LUAD",27,0,1581,0.0170777988614801,0
"133","ABCC8","LUSC",6,0,1581,0.00379506641366224,0
"134","ABCC8","MM",3,0,1581,0.00189753320683112,0
"135","ABCC8","OV",1,0,1581,0.000632511068943707,0
"136","ABCC8","PRAD",1,0,1581,0.000632511068943707,0
"137","ABCC8","SCLC",6,0,1581,0.00379506641366224,0
"138","ABCC8","SKCM",56,2,1581,0.0354206198608476,0.0357142857142857
"139","ABCC8","STAD",12,0,1581,0.00759013282732448,0
"140","ABCC8","UCEC",20,0,1581,0.0126502213788741,0
"141","ABCC8","UCS",1,0,1581,0.000632511068943707,0
"142","ABCC9","ACC",1,0,1549,0.000645577792123951,0
"143","ABCC9","BLCA",8,0,1549,0.00516462233699161,0
"144","ABCC9","BRCA",16,0,1549,0.0103292446739832,0
"145","ABCC9","CELLLINE",4,0,1549,0.0025823111684958,0
"146","ABCC9","CESC",1,0,1549,0.000645577792123951,0
"147","ABCC9","COAD/READ",14,1,1549,0.00903808908973531,0.0714285714285714
"148","ABCC9","ESCA",7,0,1549,0.00451904454486766,0
"149","ABCC9","GBM",13,0,1549,0.00839251129761136,0
"150","ABCC9","HNSC",13,0,1549,0.00839251129761136,0
"151","ABCC9","KIRC",4,0,1549,0.0025823111684958,0
"152","ABCC9","KIRP",4,0,1549,0.0025823111684958,0
"153","ABCC9","LGG",1,0,1549,0.000645577792123951,0
"154","ABCC9","LIHC",2,0,1549,0.0012911555842479,0
"155","ABCC9","LUAD",34,0,1549,0.0219496449322143,0
"156","ABCC9","LUSC",10,0,1549,0.00645577792123951,0
"157","ABCC9","MM",3,0,1549,0.00193673337637185,0
"158","ABCC9","OV",1,0,1549,0.000645577792123951,0
"159","ABCC9","PAAD",4,0,1549,0.0025823111684958,0
"160","ABCC9","PRAD",7,0,1549,0.00451904454486766,0
"161","ABCC9","SCLC",8,0,1549,0.00516462233699161,0
"162","ABCC9","SKCM",76,1,1549,0.0490639122014203,0.0131578947368421
"163","ABCC9","STAD",29,0,1549,0.0187217559715946,0
"164","ABCC9","UCEC",25,1,1549,0.0161394448030988,0.04
"165","ABCC9","UCS",1,0,1549,0.000645577792123951,0
"166","ABCD1","ACC",1,0,745,0.00134228187919463,0
"167","ABCD1","BLCA",2,0,745,0.00268456375838926,0
"168","ABCD1","BRCA",5,2,745,0.00671140939597315,0.4
"169","ABCD1","CELLLINE",3,2,745,0.00402684563758389,0.666666666666667
"170","ABCD1","CESC",1,0,745,0.00134228187919463,0
"171","ABCD1","COAD/READ",5,3,745,0.00671140939597315,0.6
"172","ABCD1","ESCA",1,0,745,0.00134228187919463,0
"173","ABCD1","GBM",1,0,745,0.00134228187919463,0
"174","ABCD1","HNSC",3,0,745,0.00402684563758389,0
"175","ABCD1","KICH",3,2,745,0.00402684563758389,0.666666666666667
"176","ABCD1","LUAD",2,0,745,0.00268456375838926,0
"177","ABCD1","LUSC",3,0,745,0.00402684563758389,0
"178","ABCD1","MM",1,0,745,0.00134228187919463,0
"179","ABCD1","PAAD",1,0,745,0.00134228187919463,0
"180","ABCD1","SKCM",2,1,745,0.00268456375838926,0.5
"181","ABCD1","STAD",6,1,745,0.00805369127516779,0.166666666666667
"182","ABCD1","THCA",3,0,745,0.00402684563758389,0
"183","ABCD1","UCEC",12,3,745,0.0161073825503356,0.25
"184","ABCG8","BRCA",4,1,673,0.00594353640416048,0.25
"185","ABCG8","CELLLINE",6,0,673,0.00891530460624071,0
"186","ABCG8","CESC",1,0,673,0.00148588410104012,0
"187","ABCG8","COAD/READ",5,0,673,0.00742942050520059,0
"188","ABCG8","ESCA",1,0,673,0.00148588410104012,0
"189","ABCG8","GBM",1,0,673,0.00148588410104012,0
"190","ABCG8","HNSC",8,0,673,0.011887072808321,0
"191","ABCG8","KICH",1,0,673,0.00148588410104012,0
"192","ABCG8","KIRC",2,0,673,0.00297176820208024,0
"193","ABCG8","KIRP",1,0,673,0.00148588410104012,0
"194","ABCG8","LAML",1,0,673,0.00148588410104012,0
"195","ABCG8","LGG",1,0,673,0.00148588410104012,0
"196","ABCG8","LIHC",1,0,673,0.00148588410104012,0
"197","ABCG8","LUAD",23,1,673,0.0341753343239227,0.0434782608695652
"198","ABCG8","LUSC",10,0,673,0.0148588410104012,0
"199","ABCG8","MM",1,0,673,0.00148588410104012,0
"200","ABCG8","SCLC",4,0,673,0.00594353640416048,0
"201","ABCG8","SKCM",19,0,673,0.0282317979197623,0
"202","ABCG8","STAD",5,0,673,0.00742942050520059,0
"203","ABCG8","THCA",2,0,673,0.00297176820208024,0
"204","ABCG8","UCEC",7,0,673,0.0104011887072808,0
"205","ABCG8","UCS",2,0,673,0.00297176820208024,0
"206","ACAD8","BLCA",1,0,415,0.00240963855421687,0
"207","ACAD8","BRCA",2,0,415,0.00481927710843374,0
"208","ACAD8","CELLLINE",1,0,415,0.00240963855421687,0
"209","ACAD8","COAD/READ",3,0,415,0.0072289156626506,0
"210","ACAD8","ESCA",1,1,415,0.00240963855421687,1
"211","ACAD8","GBM",2,0,415,0.00481927710843374,0
"212","ACAD8","HNSC",3,0,415,0.0072289156626506,0
"213","ACAD8","KIRC",1,0,415,0.00240963855421687,0
"214","ACAD8","KIRP",2,0,415,0.00481927710843374,0
"215","ACAD8","LGG",1,0,415,0.00240963855421687,0
"216","ACAD8","LUAD",4,0,415,0.00963855421686747,0
"217","ACAD8","LUSC",2,0,415,0.00481927710843374,0
"218","ACAD8","OV",1,0,415,0.00240963855421687,0
"219","ACAD8","SKCM",4,1,415,0.00963855421686747,0.25
"220","ACAD8","STAD",3,1,415,0.0072289156626506,0.333333333333333
"221","ACAD8","UCEC",5,0,415,0.0120481927710843,0
"222","ACADM","BRCA",1,0,421,0.00237529691211401,0
"223","ACADM","CELLLINE",1,0,421,0.00237529691211401,0
"224","ACADM","COAD/READ",7,0,421,0.0166270783847981,0
"225","ACADM","HNSC",4,0,421,0.00950118764845606,0
"226","ACADM","KIRC",1,0,421,0.00237529691211401,0
"227","ACADM","LUAD",7,0,421,0.0166270783847981,0
"228","ACADM","LUSC",1,0,421,0.00237529691211401,0
"229","ACADM","OV",1,1,421,0.00237529691211401,1
"230","ACADM","SKCM",4,1,421,0.00950118764845606,0.25
"231","ACADM","STAD",4,0,421,0.00950118764845606,0
"232","ACADM","UCEC",9,0,421,0.0213776722090261,0
"233","ACADVL","BLCA",1,0,655,0.00152671755725191,0
"234","ACADVL","BRCA",9,1,655,0.0137404580152672,0.111111111111111
"235","ACADVL","CELLLINE",1,0,655,0.00152671755725191,0
"236","ACADVL","CESC",1,0,655,0.00152671755725191,0
"237","ACADVL","COAD/READ",2,0,655,0.00305343511450382,0
"238","ACADVL","ESCA",2,0,655,0.00305343511450382,0
"239","ACADVL","GBM",1,0,655,0.00152671755725191,0
"240","ACADVL","HNSC",4,0,655,0.00610687022900763,0
"241","ACADVL","KIRP",3,0,655,0.00458015267175573,0
"242","ACADVL","LGG",1,0,655,0.00152671755725191,0
"243","ACADVL","LIHC",1,0,655,0.00152671755725191,0
"244","ACADVL","LUAD",2,0,655,0.00305343511450382,0
"245","ACADVL","LUSC",1,0,655,0.00152671755725191,0
"246","ACADVL","MM",2,0,655,0.00305343511450382,0
"247","ACADVL","OV",1,0,655,0.00152671755725191,0
"248","ACADVL","SKCM",2,0,655,0.00305343511450382,0
"249","ACADVL","STAD",1,0,655,0.00152671755725191,0
"250","ACADVL","UCEC",8,2,655,0.0122137404580153,0.25
"251","ACSF3","ACC",1,0,576,0.00173611111111111,0
"252","ACSF3","BLCA",2,0,576,0.00347222222222222,0
"253","ACSF3","BRCA",6,0,576,0.0104166666666667,0
"254","ACSF3","CELLLINE",3,0,576,0.00520833333333333,0
"255","ACSF3","COAD/READ",2,0,576,0.00347222222222222,0
"256","ACSF3","KICH",2,0,576,0.00347222222222222,0
"257","ACSF3","KIRP",1,0,576,0.00173611111111111,0
"258","ACSF3","LGG",2,1,576,0.00347222222222222,0.5
"259","ACSF3","LIHC",1,0,576,0.00173611111111111,0
"260","ACSF3","LUAD",8,0,576,0.0138888888888889,0
"261","ACSF3","LUSC",4,0,576,0.00694444444444444,0
"262","ACSF3","MBL",1,0,576,0.00173611111111111,0
"263","ACSF3","PAAD",2,0,576,0.00347222222222222,0
"264","ACSF3","SCLC",2,0,576,0.00347222222222222,0
"265","ACSF3","SKCM",7,0,576,0.0121527777777778,0
"266","ACSF3","STAD",2,0,576,0.00347222222222222,0
"267","ACSF3","UCEC",6,0,576,0.0104166666666667,0
"268","ACSF3","UCS",1,0,576,0.00173611111111111,0
"269","ACTA1","BLCA",4,1,377,0.0106100795755968,0.25
"270","ACTA1","BRCA",5,0,377,0.013262599469496,0
"271","ACTA1","CELLLINE",1,0,377,0.0026525198938992,0
"272","ACTA1","COAD/READ",5,0,377,0.013262599469496,0
"273","ACTA1","ESCA",1,0,377,0.0026525198938992,0
"274","ACTA1","HNSC",3,0,377,0.00795755968169761,0
"275","ACTA1","KIRP",1,0,377,0.0026525198938992,0
"276","ACTA1","LIHC",1,0,377,0.0026525198938992,0
"277","ACTA1","LUAD",10,0,377,0.026525198938992,0
"278","ACTA1","LUSC",4,0,377,0.0106100795755968,0
"279","ACTA1","PAAD",4,0,377,0.0106100795755968,0
"280","ACTA1","SCLC",1,0,377,0.0026525198938992,0
"281","ACTA1","SKCM",6,1,377,0.0159151193633952,0.166666666666667
"282","ACTA1","STAD",2,0,377,0.00530503978779841,0
"283","ACTA1","THCA",1,0,377,0.0026525198938992,0
"284","ACTA1","UCEC",5,0,377,0.013262599469496,0
"285","ACTA1","UCS",1,0,377,0.0026525198938992,0
"286","ACTA2","BLCA",3,0,377,0.00795755968169761,0
"287","ACTA2","BRCA",6,2,377,0.0159151193633952,0.333333333333333
"288","ACTA2","CELLLINE",3,0,377,0.00795755968169761,0
"289","ACTA2","COAD/READ",4,0,377,0.0106100795755968,0
"290","ACTA2","GBM",1,0,377,0.0026525198938992,0
"291","ACTA2","HNSC",1,0,377,0.0026525198938992,0
"292","ACTA2","KICH",1,0,377,0.0026525198938992,0
"293","ACTA2","KIRP",1,0,377,0.0026525198938992,0
"294","ACTA2","LGG",1,0,377,0.0026525198938992,0
"295","ACTA2","LUAD",2,0,377,0.00530503978779841,0
"296","ACTA2","PAAD",2,0,377,0.00530503978779841,0
"297","ACTA2","SKCM",8,0,377,0.0212201591511936,0
"298","ACTA2","STAD",6,1,377,0.0159151193633952,0.166666666666667
"299","ACTA2","UCEC",7,1,377,0.0185676392572944,0.142857142857143
"300","ACTB","ACYC",2,0,375,0.00533333333333333,0
"301","ACTB","BLCA",8,0,375,0.0213333333333333,0
"302","ACTB","BRCA",6,0,375,0.016,0
"303","ACTB","CESC",1,0,375,0.00266666666666667,0
"304","ACTB","COAD/READ",4,0,375,0.0106666666666667,0
"305","ACTB","HNSC",4,0,375,0.0106666666666667,0
"306","ACTB","KIRP",6,0,375,0.016,0
"307","ACTB","LGG",1,0,375,0.00266666666666667,0
"308","ACTB","LIHC",1,0,375,0.00266666666666667,0
"309","ACTB","LUAD",7,0,375,0.0186666666666667,0
"310","ACTB","LUSC",1,0,375,0.00266666666666667,0
"311","ACTB","MBL",1,0,375,0.00266666666666667,0
"312","ACTB","MM",2,0,375,0.00533333333333333,0
"313","ACTB","PRAD",2,0,375,0.00533333333333333,0
"314","ACTB","SCLC",1,0,375,0.00266666666666667,0
"315","ACTB","SKCM",9,0,375,0.024,0
"316","ACTB","STAD",7,1,375,0.0186666666666667,0.142857142857143
"317","ACTB","THCA",1,0,375,0.00266666666666667,0
"318","ACTB","UCEC",3,0,375,0.008,0
"319","ACTB","UCS",1,0,375,0.00266666666666667,0
"320","ACTG1","ACC",2,0,375,0.00533333333333333,0
"321","ACTG1","BLCA",6,0,375,0.016,0
"322","ACTG1","BRCA",8,0,375,0.0213333333333333,0
"323","ACTG1","HNSC",2,0,375,0.00533333333333333,0
"324","ACTG1","KIRC",3,0,375,0.008,0
"325","ACTG1","KIRP",1,0,375,0.00266666666666667,0
"326","ACTG1","LGG",1,0,375,0.00266666666666667,0
"327","ACTG1","LUAD",7,0,375,0.0186666666666667,0
"328","ACTG1","LUSC",4,0,375,0.0106666666666667,0
"329","ACTG1","MM",7,0,375,0.0186666666666667,0
"330","ACTG1","OV",2,0,375,0.00533333333333333,0
"331","ACTG1","PRAD",3,0,375,0.008,0
"332","ACTG1","SCLC",2,0,375,0.00533333333333333,0
"333","ACTG1","SKCM",7,1,375,0.0186666666666667,0.142857142857143
"334","ACTG1","UCEC",6,0,375,0.016,0
"335","ACTN1","ACC",2,0,892,0.00224215246636771,0
"336","ACTN1","BLCA",2,1,892,0.00224215246636771,0.5
"337","ACTN1","BRCA",5,0,892,0.00560538116591928,0
"338","ACTN1","CELLLINE",2,0,892,0.00224215246636771,0
"339","ACTN1","CESC",1,0,892,0.00112107623318386,0
"340","ACTN1","COAD/READ",7,0,892,0.007847533632287,0
"341","ACTN1","GBM",2,0,892,0.00224215246636771,0
"342","ACTN1","HNSC",2,0,892,0.00224215246636771,0
"343","ACTN1","KIRC",1,0,892,0.00112107623318386,0
"344","ACTN1","KIRP",1,0,892,0.00112107623318386,0
"345","ACTN1","LIHC",3,0,892,0.00336322869955157,0
"346","ACTN1","LUAD",8,0,892,0.00896860986547085,0
"347","ACTN1","LUSC",2,0,892,0.00224215246636771,0
"348","ACTN1","PAAD",1,0,892,0.00112107623318386,0
"349","ACTN1","PRAD",2,0,892,0.00224215246636771,0
"350","ACTN1","SKCM",12,0,892,0.0134529147982063,0
"351","ACTN1","STAD",6,1,892,0.00672645739910314,0.166666666666667
"352","ACTN1","UCEC",8,1,892,0.00896860986547085,0.125
"353","ACVR1","ACC",1,0,509,0.00196463654223969,0
"354","ACVR1","BRCA",1,0,509,0.00196463654223969,0
"355","ACVR1","CELLLINE",21,0,509,0.0412573673870334,0
"356","ACVR1","COAD/READ",3,0,509,0.00589390962671906,0
"357","ACVR1","ESCA",2,0,509,0.00392927308447937,0
"358","ACVR1","HNSC",5,0,509,0.00982318271119843,0
"359","ACVR1","KIRP",3,0,509,0.00589390962671906,0
"360","ACVR1","LIHC",1,0,509,0.00196463654223969,0
"361","ACVR1","LUAD",9,0,509,0.0176817288801572,0
"362","ACVR1","OV",2,0,509,0.00392927308447937,0
"363","ACVR1","SCLC",1,0,509,0.00196463654223969,0
"364","ACVR1","SKCM",7,1,509,0.0137524557956778,0.142857142857143
"365","ACVR1","STAD",5,0,509,0.00982318271119843,0
"366","ACVR1","UCEC",9,2,509,0.0176817288801572,0.222222222222222
"367","ACVRL1","ACC",1,0,503,0.00198807157057654,0
"368","ACVRL1","BLCA",4,0,503,0.00795228628230616,0
"369","ACVRL1","BRCA",1,0,503,0.00198807157057654,0
"370","ACVRL1","CELLLINE",24,0,503,0.047713717693837,0
"371","ACVRL1","COAD/READ",4,0,503,0.00795228628230616,0
"372","ACVRL1","ESCA",1,0,503,0.00198807157057654,0
"373","ACVRL1","GBM",1,0,503,0.00198807157057654,0
"374","ACVRL1","HNSC",3,0,503,0.00596421471172962,0
"375","ACVRL1","KICH",1,0,503,0.00198807157057654,0
"376","ACVRL1","LGG",2,0,503,0.00397614314115308,0
"377","ACVRL1","LIHC",1,0,503,0.00198807157057654,0
"378","ACVRL1","LUAD",13,1,503,0.025844930417495,0.0769230769230769
"379","ACVRL1","LUSC",3,0,503,0.00596421471172962,0
"380","ACVRL1","PAAD",1,0,503,0.00198807157057654,0
"381","ACVRL1","PRAD",3,1,503,0.00596421471172962,0.333333333333333
"382","ACVRL1","SKCM",18,2,503,0.0357852882703777,0.111111111111111
"383","ACVRL1","STAD",3,0,503,0.00596421471172962,0
"384","ACVRL1","UCEC",2,0,503,0.00397614314115308,0
"385","ADA","BRCA",2,0,363,0.00550964187327824,0
"386","ADA","COAD/READ",3,0,363,0.00826446280991736,0
"387","ADA","ESCA",1,0,363,0.00275482093663912,0
"388","ADA","HNSC",2,1,363,0.00550964187327824,0.5
"389","ADA","KIRP",2,0,363,0.00550964187327824,0
"390","ADA","LUAD",4,0,363,0.0110192837465565,0
"391","ADA","LUSC",1,0,363,0.00275482093663912,0
"392","ADA","OV",1,0,363,0.00275482093663912,0
"393","ADA","PRAD",1,0,363,0.00275482093663912,0
"394","ADA","SKCM",4,0,363,0.0110192837465565,0
"395","ADA","STAD",5,0,363,0.0137741046831956,0
"396","ADA","UCEC",2,0,363,0.00550964187327824,0
"397","ADAM10","BLCA",8,0,748,0.0106951871657754,0
"398","ADAM10","BRCA",3,0,748,0.00401069518716578,0
"399","ADAM10","CELLLINE",23,1,748,0.0307486631016043,0.0434782608695652
"400","ADAM10","CESC",1,0,748,0.00133689839572193,0
"401","ADAM10","COAD/READ",3,0,748,0.00401069518716578,0
"402","ADAM10","ESCA",2,0,748,0.00267379679144385,0
"403","ADAM10","GBM",2,0,748,0.00267379679144385,0
"404","ADAM10","HNSC",4,0,748,0.0053475935828877,0
"405","ADAM10","KIRC",4,0,748,0.0053475935828877,0
"406","ADAM10","LGG",1,0,748,0.00133689839572193,0
"407","ADAM10","LUAD",7,0,748,0.00935828877005348,0
"408","ADAM10","LUSC",5,0,748,0.00668449197860963,0
"409","ADAM10","OV",1,0,748,0.00133689839572193,0
"410","ADAM10","PAAD",1,0,748,0.00133689839572193,0
"411","ADAM10","PRAD",3,0,748,0.00401069518716578,0
"412","ADAM10","SCLC",1,0,748,0.00133689839572193,0
"413","ADAM10","SKCM",9,0,748,0.0120320855614973,0
"414","ADAM10","STAD",2,0,748,0.00267379679144385,0
"415","ADAM10","UCEC",4,0,748,0.0053475935828877,0
"416","ADAMTS13","ACC",2,0,1427,0.00140154169586545,0
"417","ADAMTS13","BLCA",3,0,1427,0.00210231254379818,0
"418","ADAMTS13","BRCA",9,0,1427,0.00630693763139453,0
"419","ADAMTS13","COAD/READ",7,0,1427,0.00490539593552908,0
"420","ADAMTS13","ESCA",2,0,1427,0.00140154169586545,0
"421","ADAMTS13","GBM",1,0,1427,0.000700770847932726,0
"422","ADAMTS13","HNSC",3,0,1427,0.00210231254379818,0
"423","ADAMTS13","KIRC",4,0,1427,0.0028030833917309,0
"424","ADAMTS13","KIRP",2,0,1427,0.00140154169586545,0
"425","ADAMTS13","LUAD",11,0,1427,0.00770847932725999,0
"426","ADAMTS13","LUSC",5,0,1427,0.00350385423966363,0
"427","ADAMTS13","MM",3,0,1427,0.00210231254379818,0
"428","ADAMTS13","OV",3,0,1427,0.00210231254379818,0
"429","ADAMTS13","PRAD",2,0,1427,0.00140154169586545,0
"430","ADAMTS13","SKCM",23,1,1427,0.0161177295024527,0.0434782608695652
"431","ADAMTS13","STAD",10,0,1427,0.00700770847932726,0
"432","ADAMTS13","UCEC",17,0,1427,0.0119131044148563,0
"433","ADAMTS13","UCS",1,0,1427,0.000700770847932726,0
"434","ADAMTSL2","ACYC",1,0,951,0.0010515247108307,0
"435","ADAMTSL2","BRCA",1,0,951,0.0010515247108307,0
"436","ADAMTSL2","CELLLINE",3,0,951,0.00315457413249211,0
"437","ADAMTSL2","COAD/READ",2,0,951,0.00210304942166141,0
"438","ADAMTSL2","KIRC",1,0,951,0.0010515247108307,0
