,geneSymbol,prob,probSD,SNR,pval_prob,qval_prob,pval_MutSig,qval_MutSig,protLength,uniquePosNdMAF,uniquePosNdMAFtumor,uniquePosNExactMatch,uniquePosNExactMatchtumor,casesN,SNRcorrected,MutSigPass,probPass,tumorType
19,CHRNE,0.2,0.180518217,1.107921421,0.098695065,0.133675595,NA,1,493,23,5,3,1,5,1.107921421,0,0,COAD/READ
20,COL1A1,0.090909091,0.083462363,1.089222592,0.0699965,0.126521174,NA,1,1464,126,11,2,1,8,1.089222592,0,0,COAD/READ
21,COL2A1,0.111111111,0.104384059,1.064445202,0.057047148,0.124572343,NA,1,1487,94,9,3,1,9,1.064445202,0,0,COAD/READ
22,CPS1,0.076923077,0.07441507,1.033702939,0.082295885,0.132316717,NA,1,1500,186,13,9,1,10,1.033702939,0,0,COAD/READ
23,CRB1,0.2,0.126052089,1.586645661,0.00519974,0.045630071,NA,1,1406,151,10,6,2,8,1.586645661,0,0,COAD/READ
24,CTNNB1,0.083333333,0.078524541,1.061239351,0.145042748,0.157974454,NA,0.05426173,781,81,12,5,1,11,1.061239351,0,0,COAD/READ
25,CTSC,0.166666667,0.147103045,1.132992632,0.12579371,0.146303554,NA,1,463,30,6,1,1,6,1.132992632,0,0,COAD/READ
26,DHODH,0.25,0.219340027,1.139782844,0.098495075,0.133675595,NA,1,395,22,4,1,1,4,1.139782844,0,0,COAD/READ
27,EDNRB,0.083333333,0.078115063,1.066802357,0.230738463,0.230738463,NA,1,442,59,11,1,1,10,1.066802357,0,0,COAD/READ
28,EIF2B5,0.2,0.180177979,1.110013561,0.063896805,0.124572343,NA,1,721,39,5,1,1,5,1.110013561,0,0,COAD/READ
29,ERCC2,0.25,0.225805061,1.107149677,0.05019749,0.124572343,NA,1,760,47,4,1,1,4,1.107149677,0,0,COAD/READ
30,F5,0.047619048,0.046554452,1.022867757,0.089145543,0.132316717,NA,1,2224,216,21,1,1,14,1.022867757,0,0,COAD/READ
31,F7,0.333333333,0.279819126,1.19124571,0.060446978,0.124572343,NA,1,466,27,3,3,1,3,1.19124571,0,0,COAD/READ
32,F8,0.055555556,0.055631802,0.998629449,0.059697015,0.124572343,NA,1,2351,200,15,15,1,10,0.998629449,0,0,COAD/READ
33,FBN1,0.090909091,0.049090679,1.85186054,0.00159992,0.02340508,NA,1,2871,247,33,11,3,16,1.85186054,0,0,COAD/READ
34,GCDH,0.2,0.18360902,1.089271104,0.108244588,0.137882987,NA,1,438,36,5,3,1,4,1.089271104,0,0,COAD/READ
35,GJA1,0.428571429,0.195577339,2.191314349,0.006949653,0.045630071,NA,1,382,43,6,4,2,5,2.191314349,0,1,COAD/READ
36,GJB1,0.333333333,0.271541815,1.227558023,0.103944803,0.136708225,NA,1,283,15,3,3,1,3,1.227558023,0,0,COAD/READ
37,GLA,0.5,0.254051751,1.968102946,0.0079996,0.047553178,NA,1,429,33,4,2,2,3,1.968102946,0,0,COAD/READ
38,GLB1,1,0,Inf,0.00119994,0.023182174,NA,1,677,38,2,6,2,3,59.81383155,0,1,COAD/READ
39,GNAO1,0.2,0.182516608,1.095790689,0.136643168,0.155086517,NA,1,354,28,5,1,1,5,1.095790689,0,0,COAD/READ
40,GRIN2A,0.045454545,0.045356866,1.002153584,0.15059247,0.157974454,NA,1,1464,221,22,6,1,19,1.002153584,0,0,COAD/READ
41,HMBS,0.5,0.363267068,1.376397817,0.052347383,0.124572343,NA,1,361,24,2,3,1,2,1.376397817,0,0,COAD/READ
42,HNF1A,0.5,0.353452867,1.414615773,0.030548473,0.116738806,NA,1,631,46,2,4,1,2,1.414615773,0,0,COAD/READ
43,HPRT1,1,0,Inf,0.007049648,0.045630071,NA,1,218,7,2,3,2,2,59.81383155,0,1,COAD/READ
44,HSD3B7,0.5,0.351897118,1.420869835,0.051897405,0.124572343,NA,1,369,25,2,1,1,2,1.420869835,0,0,COAD/READ
45,IDH2,0.142857143,0.133713987,1.068378451,0.149142543,0.157974454,NA,1,452,26,7,1,1,7,1.068378451,0,0,COAD/READ
46,KCNC3,0.25,0.222734395,1.122413089,0.036748163,0.121155707,NA,1,757,25,3,1,1,4,1.122413089,0,0,COAD/READ
47,KCNE1,0.333333333,0.270854668,1.230672286,0.219239038,0.222316714,NA,1,129,15,3,1,1,3,1.230672286,0,0,COAD/READ
48,KIF5A,0.1,0.094418774,1.0591114,0.091495425,0.132316717,NA,1,1032,53,10,3,1,6,1.0591114,0,0,COAD/READ
49,KLKB1,0.142857143,0.136116086,1.049524323,0.10579471,0.136708225,NA,1,638,59,7,1,1,5,1.049524323,0,0,COAD/READ
50,KRAS,0.8125,0.041316466,19.66528307,0.006449678,0.045630071,NA,4.19E-12,189,23,8,4,2,96,19.66528307,1,1,COAD/READ
51,LRP5,0.4,0.220956516,1.810310952,0.001299935,0.023182174,NA,1,1615,92,5,3,2,5,1.810310952,0,0,COAD/READ
52,MEFV,0.5,0.361229133,1.384162999,0.027048648,0.115118318,NA,1,781,84,2,5,1,2,1.384162999,0,0,COAD/READ
53,MUTYH,0.5,0.354113536,1.411976525,0.037148143,0.121155707,NA,1,546,38,2,1,1,2,1.411976525,0,0,COAD/READ
54,MYOT,0.125,0.119837788,1.043076662,0.15379231,0.15951462,NA,1,498,27,8,2,1,6,1.043076662,0,0,COAD/READ
55,NF1,0.090909091,0.08893107,1.022242182,0.036348183,0.121155707,NA,1,2839,299,11,5,1,8,1.022242182,0,0,COAD/READ
56,NOTCH3,0.066666667,0.060078879,1.109652308,0.059647018,0.124572343,NA,1,2321,152,15,4,1,14,1.109652308,0,0,COAD/READ
57,NPC1,0.285714286,0.176940731,1.614745706,0.007249638,0.045630071,NA,1,1278,73,6,6,1,6,1.614745706,0,0,COAD/READ
58,NR3C2,0.1,0.093238422,1.07251922,0.084895755,0.132316717,NA,1,984,77,9,3,1,10,1.07251922,0,0,COAD/READ
59,NRAS,0.1,0.071238437,1.40373658,0.14839258,0.157974454,NA,0.0806786,189,17,5,1,1,20,1.40373658,0,0,COAD/READ
60,OCRL,0.111111111,0.101700892,1.092528382,0.094645268,0.133250574,NA,1,901,80,9,3,1,8,1.092528382,0,0,COAD/READ
61,PHKG2,0.333333333,0.273385494,1.219279516,0.070946453,0.126521174,NA,1,406,23,3,1,1,3,1.219279516,0,0,COAD/READ
62,PIK3CA,0.698113208,0.062097039,11.24229465,0,0,NA,0,1068,105,20,14,9,45,11.24229465,1,1,COAD/READ
63,PKHD1,0.021276596,0.020175443,1.054578844,0.112944353,0.138491952,NA,1,4074,247,47,4,1,26,1.054578844,0,0,COAD/READ
64,PROS1,0.166666667,0.152171744,1.095253709,0.083545823,0.132316717,NA,1,676,93,6,2,1,4,1.095253709,0,0,COAD/READ
65,PRPH2,0.25,0.219754504,1.137633111,0.113344333,0.138491952,NA,1,346,25,4,1,1,4,1.137633111,0,0,COAD/READ
66,PTEN,0.5,0.147314503,3.39409896,0.00279986,0.033287225,NA,8.78E-08,403,221,9,16,3,8,3.39409896,1,1,COAD/READ
67,PTPN11,0.4,0.21501207,1.860360678,0.006549673,0.045630071,NA,1,597,48,5,7,2,5,1.860360678,0,0,COAD/READ
68,RAF1,0.333333333,0.183045016,1.821045672,0.01539923,0.078462744,NA,1,648,37,5,3,1,5,1.821045672,0,0,COAD/READ
69,RAG1,0.1,0.093391177,1.070764963,0.092745363,0.132316717,NA,1,1043,97,10,4,1,9,1.070764963,0,0,COAD/READ
70,RDH12,0.333333333,0.269008527,1.239118093,0.091945403,0.132316717,NA,1,316,18,3,2,1,3,1.239118093,0,0,COAD/READ
71,RET,0.125,0.113644908,1.099917295,0.068746563,0.126521174,NA,1,1114,86,8,4,1,8,1.099917295,0,0,COAD/READ
72,RNF135,0.5,0.364165644,1.373001566,0.045497725,0.124572343,NA,1,432,16,2,1,1,2,1.373001566,0,0,COAD/READ
73,RP2,0.25,0.20981843,1.191506387,0.106044698,0.136708225,NA,1,350,25,4,1,1,4,1.191506387,0,0,COAD/READ
74,RPGRIP1L,0.111111111,0.103523367,1.073294992,0.06419679,0.124572343,NA,1,1315,93,9,1,1,7,1.073294992,0,0,COAD/READ
75,RPS6KA3,0.2,0.177356859,1.127669948,0.06519674,0.124572343,NA,1,740,45,5,1,1,5,1.127669948,0,0,COAD/READ
76,RS1,0.5,0.350773491,1.425421284,0.084545773,0.132316717,NA,1,224,17,2,1,1,2,1.425421284,0,0,COAD/READ
77,RUNX1,0.333333333,0.269286431,1.237839323,0.067046648,0.125859496,NA,1,453,54,3,1,1,3,1.237839323,0,0,COAD/READ
78,RYR2,0.016949153,0.016718541,1.013793755,0.119644018,0.142243443,NA,1,4967,748,59,5,1,29,1.013793755,0,0,COAD/READ
79,SAMHD1,0.2,0.183383831,1.090608689,0.07539623,0.130464445,NA,1,626,55,5,1,1,5,1.090608689,0,0,COAD/READ
80,SCN4A,0.066666667,0.063059009,1.057210815,0.07559622,0.130464445,NA,1,1836,116,15,3,1,11,1.057210815,0,0,COAD/READ
81,SCN5A,0.125,0.084330534,1.482262639,0.014899255,0.078462744,NA,1,2016,164,15,17,2,12,1.482262639,0,0,COAD/READ
82,SEC23B,0.333333333,0.272650375,1.222566934,0.038498075,0.121155707,NA,1,767,54,3,2,1,3,1.222566934,0,0,COAD/READ
83,SLC12A3,0.2,0.180312264,1.109186894,0.046247688,0.124572343,NA,1,1021,48,5,4,1,5,1.109186894,0,0,COAD/READ
84,SLC26A4,0.25,0.219640597,1.138223093,0.048447578,0.124572343,NA,1,780,54,4,1,1,3,1.138223093,0,0,COAD/READ
85,SLC37A4,0.5,0.344433788,1.451657813,0.043847808,0.124572343,NA,1,429,18,2,2,1,2,1.451657813,0,0,COAD/READ
86,SLC3A1,0.25,0.221305023,1.129662563,0.055147243,0.124572343,NA,1,685,45,4,2,1,4,1.129662563,0,0,COAD/READ
87,SLC45A2,0.2,0.182058522,1.098547864,0.08859557,0.132316717,NA,1,530,42,5,2,1,4,1.098547864,0,0,COAD/READ
88,SLC7A9,0.166666667,0.151417504,1.100709376,0.11519424,0.138491952,NA,1,487,34,6,2,1,6,1.100709376,0,0,COAD/READ
89,SMAD4,0.24137931,0.080593537,2.995020698,0.01899905,0.089782467,NA,0,552,78,21,2,1,25,2.995020698,1,0,COAD/READ
90,SMC1A,0.1,0.093853335,1.065492241,0.07779611,0.132129901,NA,1,1233,86,10,3,1,10,1.065492241,0,0,COAD/READ
91,TECTA,0.038461538,0.036107834,1.065185427,0.112344383,0.138491952,NA,1,2155,169,25,1,1,21,1.065185427,0,0,COAD/READ
92,TGFBR1,0.333333333,0.161631807,2.062300363,0.006899655,0.045630071,NA,1,503,35,8,2,2,7,2.062300363,0,1,COAD/READ
93,TGFBR2,0.041666667,0.040771925,1.021945049,0.11519424,0.138491952,NA,1,567,60,7,3,1,23,1.021945049,0,0,COAD/READ
94,TGM1,0.25,0.21283632,1.174611549,0.046747663,0.124572343,NA,1,817,60,4,3,1,4,1.174611549,0,0,COAD/READ
95,TNNT2,0.333333333,0.280809284,1.187045274,0.097645118,0.133675595,NA,1,298,24,3,1,1,3,1.187045274,0,0,COAD/READ
96,TOR1A,0.2,0.179608739,1.113531561,0.14859257,0.157974454,NA,1,332,20,5,1,1,5,1.113531561,0,0,COAD/READ
97,TP53,0.628099174,0.043191902,14.54205858,0.000102131,0.004429725,NA,0,393,263,58,40,21,119,14.54205858,1,1,COAD/READ
98,TP63,0.1,0.097766038,1.022850082,0.13879306,0.155086517,NA,1,680,90,10,3,1,9,1.022850082,0,0,COAD/READ
99,TRPS1,0.052631579,0.050423933,1.043781704,0.13439328,0.154624527,NA,1,1281,146,18,1,1,17,1.043781704,0,0,COAD/READ
100,UBIAD1,1,0,Inf,0.028148593,0.115118318,NA,1,338,20,1,1,1,2,59.81383155,0,0,COAD/READ
101,USH2A,0.019230769,0.018955829,1.014504261,0.091645418,0.132316717,NA,1,5202,603,50,5,1,26,1.014504261,0,0,COAD/READ
102,WDR62,0.166666667,0.156801726,1.062913471,0.037548123,0.121155707,NA,1,1518,97,6,1,1,6,1.062913471,0,0,COAD/READ
103,APC,NA,NA,NA,NA,NA,NA,4.19E-12,NA,NA,NA,NA,NA,NA,NA,1,0,COAD/READ
104,ARID1A,NA,NA,NA,NA,NA,NA,0.0284789,NA,NA,NA,NA,NA,NA,NA,1,0,COAD/READ
105,ATXN1,NA,NA,NA,NA,NA,NA,2.19E-06,NA,NA,NA,NA,NA,NA,NA,1,0,COAD/READ
106,B2M,NA,NA,NA,NA,NA,NA,0.000134045,NA,NA,NA,NA,NA,NA,NA,1,0,COAD/READ
107,BCL9,NA,NA,NA,NA,NA,NA,0.006560622,NA,NA,NA,NA,NA,NA,NA,1,0,COAD/READ
108,CACNA1B,NA,NA,NA,NA,NA,NA,0.002510826,NA,NA,NA,NA,NA,NA,NA,1,0,COAD/READ
109,COL18A1,NA,NA,NA,NA,NA,NA,1.33E-05,NA,NA,NA,NA,NA,NA,NA,1,0,COAD/READ
110,CRTC1,NA,NA,NA,NA,NA,NA,0.04539712,NA,NA,NA,NA,NA,NA,NA,1,0,COAD/READ
111,CTSA,NA,NA,NA,NA,NA,NA,0.0369486,NA,NA,NA,NA,NA,NA,NA,1,0,COAD/READ
112,FBXW7,NA,NA,NA,NA,NA,NA,2.31E-06,NA,NA,NA,NA,NA,NA,NA,1,0,COAD/READ
113,HLA-B,NA,NA,NA,NA,NA,NA,0.04539712,NA,NA,NA,NA,NA,NA,NA,1,0,COAD/READ
114,HNRNPL,NA,NA,NA,NA,NA,NA,0.000636908,NA,NA,NA,NA,NA,NA,NA,1,0,COAD/READ
115,IRF5,NA,NA,NA,NA,NA,NA,1.51E-06,NA,NA,NA,NA,NA,NA,NA,1,0,COAD/READ
116,KCNN3,NA,NA,NA,NA,NA,NA,1.59E-11,NA,NA,NA,NA,NA,NA,NA,1,0,COAD/READ
117,NEFH,NA,NA,NA,NA,NA,NA,3.41E-08,NA,NA,NA,NA,NA,NA,NA,1,0,COAD/READ
118,PHF2,NA,NA,NA,NA,NA,NA,0.004185797,NA,NA,NA,NA,NA,NA,NA,1,0,COAD/READ
119,PPM1E,NA,NA,NA,NA,NA,NA,9.79E-10,NA,NA,NA,NA,NA,NA,NA,1,0,COAD/READ
120,RALY,NA,NA,NA,NA,NA,NA,3.00E-07,NA,NA,NA,NA,NA,NA,NA,1,0,COAD/READ
121,RNF43,NA,NA,NA,NA,NA,NA,1.24E-11,NA,NA,NA,NA,NA,NA,NA,1,0,COAD/READ
122,SLC5A10,NA,NA,NA,NA,NA,NA,0.02607623,NA,NA,NA,NA,NA,NA,NA,1,0,COAD/READ
123,SOX9,NA,NA,NA,NA,NA,NA,7.21E-12,NA,NA,NA,NA,NA,NA,NA,1,0,COAD/READ
124,TBP,NA,NA,NA,NA,NA,NA,8.49E-06,NA,NA,NA,NA,NA,NA,NA,1,0,COAD/READ
125,TCF7L2,NA,NA,NA,NA,NA,NA,0.000670778,NA,NA,NA,NA,NA,NA,NA,1,0,COAD/READ
126,ATL1,0.5,0.359684755,1.390106177,0.053547323,0.081060233,0.1602396,1,558,29,2,1,1,2,1.390106177,0,0,GBM
127,BRAF,0.833333333,0.151023553,5.517903101,0.01959902,0.066755486,0.0554577,1,766,65,2,6,1,6,5.517903101,0,0,GBM
128,CASR,0.333333333,0.277982907,1.199114495,0.039648018,0.070285122,0.9950369,1,1078,36,3,6,1,3,1.199114495,0,0,GBM
129,COL1A2,0.083333333,0.080028044,1.041301639,0.131243438,0.131243438,0.003359127,1,1366,196,12,7,1,12,1.041301639,0,0,GBM
130,CPS1,0.4,0.217816905,1.836404753,0.00279986,0.027298635,0.8160048,1,1500,186,5,9,2,5,1.836404753,0,0,GBM
131,CYP11A1,0.333333333,0.279194386,1.193911304,0.08379581,0.096118723,0.08311105,1,521,33,3,1,1,3,1.193911304,0,0,GBM
132,DCX,0.333333333,0.277647617,1.200562558,0.09899505,0.104346134,0.2793827,1,441,13,3,4,1,3,1.200562558,0,0,GBM
133,DYNC2H1,0.5,0.3554942,1.406492708,0.00759962,0.04939753,0.9996801,1,4307,224,2,1,1,2,1.406492708,0,0,GBM
134,F8,0.166666667,0.157306038,1.059505844,0.037298135,0.069267965,0.148364,1,2351,200,6,15,1,6,1.059505844,0,0,GBM
135,FGFR3,0.25,0.216582191,1.154296201,0.074446278,0.088336492,0.03370344,1,806,54,4,6,1,4,1.154296201,0,0,GBM
136,GRIN2A,0.1,0.095929362,1.042433705,0.105244738,0.108014336,0.0920827,1,1464,221,10,6,1,9,1.042433705,0,0,GBM
137,HNF1A,0.5,0.353347711,1.415036761,0.046897655,0.079522111,0.4180192,1,631,46,2,4,1,2,1.415036761,0,0,GBM
138,JAK2,0.5,0.355435063,1.406726719,0.02499875,0.066755486,0.9926,1,1132,89,2,1,1,2,1.406726719,0,0,GBM
139,KIF7,0.5,0.347932547,1.437060156,0.021948903,0.066755486,0.9978404,1,1343,48,2,1,1,2,1.437060156,0,0,GBM
140,KRAS,1,0,Inf,0.074746263,0.088336492,0.1270399,1,189,23,1,4,1,3,31.1521542,0,0,GBM
141,LCAT,0.5,0.352782448,1.417304073,0.066646668,0.088336492,0.06582185,1,440,25,2,3,1,2,1.417304073,0,0,GBM
142,NF1,0.06,0.033248998,1.804565637,0.016549173,0.066755486,5.70E-07,0.000896177,2839,299,43,5,2,38,1.804565637,1,0,GBM
143,NPC1,0.333333333,0.272521643,1.223144444,0.03559822,0.069267965,0.3670974,1,1278,73,3,6,1,2,1.223144444,0,0,GBM
144,PIK3CA,0.485714286,0.082796104,5.866390616,0,0,0,0,1068,105,23,14,7,33,5.866390616,1,1,GBM
145,PKHD1,0.0625,0.057920434,1.079066504,0.057297135,0.081060233,0.5411513,1,4074,247,16,4,1,13,1.079066504,0,0,GBM
146,PTEN,0.192982456,0.036525348,5.283521389,0.032098395,0.069267965,0,0,403,221,75,16,9,107,5.283521389,1,0,GBM
147,PTPN11,0.333333333,0.197294288,1.689523485,0.048947553,0.079539773,0.05811065,1,597,48,4,7,1,6,1.689523485,0,0,GBM
148,RAG1,0.2,0.176716351,1.131757186,0.069646518,0.088336492,0.3689105,1,1043,97,5,4,1,5,1.131757186,0,0,GBM
149,RYR2,0.033333333,0.032100509,1.03840514,0.086845658,0.096770876,0.3090339,1,4967,748,30,5,1,28,1.03840514,0,0,GBM
150,SCN5A,0.25,0.209467483,1.193502666,0.02819859,0.066755486,0.6763005,1,2016,164,4,17,1,4,1.193502666,0,0,GBM
151,SLC2A1,0.5,0.363521867,1.375433075,0.05819709,0.081060233,0.3134436,1,492,29,2,1,1,2,1.375433075,0,0,GBM
152,SMC1A,0.166666667,0.149231431,1.116833535,0.0719964,0.088336492,0.08237627,1,1233,86,6,3,1,5,1.116833535,0,0,GBM
153,TMPRSS6,0.166666667,0.146727833,1.135889925,0.090045498,0.097549289,0.006472104,1,811,55,5,3,1,6,1.135889925,0,0,GBM
154,TP53,0.575,0.047410568,12.12809776,4.81E-05,0.00093714,1.44E-15,3.89E-12,393,263,62,40,22,98,12.12809776,1,1,GBM
155,TRPV4,0.5,0.255184481,1.959366804,0.005549723,0.043287836,0.3760549,1,871,60,4,3,2,4,1.959366804,0,0,GBM
156,TSC2,0.142857143,0.127658868,1.119053812,0.057047148,0.081060233,0.5337824,1,1807,91,7,2,1,6,1.119053812,0,0,GBM
157,USH2A,0.176470588,0.091753185,1.923318385,0.00099995,0.01299935,0.9999656,1,5202,603,16,5,3,16,1.923318385,0,0,GBM
158,IDH1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,GBM
159,RB1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,GBM
160,RPL5,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,GBM
161,PIK3R1,NA,NA,NA,NA,NA,4.11E-15,9.69E-12,NA,NA,NA,NA,NA,NA,NA,1,0,GBM
162,EGFR,NA,NA,NA,NA,NA,7.23E-13,1.51E-09,NA,NA,NA,NA,NA,NA,NA,1,0,GBM
163,ATRX,NA,NA,NA,NA,NA,2.14E-08,4.03E-05,NA,NA,NA,NA,NA,NA,NA,1,0,GBM
164,STAG2,NA,NA,NA,NA,NA,5.70E-07,0.000896177,NA,NA,NA,NA,NA,NA,NA,1,0,GBM
165,KEL,NA,NA,NA,NA,NA,2.90E-06,0.003907386,NA,NA,NA,NA,NA,NA,NA,1,0,GBM
166,CDC27,NA,NA,NA,NA,NA,3.96E-05,0.04974603,NA,NA,NA,NA,NA,NA,NA,1,0,GBM
167,ABCA12,0.083333333,0.078853167,1.056816564,0.024848758,0.058488504,0.9495516,1,2595,210,12,3,1,12,1.056816564,0,0,HNSC
168,ABCA1,0.166666667,0.154421722,1.079295479,0.01479926,0.058488504,0.9999942,1,2261,149,6,2,1,6,1.079295479,0,0,HNSC
169,ABCA4,0.111111111,0.105226439,1.055923893,0.02079896,0.058488504,0.8920968,1,2273,169,9,11,1,9,1.055923893,0,0,HNSC
170,AKT1,0.5,0.353333546,1.415093489,0.022648868,0.058488504,0.5398715,1,480,22,2,1,1,2,1.415093489,0,0,HNSC
171,ALAS2,0.5,0.351565924,1.422208373,0.017949103,0.058488504,0.5733263,1,587,14,2,3,1,2,1.422208373,0,0,HNSC
172,CASP8,0.038461538,0.038170998,1.007611556,0.242087896,0.247238702,0,0,479,74,22,1,1,26,1.007611556,1,0,HNSC
173,CDKN2A,0.058823529,0.032709396,1.798367952,0.848707565,0.848707565,0,0,156,59,26,6,3,50,1.798367952,1,0,HNSC
174,CFI,0.2,0.174955564,1.143147409,0.04539773,0.058894353,0.2120595,1,583,54,5,2,1,5,1.143147409,0,0,HNSC
175,CHST6,0.166666667,0.14694825,1.134186126,0.080745963,0.086129027,1,1,395,36,6,1,1,6,1.134186126,0,0,HNSC
176,COL2A1,0.25,0.215884329,1.158027547,0.01499925,0.058488504,0.8816356,1,1487,94,4,3,1,3,1.158027547,0,0,HNSC
177,COL4A1,0.166666667,0.148097245,1.12538668,0.01779911,0.058488504,0.9993467,1,1669,177,6,1,1,6,1.12538668,0,0,HNSC
178,DHODH,0.25,0.213648416,1.170146752,0.053047348,0.063656817,0.999932,1,395,22,4,1,1,4,1.170146752,0,0,HNSC
179,DNMT3B,0.2,0.179474374,1.114365216,0.029348533,0.058488504,0.3938598,1,853,59,5,2,1,5,1.114365216,0,0,HNSC
180,DYNC2H1,0.090909091,0.08276242,1.098434417,0.014449278,0.058488504,0.8745206,1,4307,224,11,1,1,11,1.098434417,0,0,HNSC
181,F8,0.25,0.21559782,1.159566457,0.008049598,0.058488504,0.9942743,1,2351,200,4,15,1,4,1.159566457,0,0,HNSC
182,FBN1,0.111111111,0.10597488,1.048466499,0.017049148,0.058488504,0.9079383,1,2871,247,9,11,1,9,1.048466499,0,0,HNSC
183,FGFR3,0.166666667,0.161015297,1.035098339,0.04159792,0.058488504,0.8116532,1,806,54,6,6,1,5,1.035098339,0,0,HNSC
184,GAA,0.333333333,0.276156631,1.207044468,0.017849108,0.058488504,0.9681512,1,952,39,3,4,1,3,1.207044468,0,0,HNSC
185,GLB1,0.5,0.252542626,1.97986379,0.001099945,0.01759912,0.5163831,1,677,38,4,6,2,3,1.97986379,0,0,HNSC
186,HRAS,0.833333333,0.110753899,7.524189583,0.002099895,0.02519874,0,0,189,11,4,2,2,11,7.524189583,1,1,HNSC
187,IFT140,0.4,0.222332345,1.799108447,0.003949803,0.037918104,0.9999989,1,1462,74,4,1,1,5,1.799108447,0,0,HNSC
188,KIT,0.2,0.176268064,1.134635483,0.027048648,0.058488504,0.7703729,1,976,98,5,2,1,4,1.134635483,0,0,HNSC
189,KLHL3,0.5,0.36133996,1.383738461,0.019099045,0.058488504,0.9999413,1,587,28,2,1,1,2,1.383738461,0,0,HNSC
190,KMT2D,0.017241379,0.016453685,1.047873417,0.05679716,0.066494236,NA,1,5537,447,58,3,1,54,1.047873417,0,0,HNSC
191,LRRK2,0.047619048,0.046934181,1.014592069,0.046847658,0.059175989,0.603281,1,2527,213,21,3,1,18,1.014592069,0,0,HNSC
192,MAP2K2,0.333333333,0.279853307,1.191100212,0.04159792,0.058488504,0.4212083,1,400,21,3,1,1,3,1.191100212,0,0,HNSC
193,MED12,0.0625,0.058651001,1.065625458,0.040047998,0.058488504,0.1046459,1,2177,172,16,1,1,14,1.065625458,0,0,HNSC
194,NCF2,0.25,0.223319971,1.119469966,0.041547923,0.058488504,0.3019014,1,526,54,4,2,1,4,1.119469966,0,0,HNSC
195,NOTCH3,0.071428571,0.070002203,1.020376046,0.034098295,0.058488504,0.1353264,1,2321,152,14,4,1,14,1.020376046,0,0,HNSC
196,NSD1,0.026315789,0.02608752,1.008750159,0.07759612,0.086129027,1.19E-10,1.60E-07,2696,187,38,2,1,33,1.008750159,1,0,HNSC
197,PAX6,0.5,0.356526452,1.402420485,0.025698715,0.058488504,0.6976794,1,422,38,2,1,1,2,1.402420485,0,0,HNSC
