,geneSymbol,prob,probSD,SNR,pval_prob,qval_prob,pval_MutSig,qval_MutSig,protLength,uniquePosNdMAF,uniquePosNdMAFtumor,uniquePosNExactMatch,uniquePosNExactMatchtumor,casesN,SNRcorrected,MutSigPass,probPass,tumorType
29,F8,0.041666667,0.04086174,1.019698774,0.040247988,0.058357738,0.3432916,1,2351,324,24,27,1,22,1.019698774,0,0,BRCA
30,FGFR2,0.307692308,0.133541427,2.304096307,0.004499775,0.043108956,0.06856216,1,821,137,10,5,1,12,2.304096307,0,1,BRCA
31,FLNA,0.052631579,0.052578209,1.001015057,0.03099845,0.058357738,0.6920179,1,2647,283,19,3,1,16,1.001015057,0,0,BRCA
32,HDAC8,0.333333333,0.274808757,1.212964741,0.032498375,0.058357738,0.4687808,1,377,32,3,1,1,3,1.212964741,0,0,BRCA
33,HNF1A,0.142857143,0.133068853,1.073558086,0.039648018,0.058357738,0.5976459,1,631,78,6,5,1,7,1.073558086,0,0,BRCA
34,HRAS,0.333333333,0.270748703,1.231153941,0.06219689,0.067239881,0.2580117,1,189,22,3,2,1,3,1.231153941,0,0,BRCA
35,IYD,0.333333333,0.27458627,1.213947562,0.042497875,0.058357738,0.7186751,1,289,24,3,1,1,3,1.213947562,0,0,BRCA
36,KCNA1,0.142857143,0.132230532,1.080364278,0.058247088,0.064718986,0.0590925,1,495,31,7,1,1,7,1.080364278,0,0,BRCA
37,KRAS,0.857142857,0.131051131,6.540522404,0.022298885,0.058357738,0.01189561,1,189,44,2,6,1,7,6.540522404,0,1,BRCA
38,KRT17,0.166666667,0.149933344,1.111605075,0.057047148,0.064391147,0.9735239,1,432,36,6,1,1,6,1.111605075,0,0,BRCA
39,L1CAM,0.142857143,0.095421424,1.497118124,0.001949903,0.0259987,0.6980727,1,1257,135,14,6,2,13,1.497118124,0,0,BRCA
40,LRRK2,0.052631579,0.052861413,0.995652145,0.0299985,0.058357738,0.9645292,1,2527,392,18,4,1,16,0.995652145,0,0,BRCA
41,MECP2,0.166666667,0.15269754,1.091482329,0.042297885,0.058357738,0.4721718,1,486,47,5,2,1,6,1.091482329,0,0,BRCA
42,MPI,0.5,0.354710543,1.409600051,0.019999,0.058357738,0.6738807,1,423,29,2,3,1,2,1.409600051,0,0,BRCA
43,MUSK,0.5,0.350837693,1.425160436,0.011049448,0.058357738,0.5321091,1,869,34,2,1,1,2,1.425160436,0,0,BRCA
44,MYH9,0.043478261,0.042641533,1.019622367,0.043847808,0.058357738,0.000346247,0.05991658,1960,262,21,2,1,21,1.019622367,0,0,BRCA
45,NCF4,0.333333333,0.2618679,1.272906429,0.035748213,0.058357738,0.4315142,1,339,36,3,1,1,3,1.272906429,0,0,BRCA
46,NDUFA1,0.5,0.355823848,1.405189684,0.11499425,0.116449874,0.9980998,1,70,6,2,1,1,2,1.405189684,0,0,BRCA
47,NIPBL,0.041666667,0.041160569,1.012295687,0.033548323,0.058357738,0.7882298,1,2804,342,23,2,1,21,1.012295687,0,0,BRCA
48,NPC1,0.142857143,0.139219744,1.02612703,0.023498825,0.058357738,0.5371764,1,1278,99,7,6,1,7,1.02612703,0,0,BRCA
49,PACS1,0.166666667,0.148651952,1.121187202,0.025548723,0.058357738,0.9327256,1,963,82,6,1,1,6,1.121187202,0,0,BRCA
50,PFKM,0.1,0.094687516,1.05610543,0.049097545,0.059512176,0.3623128,1,780,53,9,1,1,9,1.05610543,0,0,BRCA
51,PIK3CA,0.785388128,0.019536328,40.20142017,1.17E-05,0.000934459,0,0,1068,139,44,14,13,396,40.20142017,1,1,BRCA
52,PKHD1,0.055555556,0.05298744,1.048466499,0.019149043,0.058357738,0.9996714,1,4074,476,18,10,1,15,1.048466499,0,0,BRCA
53,PLP1,0.5,0.360379832,1.38742503,0.029498525,0.058357738,0.2283055,1,277,25,2,2,1,2,1.38742503,0,0,BRCA
54,POLE,0.058823529,0.056142025,1.047762866,0.030748463,0.058357738,0.9997044,1,2286,204,17,1,1,15,1.047762866,0,0,BRCA
55,POLR3B,0.25,0.214145501,1.167430547,0.01339933,0.058357738,0.9999926,1,1133,105,4,1,1,4,1.167430547,0,0,BRCA
56,PPOX,0.2,0.173893297,1.150130586,0.043097845,0.058357738,0.2966204,1,477,40,5,5,1,5,1.150130586,0,0,BRCA
57,PTEN,0.175438596,0.052411528,3.347328406,0.0039998,0.043108956,0,0,403,242,46,17,7,51,3.347328406,1,1,BRCA
58,RB1,0.034482759,0.03426461,1.006366595,0.121693915,0.121693915,0.300658,1,928,250,27,3,1,26,1.006366595,0,0,BRCA
59,RET,0.222222222,0.136265356,1.630804987,0.001149943,0.02299885,0.7799066,1,1114,160,9,7,2,9,1.630804987,0,0,BRCA
60,RIMS1,0.083333333,0.07935814,1.050091816,0.02859857,0.058357738,0.9875393,1,1692,101,12,1,1,12,1.050091816,0,0,BRCA
61,RNASEH2A,0.25,0.217447053,1.149705167,0.05499725,0.063764928,0.286105,1,299,26,4,1,1,3,1.149705167,0,0,BRCA
62,RPS6KA3,0.111111111,0.10433995,1.064895196,0.053847308,0.063349774,0.9898153,1,740,71,9,2,1,7,1.064895196,0,0,BRCA
63,RUNX2,0.166666667,0.149036781,1.118292183,0.048247588,0.059512176,0.2192758,1,521,89,6,4,1,6,1.118292183,0,0,BRCA
64,SCN4A,0.142857143,0.131928308,1.082839192,0.01459927,0.058357738,1,1,1836,154,7,4,1,6,1.082839192,0,0,BRCA
65,SCN5A,0.052631579,0.050396018,1.04435988,0.038448078,0.058357738,0.9945355,1,2016,229,18,18,1,17,1.04435988,0,0,BRCA
66,SLCO2A1,0.090909091,0.091674997,0.991645417,0.069546523,0.071329767,0.168445,1,643,81,11,1,1,10,0.991645417,0,0,BRCA
67,SMAD4,0.1,0.092364719,1.08266448,0.067496625,0.070126364,0.05716955,1,552,135,9,2,1,10,1.08266448,0,0,BRCA
68,SMARCAL1,0.166666667,0.149050213,1.118191403,0.025948703,0.058357738,0.5617349,1,954,88,6,2,1,5,1.118191403,0,0,BRCA
69,STAT3,0.285714286,0.165873827,1.722479619,0.001449928,0.02319884,0.7117275,1,770,100,7,3,2,7,1.722479619,0,0,BRCA
70,SUMF1,0.25,0.22007583,1.135972088,0.044497775,0.058357738,0.9534783,1,374,31,4,1,1,4,1.135972088,0,0,BRCA
71,TBX22,0.142857143,0.129603718,1.102261149,0.059097045,0.064763885,0.3562348,1,520,12,7,1,1,7,1.102261149,0,0,BRCA
72,TGM1,0.111111111,0.107347618,1.035058931,0.04259787,0.058357738,0.335511,1,817,72,9,3,1,8,1.035058931,0,0,BRCA
73,TNFRSF1A,0.166666667,0.15153682,1.099842708,0.043697815,0.058357738,0.537678,1,455,38,5,2,1,5,1.099842708,0,0,BRCA
74,TP53,0.456470588,0.023405197,19.50295845,2.69E-05,0.001074258,0,0,393,287,132,44,35,417,19.50295845,1,1,BRCA
75,UROS,0.333333333,0.272059051,1.225224201,0.046697665,0.059298622,0.5480033,1,265,20,3,2,1,3,1.225224201,0,0,BRCA
76,ANXA13,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,BRCA
77,AXIN1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,BRCA
78,BAX,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,BRCA
79,CALN1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,BRCA
80,CASP8,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,BRCA
81,CCDC85A,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,BRCA
82,CDH1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,BRCA
83,CDKN1B,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,BRCA
84,CTCF,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,BRCA
85,DDAH1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,BRCA
86,DEAF1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,BRCA
87,EMD,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,BRCA
88,ERLIN2,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,BRCA
89,FAM169A,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,BRCA
90,FZD2,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,BRCA
91,GATA3,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,BRCA
92,HS6ST1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,BRCA
93,HYAL2,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,BRCA
94,IL27RA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,BRCA
95,KRT8,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,BRCA
96,MAP2K4,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,BRCA
97,MAP3K1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,BRCA
98,MORN4,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,BRCA
99,PRAM1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,BRCA
100,PTHLH,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,BRCA
101,RAD54L,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,BRCA
102,ROM1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,BRCA
103,RPL5,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,BRCA
104,RUNX1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,BRCA
105,TCF4,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,BRCA
106,TCTN1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,BRCA
107,THEM5,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,BRCA
108,TPST1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,BRCA
109,ARID1A,NA,NA,NA,NA,NA,1.08E-10,2.21E-08,NA,NA,NA,NA,NA,NA,NA,1,0,BRCA
110,TBX3,NA,NA,NA,NA,NA,3.33E-10,6.76E-08,NA,NA,NA,NA,NA,NA,NA,1,0,BRCA
111,NCOR1,NA,NA,NA,NA,NA,1.15E-07,2.30E-05,NA,NA,NA,NA,NA,NA,NA,1,0,BRCA
112,TBL1XR1,NA,NA,NA,NA,NA,1.38E-05,0.002745893,NA,NA,NA,NA,NA,NA,NA,1,0,BRCA
113,RPGR,NA,NA,NA,NA,NA,1.55E-05,0.003050252,NA,NA,NA,NA,NA,NA,NA,1,0,BRCA
114,ACTG1,NA,NA,NA,NA,NA,5.83E-05,0.01121141,NA,NA,NA,NA,NA,NA,NA,1,0,BRCA
115,HLA-C,NA,NA,NA,NA,NA,7.77E-05,0.01478995,NA,NA,NA,NA,NA,NA,NA,1,0,BRCA
116,POM121,NA,NA,NA,NA,NA,7.84E-05,0.01478995,NA,NA,NA,NA,NA,NA,NA,1,0,BRCA
117,FRG1,NA,NA,NA,NA,NA,0.000133375,0.02461214,NA,NA,NA,NA,NA,NA,NA,1,0,BRCA
118,FAM86B1,NA,NA,NA,NA,NA,0.0001344,0.02461214,NA,NA,NA,NA,NA,NA,NA,1,0,BRCA
119,DMD,NA,NA,NA,NA,NA,0.000159343,0.02889925,NA,NA,NA,NA,NA,NA,NA,1,0,BRCA
120,HLA-B,NA,NA,NA,NA,NA,0.000226148,0.04062471,NA,NA,NA,NA,NA,NA,NA,1,0,BRCA
121,HRNR,NA,NA,NA,NA,NA,0.000238663,0.04243602,NA,NA,NA,NA,NA,NA,NA,1,0,BRCA
122,WSCD2,NA,NA,NA,NA,NA,0.00024073,0.04243602,NA,NA,NA,NA,NA,NA,NA,1,0,BRCA
123,ABCA12,0.022222222,0.02238097,0.992907017,0.093545323,0.110425682,NA,1,2595,264,44,3,1,33,0.992907017,0,0,COAD/READ
124,ABCA1,0.033333333,0.030799942,1.082253128,0.067246638,0.093431169,NA,1,2261,190,29,5,1,25,1.082253128,0,0,COAD/READ
125,ABCA4,0.142857143,0.078990666,1.808531956,0.000249988,0.007849608,NA,1,2273,238,21,13,3,15,1.808531956,0,0,COAD/READ
126,ABCC9,0.133333333,0.08916072,1.495426827,0.003049848,0.026601448,NA,1,1549,237,14,2,1,9,1.495426827,0,0,COAD/READ
127,ABCD1,0.6,0.213798292,2.806383503,1.00E-04,0.003924804,NA,1,745,49,5,11,3,4,2.806383503,0,1,COAD/READ
128,ADSL,0.111111111,0.099109594,1.121093395,0.088945553,0.106598869,NA,1,484,49,8,4,1,9,1.121093395,0,0,COAD/READ
129,ALDH3A2,0.142857143,0.131220544,1.088679706,0.078146093,0.098057796,NA,1,485,38,7,2,1,7,1.088679706,0,0,COAD/READ
130,ATP2A1,0.142857143,0.129488523,1.103241739,0.035948203,0.08964692,NA,1,1001,79,7,1,1,5,1.103241739,0,0,COAD/READ
131,ATP7B,0.111111111,0.102392625,1.085147597,0.034548273,0.08964692,NA,1,1465,115,9,8,1,8,1.085147597,0,0,COAD/READ
132,ATP8B1,0.0625,0.064326903,0.971599705,0.069046548,0.094398297,NA,1,1251,135,16,5,1,14,0.971599705,0,0,COAD/READ
133,AVPR2,0.142857143,0.135961038,1.050721187,0.103894805,0.114066325,NA,1,371,30,7,3,1,6,1.050721187,0,0,COAD/READ
134,BBS12,0.142857143,0.134588685,1.061435015,0.055747213,0.08964692,NA,1,710,53,7,3,1,6,1.061435015,0,0,COAD/READ
135,BBS2,0.125,0.119643489,1.044770598,0.06259687,0.090162464,NA,1,721,51,8,1,1,7,1.044770598,0,0,COAD/READ
136,BCHE,0.083333333,0.077674749,1.072849722,0.110644468,0.118171302,NA,1,602,112,12,2,1,10,1.072849722,0,0,COAD/READ
137,BICD2,0.111111111,0.101749486,1.092006609,0.053447328,0.08964692,NA,1,824,72,8,1,1,8,1.092006609,0,0,COAD/READ
138,BRAF,0.8,0.072053781,11.10281783,0.007099645,0.041283121,NA,0.6778567,766,109,7,10,1,28,11.10281783,0,1,COAD/READ
139,BRCA2,0.033333333,0.033713811,0.988714481,0.048897555,0.08964692,NA,1,3418,391,30,2,1,15,0.988714481,0,0,COAD/READ
140,BTK,0.25,0.154386966,1.61930768,0.00779961,0.042225475,NA,1,659,102,7,3,1,6,1.61930768,0,0,COAD/READ
141,CACNA1A,0.115384615,0.061771475,1.867927152,0.00119994,0.017126416,NA,1,2505,204,23,5,2,17,1.867927152,0,0,COAD/READ
142,CAPN3,0.333333333,0.189362299,1.760294076,0.001849908,0.02040898,NA,1,821,71,6,6,2,6,1.760294076,0,0,COAD/READ
143,CBS,0.25,0.215398227,1.160640934,0.039298035,0.08964692,NA,1,551,43,4,3,1,4,1.160640934,0,0,COAD/READ
144,CD40LG,0.142857143,0.129900026,1.099746834,0.148142593,0.15005411,NA,1,261,45,7,1,1,5,1.099746834,0,0,COAD/READ
145,CFP,0.2,0.181162523,1.10398109,0.044447778,0.08964692,NA,1,469,34,4,1,1,5,1.10398109,0,0,COAD/READ
146,CHRNA1,0.111111111,0.10385083,1.069910671,0.10159492,0.113123422,NA,1,482,62,9,1,1,9,1.069910671,0,0,COAD/READ
147,CHRNE,0.2,0.180364551,1.108865343,0.0519974,0.08964692,NA,1,493,32,5,3,1,5,1.108865343,0,0,COAD/READ
148,COL1A1,0.0625,0.061770138,1.011815777,0.060696965,0.08964692,NA,1,1464,204,16,4,1,13,1.011815777,0,0,COAD/READ
149,COL2A1,0.066666667,0.061502921,1.083959359,0.053697315,0.08964692,NA,1,1487,134,14,3,1,15,1.083959359,0,0,COAD/READ
150,CPS1,0.105263158,0.070337729,1.496539042,0.004699765,0.033896032,NA,1,1500,246,19,10,2,14,1.496539042,0,0,COAD/READ
151,CRB1,0.166666667,0.08781213,1.897991383,0.000449978,0.011774411,NA,1,1406,226,18,7,3,16,1.897991383,0,0,COAD/READ
152,CREBBP,0.027027027,0.026232832,1.03027483,0.076346183,0.097740274,NA,1,2442,350,37,1,1,28,1.03027483,0,0,COAD/READ
153,CTNNB1,0.111111111,0.075601535,1.469693846,0.01539923,0.065979133,NA,0.05426173,781,112,18,5,2,16,1.469693846,0,0,COAD/READ
154,CTSC,0.1,0.094174672,1.06185663,0.109844508,0.118120464,NA,1,463,45,9,1,1,10,1.06185663,0,0,COAD/READ
155,DHODH,0.142857143,0.132592706,1.077413283,0.09759512,0.112664955,NA,1,395,26,7,1,1,7,1.077413283,0,0,COAD/READ
156,DYSF,0.027027027,0.026768288,1.009665887,0.097345133,0.112664955,NA,1,2080,287,37,3,1,28,1.009665887,0,0,COAD/READ
157,EDA,0.333333333,0.264938511,1.258153569,0.043647818,0.08964692,NA,1,391,31,3,2,1,3,1.258153569,0,0,COAD/READ
158,EDNRB,0.0625,0.058353573,1.071056946,0.18639068,0.18639068,NA,1,442,83,15,2,1,13,1.071056946,0,0,COAD/READ
159,EIF2B5,0.2,0.185137343,1.080279087,0.038448078,0.08964692,NA,1,721,53,5,1,1,5,1.080279087,0,0,COAD/READ
160,ERCC2,0.125,0.113251646,1.103736718,0.061096945,0.08964692,NA,1,760,73,8,3,1,7,1.103736718,0,0,COAD/READ
161,ERCC6,0.058823529,0.0581366,1.011815777,0.052897355,0.08964692,NA,1,1493,181,15,2,1,14,1.011815777,0,0,COAD/READ
162,F10,0.2,0.172230727,1.161232976,0.053697315,0.08964692,NA,1,488,56,5,2,1,4,1.161232976,0,0,COAD/READ
163,F5,0.033333333,0.034224832,0.973951704,0.07539623,0.097740274,NA,1,2224,288,30,1,1,19,0.973951704,0,0,COAD/READ
164,F7,0.2,0.178309715,1.121643879,0.058247088,0.08964692,NA,1,466,35,5,3,1,5,1.121643879,0,0,COAD/READ
165,F8,0.034482759,0.035570015,0.969433337,0.058097095,0.08964692,NA,1,2351,324,25,27,1,18,0.969433337,0,0,COAD/READ
166,FBN1,0.063829787,0.036289947,1.758883462,0.00059997,0.01345647,NA,1,2871,411,47,17,3,26,1.758883462,0,0,COAD/READ
167,FGB,0.2,0.174998241,1.14286863,0.054097295,0.08964692,NA,1,491,46,5,1,1,4,1.14286863,0,0,COAD/READ
168,GATA6,0.25,0.21261501,1.175834197,0.037648118,0.08964692,NA,1,595,32,4,1,1,4,1.175834197,0,0,COAD/READ
169,GCDH,0.125,0.112171484,1.114365216,0.100944953,0.113123422,NA,1,438,46,8,3,1,7,1.114365216,0,0,COAD/READ
170,GJA1,0.333333333,0.157285729,2.119285301,0.00279986,0.026601448,NA,1,382,52,8,4,2,7,2.119285301,0,1,COAD/READ
171,GJB1,0.25,0.208969898,1.196344555,0.07719614,0.097740274,NA,1,283,19,4,5,1,4,1.196344555,0,0,COAD/READ
172,GLA,0.4,0.221817409,1.803284971,0.003049848,0.026601448,NA,1,429,43,5,2,2,4,1.803284971,0,0,COAD/READ
173,GLB1,0.666666667,0.18961,3.515988967,5.40E-05,0.002825621,NA,1,677,47,5,6,3,5,3.515988967,0,1,COAD/READ
174,GNAO1,0.166666667,0.147160497,1.132550314,0.092895355,0.110425682,NA,1,354,43,6,1,1,6,1.132550314,0,0,COAD/READ
175,GRIN2A,0.076923077,0.0503611,1.527430439,0.009549523,0.047097645,NA,1,1464,367,26,7,2,23,1.527430439,0,0,COAD/READ
176,HLCS,0.125,0.122956202,1.016622163,0.044747763,0.08964692,NA,1,726,56,6,2,1,8,1.016622163,0,0,COAD/READ
177,HMBS,0.5,0.354396101,1.410850735,0.03019849,0.08964692,NA,1,361,27,2,4,1,2,1.410850735,0,0,COAD/READ
178,HMGCL,0.5,0.354066538,1.412163949,0.035298235,0.08964692,NA,1,325,18,2,1,1,2,1.412163949,0,0,COAD/READ
179,HNF1A,0.333333333,0.272573061,1.222913708,0.027498625,0.08964692,NA,1,631,78,3,5,1,3,1.222913708,0,0,COAD/READ
180,HPRT1,0.666666667,0.271280572,2.45748032,0.006499675,0.041283121,NA,1,218,14,3,4,2,3,2.45748032,0,1,COAD/READ
181,HSD3B7,0.25,0.213788343,1.169380879,0.059347033,0.08964692,NA,1,369,29,4,1,1,4,1.169380879,0,0,COAD/READ
182,IDH2,0.125,0.118335805,1.056315965,0.100344983,0.113123422,NA,1,452,44,8,1,1,8,1.056315965,0,0,COAD/READ
183,KCNC3,0.166666667,0.153198211,1.087915227,0.03819809,0.08964692,NA,1,757,38,5,1,1,6,1.087915227,0,0,COAD/READ
184,KCNE1,0.333333333,0.272570613,1.222924692,0.128243588,0.131596361,NA,1,129,18,3,1,1,3,1.222924692,0,0,COAD/READ
185,KCNH2,0.125,0.114689856,1.089895864,0.037448128,0.08964692,NA,1,1159,122,8,8,1,8,1.089895864,0,0,COAD/READ
186,KCNJ2,0.5,0.356070971,1.404214442,0.025548723,0.08964692,NA,1,427,64,2,3,1,2,1.404214442,0,0,COAD/READ
187,KCNQ1,0.166666667,0.150408187,1.108095712,0.05039748,0.08964692,NA,1,676,54,6,6,1,5,1.108095712,0,0,COAD/READ
188,KIF5A,0.066666667,0.065069148,1.024551096,0.078696065,0.098057796,NA,1,1032,87,15,3,1,10,1.024551096,0,0,COAD/READ
189,KLKB1,0.142857143,0.129628935,1.102046721,0.060096995,0.08964692,NA,1,638,78,7,1,1,5,1.102046721,0,0,COAD/READ
190,KRAS,0.835820896,0.032366134,25.82393382,0.001749913,0.02040898,NA,4.19E-12,189,44,11,6,2,133,25.82393382,1,1,COAD/READ
191,L1CAM,0.083333333,0.078046823,1.067735112,0.044097795,0.08964692,NA,1,1257,135,11,6,1,10,1.067735112,0,0,COAD/READ
192,LAMB2,0.090909091,0.086157371,1.05515164,0.03419829,0.08964692,NA,1,1798,141,11,1,1,9,1.05515164,0,0,COAD/READ
193,LCAT,0.5,0.356745031,1.401561218,0.024848758,0.08964692,NA,1,440,31,2,4,1,2,1.401561218,0,0,COAD/READ
194,LRP5,0.2,0.127565799,1.567818348,0.00119994,0.017126416,NA,1,1615,120,10,3,2,9,1.567818348,0,0,COAD/READ
195,MEFV,0.4,0.216522613,1.8473821,0.000949953,0.016571394,NA,1,781,112,5,6,2,5,1.8473821,0,0,COAD/READ
196,MPC1,0.5,0.361073918,1.384758009,0.10119494,0.113123422,NA,1,109,5,2,1,1,2,1.384758009,0,0,COAD/READ
197,MUTYH,0.166666667,0.152997703,1.089340972,0.05899705,0.08964692,NA,1,546,62,6,1,1,5,1.089340972,0,0,COAD/READ
198,MVK,0.5,0.354904152,1.408831082,0.028348583,0.08964692,NA,1,396,28,2,3,1,2,1.408831082,0,0,COAD/READ
199,MYO5B,0.111111111,0.103748918,1.070961641,0.025748713,0.08964692,NA,1,1848,172,9,1,1,7,1.070961641,0,0,COAD/READ
200,MYOT,0.090909091,0.084389186,1.077259954,0.123893805,0.128816738,NA,1,498,40,11,2,1,9,1.077259954,0,0,COAD/READ
