"","prob","probSD","SNR","pval_prob","qval_prob","pval_MutSig","qval_MutSig","protLength","uniquePosNdMAF","uniquePosNdMAFtumor","uniquePosNExactMatch","uniquePosNExactMatchtumor","pval_FET","qval_FET","casesN"
"COL2A1",0.00234741784037559,0.00236707825650984,0.991694226382173,0.0497975101244938,0.089554613178432,0.8473168,1,1487,41,13,3,1,1.64584984806502e-09,7.63075838648327e-09,13
"CRX",0.00239234449760766,0.00236993856506965,1.00945422504543,0.110994450277486,0.117931603419829,0.02918752,1,299,53,6,2,1,2.09082181493788e-06,6.66449453511448e-06,6
"CYP19A1",0.0023696682464455,0.00235396549702604,1.00667076447777,0.0982450877456127,0.113440994616936,0.02024687,1,503,16,9,1,1,0.0013986013986014,0.00310124657950745,10
"EPB42",0.00475059382422803,0.00332026146960510,1.43078907119717,0.0151992400379981,0.0704692038125367,0.2798349,1,691,61,8,1,1,1.83372354206258e-08,7.19383851116857e-08,9
"ERBB4",0.00224215246636771,0.00226523621349771,0.98980956290896,0.137393130343483,0.143001013214645,0.00654136,0.875639,1308,66,32,1,1,4.99493919639076e-18,1.27370949507964e-16,30
"F7",0.00710900473933649,0.00395435415235262,1.79776632679878,0.0353482325883706,0.089554613178432,0.3493185,1,466,13,10,3,3,0.06993006993007,0.099067599067599,9
"F8",0.00470588235294118,0.00320298481214984,1.46921781679714,0.00529973501324934,0.0586470676466177,0.35074,1,2351,13,13,27,2,1,1,11
"GCK",0.00479616306954436,0.0033751026047218,1.42104215226953,0.0266986650667467,0.0823458827058647,0.9434635,1,465,12,5,4,2,0.0454545454545455,0.0702479338842976,5
"KCNK3",0.00239808153477218,0.00238551328282095,1.00526857345199,0.0701964901754912,0.0993108239324876,1,1,394,6,5,2,1,0.333333333333333,0.404761904761905,5
"KIF5A",0.00479616306954436,0.00333005661912094,1.44026472162820,0.0115494225288736,0.0677132810026165,0.9791764,1,1032,43,5,3,2,0.000810307106393323,0.00196788868695521,5
"KRT2",0.00237529691211401,0.00233319560769236,1.01804448126117,0.0739963001849907,0.0993108239324876,0.921529,1,639,76,9,1,1,4.77304601728268e-10,2.43425346881417e-09,9
"KRT5",0.00240963855421687,0.00248104340796075,0.971219828917637,0.0274486275686216,0.0823458827058647,0.9982035,1,590,6,3,3,1,0.4,0.453333333333333,3
"LRRK2",0.00231481481481481,0.00226965362918176,1.01989783156884,0.0454477276136193,0.089554613178432,0.2318465,1,2527,20,20,4,1,1,1,20
"MEFV",0.00239234449760766,0.00241460302521262,0.99078170309051,0.0432978351082446,0.089554613178432,0.6450015,1,781,8,6,6,1,0.107142857142857,0.147683397683398,6
"MTTP",0.00237529691211401,0.00235452027697623,1.00882414789159,0.0553972301384931,0.089554613178432,0.4416546,1,894,13,9,1,1,0.006993006993007,0.0127372627372628,9
"MYBPC3",0.00239808153477218,0.00235432849175881,1.01858408593641,0.0210489475526224,0.0823458827058647,0.9998909,1,1274,34,5,3,1,0.000107814386751768,0.000305474095796677,4
"MYH7",0.0116822429906542,0.00520818705324287,2.24305365211111,0.0119494025298735,0.0677132810026165,0.996772,1,1935,198,15,22,4,3.94275127626288e-15,5.02700787723518e-14,15
"MYL2",0.00238663484486874,0.00239545673418048,0.99631724122341,0.229388530573471,0.229388530573471,0.01485443,1,166,30,7,2,1,1.17889773062187e-05,3.53669319186562e-05,6
"NGF",0.00239808153477218,0.00243961035786883,0.982977272185001,0.110994450277486,0.117931603419829,0.1650288,1,241,5,5,1,1,1,1,5
"NLRP7",0.00236406619385343,0.00222835590865412,1.06090153043877,0.064046797660117,0.0960701964901755,0.9994121,1,980,61,11,2,1,1.21982093388294e-10,7.77635845350372e-10,11
"PAH",0.00479616306954436,0.00339731479241847,1.41175115130561,0.0251487425628719,0.0823458827058647,0.877583,1,452,32,5,9,2,0.00201612903225807,0.00428427419354839,5
"PARK2",0.00235849056603774,0.00229360841373149,1.02828824306617,0.140542972851357,0.143353832308385,0.6663042,1,465,13,12,4,1,0.153846153846154,0.191369606003752,12
"PITX2",0.00240384615384615,0.00254951527444797,0.942863993770989,0.0699465026748663,0.0993108239324876,0.9640257,1,317,8,4,2,1,0.142857142857143,0.182142857142857,4
"PKLR",0.00478468899521531,0.00347269723323648,1.37780194294568,0.0180990950452477,0.0769211539423029,0.9999993,1,574,32,5,5,1,0.000139043381535039,0.000354560622914350,6
"PLP1",0.00240963855421687,0.00240519507809909,1.00184744936419,0.0578471076446178,0.089554613178432,0.2372705,1,277,7,3,2,1,0.142857142857143,0.182142857142857,3
"PROC",0.00240963855421687,0.00242157157183278,0.995072201146268,0.0374981250937453,0.089554613178432,0.9676186,1,461,6,3,2,1,0.4,0.453333333333333,3
"RYR1",0.00439560439560440,0.00305847892102222,1.43718642799581,0.00419979001049947,0.0586470676466177,0.9967531,1,5038,44,43,7,2,0.0681818181818182,0.099067599067599,34
"RYR2",0.00427350427350427,0.00309747808193451,1.37967215924101,0.00184990750462477,0.0586470676466177,0.9920643,1,4967,60,55,5,1,1.09859687207498e-06,3.73522936505494e-06,40
"SCN2A",0.0023094688221709,0.00222948198159112,1.03587687240365,0.0579471026448678,0.089554613178432,0.8733714,1,2005,67,21,5,1,3.62295108200758e-16,6.15901683941289e-15,14
"SCN5A",0.0046189376443418,0.00333801268595925,1.38373879277647,0.008049597520124,0.0586470676466177,1,1,2016,62,21,18,2,4.90415528148019e-14,5.0022383871098e-13,16
"SLC19A3",0.00238095238095238,0.00232583005595164,1.02370006564310,0.0857457127143643,0.106659301181282,0.5120982,1,496,10,8,1,1,0.0666666666666667,0.099067599067599,7
"SLC2A9",0.00239808153477218,0.00238484233856793,1.00555139263932,0.0496975151242438,0.089554613178432,0.558041,1,540,5,5,1,1,1,1,5
"SLC34A3",0.00239234449760766,0.00241128257179194,0.99214605770148,0.0522973851307435,0.089554613178432,0.7978728,1,599,14,6,1,1,0.002997002997003,0.00611388611388611,5
"SLC4A1",0.00471698113207547,0.00327048656025304,1.44228726985214,0.0145992700364982,0.0704692038125367,0.2088291,1,911,74,12,4,2,9.18699341477388e-11,6.69338091647811e-10,12
"TECTA",0.00227272727272727,0.00233093958603261,0.97502624535867,0.0731963401829909,0.0993108239324876,0.7858672,1,2155,31,28,3,1,0.00088987764182425,0.00206289816968349,26
"TPO",0.00233644859813084,0.00228740401036123,1.02144115667694,0.0952452377381131,0.113143180050300,0.9860838,1,933,171,16,4,1,1.25957456702645e-20,6.42383029183492e-19,15
"TTR",0.00480769230769231,0.00345132824565598,1.39299769986918,0.0817959102044898,0.104289785510724,0.3814102,1,147,18,4,3,2,0.0392156862745098,0.0625,4
