"","prob","probSD","SNR","pval_prob","qval_prob","pval_MutSig","qval_MutSig","protLength","uniquePosNdMAF","uniquePosNdMAFtumor","uniquePosNExactMatch","uniquePosNExactMatchtumor","pval_FET","qval_FET","casesN"
"RB1",0.0212765957446809,0.0215130093853487,0.989010666223721,0.27763611819409,0.284246501960616,3.903655e-12,1.472615e-08,928,250,41,3,1,1.09502779846198e-45,4.70861953338651e-44,40
"RIT1",0.333333333333333,0.274593561188292,1.21391532959057,0.0856957152142393,0.0898759940051778,0.1631644,1,219,32,3,3,1,0.00604838709677419,0.00812752016129031,3
"SEMA3A",0.142857142857143,0.125412110999458,1.13910165229385,0.0588970551472426,0.0723592391808981,0.2232416,1,771,109,7,2,1,3.45675024024069e-09,1.06171614521678e-08,7
"SERPING1",1,0,Inf,0.0131993400329983,0.0372270860141203,0.7777747,1,500,56,1,2,1,1,1,1
"SIX1",1,0,Inf,0.0225488725563722,0.044072796360182,0.7257495,1,284,34,1,1,1,1,1,1
"SOS1",0.285714285714286,0.165643115532629,1.72487872372821,0.00124993750312484,0.00895788543906138,0.7337451,1,1333,149,7,8,2,3.67209885554510e-08,9.28825004637879e-08,6
"TECTA",0.1,0.097592593542309,1.02466792171731,0.0293485325733713,0.0528515240904621,0.9479603,1,2155,263,10,3,1,6.9224431629489e-16,4.96108426678004e-15,10
"TGFBR1",0.333333333333333,0.270714810697444,1.23130807832259,0.0413979301034948,0.0606269686515674,1,1,503,71,3,3,1,0.00120724346076459,0.00199659495434143,3
"TGM1",0.2,0.173587132277979,1.15215913400611,0.0422978851057447,0.0606269686515674,0.6946343,1,817,72,5,3,1,4.86007834446291e-06,1.04491684405953e-05,5
"TP53",0.3984375,0.0442949777386259,8.99509425992004,0.0457477126143693,0.0630424361134884,4.440892e-16,7.329359e-12,393,287,71,44,21,1.98498412596921e-39,2.84514391388920e-38,114
"TP63",0.125,0.117622572002335,1.06272119264250,0.0754462276886156,0.0831843023233454,0.01519109,1,680,162,8,3,1,1.57029478421837e-11,6.13842506558092e-11,8
"TULP1",0.25,0.213846130822299,1.16906487406940,0.048397580120994,0.0630424361134884,0.5225678,1,542,19,4,2,1,0.00412796697626419,0.00572588967675355,4
"WNT7A",0.5,0.351600089053775,1.42207017451446,0.0347982600869957,0.0534401851336005,0.131717,1,349,27,2,1,1,0.0740740740740741,0.086086086086086,2
