"","prob","probSD","SNR","pval_prob","qval_prob","pval_MutSig","qval_MutSig","protLength","uniquePosNdMAF","uniquePosNdMAFtumor","uniquePosNExactMatch","uniquePosNExactMatchtumor","pval_FET","qval_FET","casesN"
"BRCA2","0.0333333333333333","0.0337138111982308","0.988714480761004","0.0488975551222439","0.0896469195231827","-","1","3418","391","30","2","1","5.16254396246109e-43","9.00577113451547e-42","15"
"BTK","0.25","0.154386966209377","1.61930767951586","0.00779961001949903","0.0422254749331499","-","1","659","102","7","3","1","5.19847531837998e-09","1.18284148548646e-08","6"
"CACNA1A","0.115384615384615","0.0617714749978291","1.86792715227652","0.00119994000299985","0.0171264164064524","-","1","2505","204","23","5","2","1.1805235031777e-26","9.75485210520519e-26","17"
"CAPN3","0.333333333333333","0.189362299052701","1.76029407649177","0.00184990750462477","0.0204089795510225","-","1","821","71","6","6","2","1.54378959177057e-05","2.26518659727084e-05","6"
"CBS","0.25","0.215398227468093","1.16064093441545","0.0392980350982451","0.0896469195231827","-","1","551","43","4","3","1","0.000324122842557329","0.000410381340979844","4"
"CD40LG","0.142857142857143","0.129900026458877","1.09974683417303","0.148142592870356","0.150054110197716","-","1","261","45","7","1","1","8.59416627992918e-07","1.46661315864009e-06","5"
"CFP","0.2","0.181162523331565","1.10398109013948","0.0444477776111194","0.0896469195231827","-","1","469","34","4","1","1","0.000668449197860963","0.00082635058318245","5"
"CHRNA1","0.111111111111111","0.103850829902388","1.06991067106106","0.101594920253987","0.113123421843092","-","1","482","62","9","1","1","2.66185675460696e-09","6.42940785343528e-09","9"
"CHRNE","0.2","0.18036455131586","1.10886534266788","0.0519974001299935","0.0896469195231827","-","1","493","32","5","3","1","0.000139043381535039","0.000180411660338852","5"
"COL1A1","0.0625","0.0617701378088549","1.0118157772839","0.0606969651517424","0.0896469195231827","-","1","1464","204","16","4","1","8.03884314098605e-22","5.04839349253924e-21","13"
"COL2A1","0.0666666666666667","0.061502920873261","1.08395935867902","0.0536973151342433","0.0896469195231827","-","1","1487","134","14","3","1","3.54072948284703e-17","1.63498390825583e-16","15"
"CPS1","0.105263157894737","0.0703377292042629","1.49653904221232","0.00469976501174941","0.0338960324711037","-","1","1500","246","19","10","2","2.4200315915766e-24","1.80926171370251e-23","14"
"CRB1","0.166666666666667","0.087812130309478","1.89799138318681","0.000449977501124944","0.011774411279436","-","1","1406","226","18","7","3","8.3713637120017e-21","4.86779297327506e-20","16"
"CREBBP","0.027027027027027","0.0262328324757883","1.03027483029032","0.0763461826908655","0.0977402742766088","-","1","2442","350","37","1","1","2.30077871578525e-48","6.02037097297141e-47","28"
"CTNNB1","0.111111111111111","0.0756015352710857","1.46969384566991","0.0153992300384981","0.0659791334757586","-","0.05426173","781","112","18","5","2","1.60776669666878e-17","7.64907185990904e-17","16"
"CTSC","0.1","0.0941746721197843","1.06185663033481","0.109844507774611","0.118120463839822","-","1","463","45","9","1","1","4.17530345583604e-08","8.6252979285034e-08","10"
"DHODH","0.142857142857143","0.132592706148124","1.0774132831828","0.0975951202439878","0.112664954987545","-","1","395","26","7","1","1","3.04043782304652e-05","4.33377582012567e-05","7"
"DYSF","0.027027027027027","0.0267682877820978","1.00966588700164","0.0973451327433628","0.112664954987545","-","1","2080","287","37","3","1","4.46942804133323e-45","8.77125253111647e-44","28"
"EDA","0.333333333333333","0.264938511048996","1.25815356934534","0.0436478176091195","0.0896469195231827","-","1","391","31","3","2","1","0.0064516129032258","0.0073934542029668","3"
"EDNRB","0.0625","0.0583535732797445","1.07105694625379","0.186390680465977","0.186390680465977","-","1","442","83","15","2","1","5.67155203077943e-15","2.22608417208092e-14","13"
"EIF2B5","0.2","0.185137343169431","1.08027908673706","0.0384480775961202","0.0896469195231827","-","1","721","53","5","1","1","1.70750448219927e-05","2.48220558986375e-05","5"
"ERCC2","0.125","0.113251645949674","1.10373671792414","0.0610969451527424","0.0896469195231827","-","1","760","73","8","3","1","4.90993759167361e-09","1.13361794395994e-08","7"
"ERCC6","0.0588235294117647","0.058136600290687","1.0118157772839","0.0528973551322434","0.0896469195231827","-","1","1493","181","15","2","1","5.40737761153056e-20","2.82986095003433e-19","14"
"F10","0.2","0.172230727291687","1.16123297593282","0.0536973151342433","0.0896469195231827","-","1","488","56","5","2","1","1.3613221160391e-05","2.01629785111451e-05","4"
"F5","0.0333333333333333","0.034224831875331","0.973951704270014","0.0753962301884906","0.0977402742766088","-","1","2224","288","30","1","1","5.4296293168052e-39","8.52451802738416e-38","19"
"F7","0.2","0.178309714694277","1.12164387870236","0.0582470876456177","0.0896469195231827","-","1","466","35","5","3","1","9.5492742551566e-05","0.000125986223366352","5"
"F8","0.0344827586206897","0.0355700152795272","0.969433337312528","0.0580970951452427","0.0896469195231827","-","1","2351","324","25","27","1","2.07397449753269e-35","2.71344996760527e-34","18"
"FBN1","0.0638297872340425","0.0362899467861124","1.75888346186468","0.000599970001499925","0.0134564700336412","-","1","2871","411","47","17","3","4.59571376735651e-56","1.80381765368743e-54","26"
"FGB","0.2","0.174998241089402","1.14286862973569","0.0540972951352432","0.0896469195231827","-","1","491","46","5","1","1","3.06400710849649e-05","4.33377582012567e-05","4"
"FUS","1","0","Inf","0.0095995200239988","0.0470976451177441","-","1","526","51","1","2","1","1","1","1"
"GATA6","0.25","0.212615010388831","1.17583419694969","0.0376481175941203","0.0896469195231827","-","1","595","32","4","1","1","0.000806451612903227","0.000986187718633734","4"
"GCDH","0.125","0.112171483973498","1.11436521629269","0.100944952752362","0.113123421843092","-","1","438","46","8","3","1","1.49463761390073e-07","2.79354887360018e-07","7"
"GJA1","0.333333333333333","0.157285728942342","2.11928530054705","0.00279986000699965","0.0266014477053925","-","1","382","52","8","4","2","1.37534555557084e-06","2.27293949710128e-06","7"
"GJB1","0.25","0.208969898354807","1.19634455473356","0.0771961401929904","0.0977402742766088","-","1","283","19","4","5","1","0.00412796697626419","0.00480067270572946","4"
"GLA","0.4","0.221817409061965","1.80328497069524","0.00304984750762462","0.0266014477053925","-","1","429","43","5","2","2","0.000810307106393323","0.000986187718633734","4"
"GLB1","0.666666666666667","0.189609999609599","3.51598896703399","5.39927649694941e-05","0.00282562136673686","-","1","677","47","5","6","3","0.00925069380203514","0.0103739923351394","5"
"GNAO1","0.166666666666667","0.14716049662638","1.13255031402761","0.0928953552322384","0.110425681723433","-","1","354","43","6","1","1","6.23313158764095e-06","9.50098698310319e-06","6"
"GRIN2A","0.0769230769230769","0.0503610998926178","1.52743043911066","0.0095495225238738","0.0470976451177441","-","1","1464","367","26","7","2","1.22015532313687e-35","1.74149441574989e-34","23"
"HLCS","0.125","0.122956201968842","1.01662216300139","0.0447477626118694","0.0896469195231827","-","1","726","56","6","2","1","1.57075628773742e-06","2.56884101223723e-06","8"
"HMBS","0.5","0.354396101271722","1.4108507351119","0.0301984900754962","0.0896469195231827","-","1","361","27","2","4","1","0.0740740740740741","0.078051205567984","2"
"HMGCL","0.5","0.354066537691877","1.41216394878615","0.0352982350882456","0.0896469195231827","-","1","325","18","2","1","1","0.111111111111111","0.115526122148639","2"
"HNF1A","0.333333333333333","0.272573061492931","1.22291370800771","0.0274986250687466","0.0896469195231827","-","1","631","78","3","5","1","0.000999000999001","0.00120648582187044","3"
"HPRT1","0.666666666666667","0.271280571925562","2.45748031985718","0.00649967501624919","0.0412831210291337","-","1","218","14","3","4","2","0.214285714285714","0.219887955182073","3"
"HSD3B7","0.25","0.213788342655664","1.16938087874445","0.0593470326483676","0.0896469195231827","-","1","369","29","4","1","1","0.00109469074986317","0.00131195761624822","4"
"IDH2","0.125","0.118335804969323","1.05631596482911","0.100344982750862","0.113123421843092","-","1","452","44","8","1","1","2.08765172791802e-07","3.76737150900148e-07","8"
"KCNC3","0.166666666666667","0.153198211197574","1.0879152267106","0.0381980900954952","0.0896469195231827","-","1","757","38","5","1","1","6.7736909842173e-05","9.012453258662e-05","6"
"KCNE1","0.333333333333333","0.272570613206244","1.22292469247634","0.128243587820609","0.131596361358403","-","1","129","18","3","1","1","0.0196078431372549","0.0212305611899932","3"
"KCNH2","0.125","0.114689856300102","1.08989586378868","0.0374481275936203","0.0896469195231827","-","1","1159","122","8","8","1","1.19432151718047e-10","3.02433029350539e-10","8"
"KCNJ2","0.5","0.356070971207337","1.4042144415891","0.0255487225638718","0.0896469195231827","-","1","427","64","2","3","1","0.03125","0.0336044520547945","2"
"KCNQ1","0.166666666666667","0.150408186687503","1.10809571165793","0.0503974801259937","0.0896469195231827","-","1","676","54","6","6","1","1.89722720244363e-06","3.00873404831969e-06","5"
"KIF5A","0.0666666666666667","0.0650691477890559","1.02455109574801","0.0786960651967402","0.0980577955229223","-","1","1032","87","15","3","1","2.77330573852818e-15","1.14581316039191e-14","10"
"KLKB1","0.142857142857143","0.129628935055646","1.10204672124953","0.0600969951502425","0.0896469195231827","-","1","638","78","7","1","1","2.72530914203589e-08","5.7049804706618e-08","5"
"KRAS","0.835820895522388","0.0323661337383912","25.8239338154553","0.00174991250437478","0.0204089795510225","-","4.18821e-12","189","44","11","6","2","7.75816520510075e-08","1.54181257873521e-07","133"
"L1CAM","0.0833333333333333","0.0780468230254258","1.06773511211578","0.0440977951102445","0.0896469195231827","-","1","1257","135","11","6","1","2.79320612062078e-14","9.96666729403325e-14","10"
"LAMB2","0.090909090909091","0.0861573706307336","1.05515163988375","0.0341982900854957","0.0896469195231827","-","1","1798","141","11","1","1","1.78152150228208e-14","6.6594970442449e-14","9"
"LCAT","0.5","0.35674503082316","1.40156121823559","0.0248487575621219","0.0896469195231827","-","1","440","31","2","4","1","0.064516129032258","0.0689049813473777","2"
"LRP5","0.2","0.127565798837435","1.56781834804227","0.00119994000299985","0.0171264164064524","-","1","1615","120","10","3","2","5.35547302706047e-11","1.42510044957372e-10","9"
"MEFV","0.4","0.216522613234835","1.84738210029901","0.000949952502374881","0.0165713936525396","-","1","781","112","5","6","2","4.38750438750439e-05","6.0959131755592e-05","5"
"MPC1","0.5","0.36107391815856","1.38475800896932","0.101194940252987","0.113123421843092",NA,NA,"109","5","2","1","1","0.4","0.407792207792208","2"
"MUTYH","0.166666666666667","0.152997703205228","1.08934097162951","0.0589970501474926","0.0896469195231827","-","1","546","62","6","1","1","9.2721343618809e-07","1.56529580087667e-06","5"
"MVK","0.5","0.354904151788841","1.40883108151828","0.0283485825708715","0.0896469195231827","-","1","396","28","2","3","1","0.0714285714285714","0.0757722007722007","2"
"MYO5B","0.111111111111111","0.10374891764248","1.07096164119997","0.0257487125643718","0.0896469195231827","-","1","1848","172","9","1","1","5.58836886623453e-13","1.90733459130179e-12","7"
"MYOT","0.090909090909091","0.08438918626162","1.07725995398579","0.123893805309735","0.128816737971048","-","1","498","40","11","2","1","1.29768930328203e-08","2.85059686478031e-08","9"
"NAGS","1","0","Inf","0.0109494525273736","0.0514841904963575","-","1","534","11","1","1","1","1","1","1"
"NCF4","0.25","0.214722013410463","1.16429608696943","0.0634468276586171","0.0903765622529684","-","1","339","36","4","1","1","0.000560224089635855","0.000698057000578009","4"
"NF1","0.0666666666666667","0.064797795563317","1.02884158461106","0.0289485525723714","0.0896469195231827","-","1","2839","474","15","6","1","5.49266417206835e-26","4.31174137507365e-25","12"
"NOTCH3","0.0740740740740741","0.0506963528153247","1.46113221090892","0.00474976251187441","0.0338960324711037","-","1","2321","242","27","6","2","4.9899699923788e-32","5.22283525868981e-31","24"
"NPC1","0.181818181818182","0.115063834313648","1.58015055645174","0.0039998000099995","0.0330509790299959","-","1","1278","99","10","6","1","5.77690423453388e-12","1.64904357240331e-11","8"
"NR3C2","0.0833333333333333","0.0757419369152542","1.1002271228761","0.0621968901554922","0.0901624643538465","-","1","984","100","11","3","1","6.35459465798725e-13","2.12270502405106e-12","12"
"NRAS","0.090909090909091","0.0599360832020812","1.51676729696502","0.0860956952152392","0.105601751162442","-","0.0806786","189","31","5","2","1","0.00015890672175433","0.000204494715700245","22"
"OCRL","0.090909090909091","0.0815186476704391","1.11519380542983","0.063896805159742","0.0903765622529684","-","1","901","96","11","3","1","9.75183662966982e-13","3.1896632309545e-12","10"
"PAX6","0.125","0.12072908934061","1.03537598670475","0.103294835258237","0.114066324655795","-","1","422","48","8","1","1","1.08652734343847e-07","2.05523846891374e-07","7"
"PEX7","0.333333333333333","0.276413265206413","1.2059237934345","0.0485975701214939","0.0896469195231827","-","1","323","28","3","1","1","0.00793650793650795","0.00902921555095469","3"
"PHGDH","0.2","0.185625151034812","1.07744020077588","0.0500474976251187","0.0896469195231827","-","1","533","39","5","3","1","6.07895344737448e-05","8.22754906239477e-05","5"
"PHKA2","0.111111111111111","0.101180027138358","1.09815261226579","0.0405479726013699","0.0896469195231827","-","1","1235","130","9","1","1","5.54126506394291e-12","1.61107150933155e-11","9"
"PHKG2","0.25","0.21511208871356","1.16218480093369","0.0544972751362432","0.0896469195231827","-","1","406","36","4","1","1","0.000560224089635855","0.000698057000578009","4"
"PIK3CA","0.670886075949367","0.0517449861406739","12.9652382962379","0","0","-","0","1068","139","27","14","10","3.08160417107922e-15","1.2405432175883e-14","67"
"PIK3R1","0.0454545454545455","0.042552261896557","1.0682051535837","0.148042597870106","0.150054110197716","-","1","724","141","19","1","1","7.78412281608298e-22","5.04839349253924e-21","15"
"PKHD1","0.03125","0.021204257095132","1.47376066323843","0.00704964751762412","0.0412831210291337","-","1","4074","476","64","10","2","3.94080176850991e-76","2.06235292552019e-74","34"
"PMM2","0.5","0.358296143052261","1.39549367107496","0.0439478026098695","0.0896469195231827","-","1","246","17","2","3","1","0.117647058823529","0.121517027863777","2"
"POLG","0.125","0.115890813616441","1.07860145337927","0.0362981850907455","0.0896469195231827","-","1","1239","80","8","4","1","2.51832363757747e-09","6.17776267343224e-09","8"
"POLR3A","0.0666666666666667","0.0639046113743794","1.04322153335862","0.0581970901454927","0.0896469195231827","-","1","1390","108","15","1","1","1.07343798965906e-16","4.81513612504207e-16","11"
"PPOX","0.2","0.17572569396511","1.13813748853204","0.056447177641118","0.0896469195231827","-","1","477","40","5","5","1","5.47105810263706e-05","7.46918367055668e-05","4"
"PROS1","0.25","0.155840378989926","1.60420554429068","0.00474976251187441","0.0338960324711037","-","1","676","110","8","3","2","1.30728009085467e-08","2.85059686478031e-08","6"
"PRPH2","0.142857142857143","0.130060258237532","1.09839196687","0.108844557772111","0.118120463839822","-","1","346","31","7","1","1","9.5072397630796e-06","1.43522754115721e-05","6"
"PTEN","0.444444444444444","0.118199423940514","3.76012360828527","0.00179991000449977","0.0204089795510225","-","8.77981e-08","403","242","12","17","4","1.90712431323305e-12","5.80555788094223e-12","12"
"PTPN11","0.333333333333333","0.158735744376355","2.09992610450117","0.000949952502374881","0.0165713936525396","-","1","597","82","9","10","3","2.39889094473843e-07","4.27983952640834e-07","8"
"PVRL4","0.125","0.11651212415485","1.07284972192138","0.0846957652117394","0.104702638883804","-","1","510","48","8","1","1","1.08652734343847e-07","2.05523846891374e-07","8"
"QDPR","0.333333333333333","0.274042148398926","1.21635790436184","0.0667466626668667","0.0934311691495071","-","1","244","23","3","1","1","0.0118577075098814","0.0132032629719956","3"
"RAF1","0.25","0.154278934043146","1.62044158232312","0.00864956752162392","0.0452660700298318","-","1","648","58","7","4","1","1.72944733435094e-07","3.19439095874233e-07","7"
"RAG1","0.0833333333333333","0.078787242951344","1.0577008435845","0.0594470276486176","0.0896469195231827","-","1","1043","156","11","5","1","6.27783875882392e-15","2.40395289057404e-14","11"
"RBM20","0.166666666666667","0.146867336255899","1.13481098599262","0.0260986950652467","0.0896469195231827","-","1","1227","32","6","1","1","2.97950103289369e-05","4.29157488224137e-05","6"
"RDH12","0.333333333333333","0.269286430865937","1.23783932321225","0.0541472926353682","0.0896469195231827","-","1","316","22","3","2","1","0.012987012987013","0.0143588805560637","3"
"RET","0.0714285714285714","0.0682624105600658","1.04638220131004","0.0697465126743663","0.094398297326513","-","1","1114","160","14","7","1","3.19378943152779e-18","1.56695293984332e-17","13"
"RNF135","0.333333333333333","0.271915109391892","1.22587278830807","0.0370481475926204","0.0896469195231827","-","1","432","20","3","1","1","0.0157894736842105","0.0172149122807018","3"
"RP2","0.2","0.167792116007261","1.19195111641208","0.0765461726913654","0.0977402742766088","-","1","350","30","5","1","1","0.000182448458310527","0.000232881365485795","5"
"RPGRIP1L","0.0625","0.0615429413286152","1.01555107134504","0.0601469926503675","0.0896469195231827","-","1","1315","113","14","1","1","3.64648907695362e-16","1.59027440300477e-15","11"
"RPS6KA3","0.142857142857143","0.135291135875742","1.05592389281401","0.0529973501324934","0.0896469195231827","-","1","740","71","7","2","1","4.88761969352964e-08","9.96566612836563e-08","7"
"RS1","0.25","0.211482061088316","1.18213336258151","0.0744462776861157","0.0977402742766088","-","1","224","21","3","1","1","0.0142857142857143","0.0156843156843157","4"
"RUNX1","0.2","0.180414271357089","1.10855975248292","0.0600969951502425","0.0896469195231827","-","1","453","78","5","1","1","3.5052666631614e-06","5.44878085263703e-06","5"
"RYR2","0.0116279069767442","0.0115633377303113","1.00558396268783","0.0951952402379881","0.111534721771374","-","1","4967","959","86","5","1","3.94575612810015e-122","6.19483712111724e-120","45"
"SAMHD1","0.1","0.0943059043941767","1.06037899368446","0.088495575221239","0.106598868529856","-","1","626","73","10","2","1","1.03005683741404e-10","2.65112989301647e-10","8"
"SCN4A","0.0555555555555556","0.0543180774692893","1.02278206711138","0.0502974851257437","0.0896469195231827","-","1","1836","154","17","4","1","7.9636024237401e-21","4.80879069433537e-20","14"
"SCN5A","0.0769230769230769","0.0506778334088192","1.51788408755632","0.0111494425278736","0.0514841904963575","-","1","2016","229","25","18","2","1.28749105793361e-29","1.18903585938574e-28","19"
"SEC23B","0.5","0.252741598902547","1.97830512337936","0.00744962751862407","0.0417711257294278","-","1","767","66","3","2","1","0.0013986013986014","0.00166348802712439","4"
"SGCA","0.333333333333333","0.26783008639322","1.24457015947022","0.0431978401079946","0.0896469195231827","-","1","387","41","3","3","1","0.00365853658536585","0.00428649435748089","3"
"SGSH","0.2","0.168421868906404","1.18749424465266","0.0522973851307435","0.0896469195231827","-","1","502","33","5","2","1","0.00012218963831867","0.00015986477680026","5"
"SHROOM4","0.2","0.17790584726335","1.12419014369969","0.0182990850457477","0.0718239088045598","-","1","1493","148","5","1","1","2.60544156893439e-07","4.59611602609775e-07","5"
"SLC12A3","0.1","0.09207734921379","1.08604342820312","0.0544972751362432","0.0896469195231827","-","1","1021","76","10","5","1","7.01918531953339e-11","1.8366868252779e-10","10"
"SLC26A4","0.166666666666667","0.156261714053169","1.06658670472511","0.0360481975901205","0.0896469195231827","-","1","780","77","5","2","1","3.6947405368458e-06","5.68700259102736e-06","4"
"SLC37A4","0.5","0.352999445620823","1.41643281937921","0.0259487025648718","0.0896469195231827","-","1","429","21","2","2","1","0.0952380952380953","0.0996825396825397","2"
"SLC3A1","0.166666666666667","0.152825681815445","1.09056713954619","0.0500474976251187","0.0896469195231827","-","1","685","61","6","2","1","1.00854794813441e-06","1.68448965805429e-06","6"
"SLC45A2","0.090909090909091","0.092315806656129","0.98476191891733","0.118094095295235","0.12360515307568","-","1","530","66","11","3","1","5.21375076578998e-11","1.4113083969466e-10","10"
"SLC7A9","0.166666666666667","0.109777754221831","1.51821894925887","0.0355982200889955","0.0896469195231827","-","1","487","43","11","3","2","9.75312197212658e-08","1.89041993780725e-07","11"
"SMAD3","0.0714285714285714","0.0686182451364535","1.04095596275494","0.182540872956352","0.183711006757354","-","1","425","58","14","2","1","4.43658315390986e-12","1.31423312295066e-11","12"
"SMAD4","0.297872340425532","0.0687987031483901","4.32962144334405","0.00689965501724914","0.0412831210291337","-","0","552","135","32","2","2","5.28808252317861e-28","4.61238308966134e-27","42"
"SMC1A","0.0833333333333333","0.0796865993802437","1.04576345309565","0.0525473726313684","0.0896469195231827","-","1","1233","105","12","5","1","4.81645727949088e-14","1.68040842862237e-13","11"
"SNRNP200","0.0625","0.0601048830959014","1.03984895703527","0.0428978551072446","0.0896469195231827","-","1","2136","164","16","2","1","2.42433796150607e-20","1.31248641364294e-19","14"
"SPAST","0.222222222222222","0.137863526833762","1.61190002407367","0.00629968501574921","0.0412831210291337","-","1","616","41","9","3","2","1.60128529833279e-06","2.59177104987885e-06","9"
"STAT1","0.1","0.0966918264865718","1.03421357971646","0.0742962851857407","0.0977402742766088","-","1","750","98","10","2","1","6.35459465798725e-12","1.78155600232857e-11","10"
"TECTA","0.0465116279069767","0.0320381557767936","1.45175734305739","0.0164491775411229","0.0662184839475975","-","1","2155","263","42","3","2","2.54829289389533e-45","5.71545691916525e-44","31"
"TEK","0.0555555555555556","0.0535431309027299","1.0375851135131","0.0871456427178641","0.106060976020966","-","1","1124","165","18","2","1","3.01747983006249e-22","2.0597579709557e-21","15"
"TERT","0.125","0.112971290656133","1.1064758070303","0.0391980400979951","0.0896469195231827","-","1","1132","73","8","2","1","4.90993759167361e-09","1.13361794395994e-08","8"
"TGFBR1","0.333333333333333","0.156308100704354","2.13254035991269","0.00194990250487476","0.0204089795510225","-","1","503","71","8","3","2","1.95504787741185e-07","3.56909903201931e-07","7"
"TGFBR2","0.0384615384615385","0.037162138200592","1.03496570229443","0.0770961451927404","0.0977402742766088","-","1","567","103","8","4","1","4.0376507327223e-10","1.00620819847207e-09","25"
"TGM1","0.25","0.215887806615022","1.15800889322947","0.0283485825708715","0.0896469195231827","-","1","817","72","4","3","1","6.70690811535882e-05","8.99986815479773e-05","4"
"THRB","0.166666666666667","0.155372318074651","1.07269215476716","0.0697465126743663","0.094398297326513","-","1","461","55","6","3","1","1.72475200222148e-06","2.76312310559972e-06","6"
"TMEM67","0.090909090909091","0.0836029935762774","1.08739037946228","0.0594470276486176","0.0896469195231827","-","1","995","90","11","2","1","1.92285993508915e-12","5.80555788094223e-12","6"
"TMPRSS6","0.142857142857143","0.131858919037097","1.0834090245875","0.0489975501224939","0.0896469195231827","-","1","811","80","7","3","1","2.32944936475915e-08","5.00991164749572e-08","6"
"TNNT2","0.166666666666667","0.157301442281194","1.05953679921594","0.109694515274236","0.118120463839822","-","1","298","31","6","1","1","3.53126048342956e-05","4.95007049909322e-05","6"
"TOR1A","0.125","0.117445651179518","1.06432208212576","0.114944252787361","0.121115756292722","-","1","332","24","7","1","1","5.20074890784276e-05","7.16243489939748e-05","8"
"TP53","0.66867469879518","0.036189974748033","18.4767937377885","4.99975001249937e-05","0.00282562136673686","-","0","393","287","70","44","28","5.41854233924042e-32","5.31694467037967e-31","161"
"TP63","0.153846153846154","0.0963175168196046","1.59728114808333","0.0118994050297485","0.0533773311334433","-","1","680","162","13","3","2","2.18435664295404e-15","9.26875656604821e-15","12"
"TPM1","0.333333333333333","0.272367941223848","1.22383468419795","0.0590970451477426","0.0896469195231827","-","1","284","34","3","3","1","0.0053475935828877","0.00617332494495124","3"
"TRPS1","0.0357142857142857","0.0352996089060422","1.01174734851446","0.112144392780361","0.118963984233221","-","1","1281","262","27","1","1","5.22702129727709e-35","6.31263341286541e-34","25"
"UBA1","0.333333333333333","0.275806014884983","1.20857891178457","0.016349182540873","0.0662184839475975","-","1","1058","57","3","1","1","0.0018796992481203","0.00221889309740517","3"
"UBIAD1","1","0","Inf","0.0155492225388731","0.0659791334757586","-","1","338","25","1","1","1","1","1","2"
"USH2A","0.0136986301369863","0.0130185583872956","1.05223863729446","0.0755462226888656","0.0977402742766088","-","1","5202","888","71","5","1","5.67465634535936e-104","4.45460523110709e-102","34"
"VHL","0.2","0.177206778206259","1.12862499970069","0.125843707814609","0.129983303466406","-","1","213","115","5","24","1","7.2323941828407e-07","1.2477866886879e-06","5"
"WDR62","0.1","0.0951777747628553","1.05066545471524","0.0363981800909954","0.0896469195231827","-","1","1518","115","10","1","1","1.42204775147332e-12","4.55635708125124e-12","10"
"ZAP70","0.0833333333333333","0.0792611565778166","1.05137670116533","0.0990950452477376","0.113123421843092","-","1","619","91","11","2","1","1.71155664551891e-12","5.37428786692938e-12","10"
