"","prob","probSD","SNR","pval_prob","qval_prob","pval_MutSig","qval_MutSig","protLength","uniquePosNdMAF","uniquePosNdMAFtumor","uniquePosNExactMatch","uniquePosNExactMatchtumor","pval_FET","qval_FET","casesN"
"BCHE",0.0344827586206897,0.032434709699191,1.06314374139596,0.080145992700365,0.0817984873952179,0.9229928,1,602,112,29,2,1,1.48410335232611e-25,5.8770492752114e-25,27
"BRAF",0.521739130434783,0.0737509262552623,7.0743400378318,0,0,2.432955e-07,0.0001274733,766,109,25,10,6,2.21678723874591e-16,5.62722914450885e-16,44
"C3",0.0666666666666667,0.0635572495346743,1.04892309146097,0.015649217539123,0.0333077096145193,0.01105323,0.7779329,1663,210,15,3,1,6.27756398084429e-21,1.9421213565737e-20,15
"C7",0.05,0.034086975840076,1.46683590338381,0.00419979001049947,0.0173241337933103,0.4950932,1,843,159,38,1,1,1.75276325461455e-35,9.13281906351792e-35,32
"CACNA1A",0.0476190476190476,0.0468356359703954,1.01672682845915,0.0126493675316234,0.0333077096145193,0.9812995,1,2505,204,19,5,1,7.0340803020511e-25,2.40128948242434e-24,20
"CACNA1F",0.05,0.0469189875358728,1.06566664427214,0.0172491375431228,0.0334836199366502,0.9922882,1,1977,184,20,2,1,5.92170603563555e-25,2.17129221306637e-24,19
"CAPN3",0.111111111111111,0.102392625133749,1.08514759696778,0.0189490525473726,0.0347366560243416,0.5419727,1,821,71,9,6,1,8.45934177726283e-10,1.52268151990731e-09,8
"CD79B",0.25,0.221720764922002,1.12754436909843,0.0312984350782461,0.0430353482325884,0.9806365,1,229,22,4,1,1,0.0025974025974026,0.00295566502463054,4
"CDK4",0.75,0.222720771465173,3.36744523227945,0.00594970251487426,0.0203110534128466,0.279958,1,303,30,2,1,1,0.0666666666666667,0.068041237113402,4
"CDKN2A",0.21875,0.0745943250976525,2.93252871064429,0.0047997600119994,0.0182760092764593,1.838483e-05,0.005779577,156,81,24,9,4,2.26353060784233e-15,5.46559829698514e-15,32
"CLCN1",0.0769230769230769,0.0516671696485923,1.48881925304327,0.00204989750512474,0.0111369431528424,0.9997146,1,988,55,26,3,2,1.30596064219093e-13,2.75085326759366e-13,25
"CLDN16",0.142857142857143,0.134303557692543,1.06368844810635,0.0390480475976201,0.0482753640095773,0.5285162,1,305,15,7,1,1,0.0013986013986014,0.0016289592760181,7
"CNGA3",0.0555555555555556,0.0546415752987947,1.01672682845915,0.0422478876056197,0.0497304546537379,0.9999991,1,694,31,17,5,1,5.6564813235714e-08,9.82441493041348e-08,18
"COL11A2",0.0434782608695652,0.041844302511178,1.03904852656944,0.0226488675566222,0.038087926112169,0.9999637,1,1736,165,22,1,1,1.15019119808401e-25,4.74453869209654e-25,22
"COL1A2",0.0263157894736842,0.0268127047722472,0.981467170030631,0.0463476826158692,0.0521411429428529,0.02628953,1,1366,250,38,8,1,1.631227780083e-43,1.00932218892636e-42,32
"COL3A1",0.0461538461538462,0.0266969948546273,1.72880305087396,0.000449977501124944,0.00342675173933611,0.9621071,1,1466,347,62,13,2,1.35241480986999e-65,1.91270094538756e-64,56
"CPS1",0.0135135135135135,0.0134577685818308,1.00414221208693,0.0777961101944903,0.0802272386380681,0.9997629,1,1500,246,71,10,1,1.98526094413034e-61,2.4567604183613e-60,60
"CPT2",0.333333333333333,0.271328741479076,1.22852201914274,0.00794960251987401,0.0253874403054041,0.806859,1,658,41,3,1,1,0.00365853658536585,0.00402439024390244,3
"CRB1",0.05,0.032592173136349,1.5341106526044,0.0055997200139993,0.0203110534128466,0.03927376,1,1406,226,38,7,2,8.8945028613241e-40,5.17973990159462e-39,38
"CTNNB1",0.476190476190476,0.105687651266348,4.50563968907219,0,0,0.0001720249,0.03526885,781,112,15,5,4,2.60108623970447e-12,5.15015075461485e-12,19
"CTSD",0.333333333333333,0.270320109963613,1.23310594013225,0.0132993350332483,0.0333077096145193,0.951231,1,412,33,3,1,1,0.00568181818181818,0.00598404255319148,3
"CTSF",0.142857142857143,0.132268840119185,1.08005137663879,0.0257987100644968,0.0392934199443874,0.7426101,1,484,39,7,1,1,2.14551298142629e-06,3.17023559942094e-06,7
"DNAH5",0.0117647058823529,0.0116344374690712,1.01119679517193,0.0327483625818709,0.0444121629534962,0.9934025,1,4624,803,84,3,1,2.16747557938603e-113,1.07290041179608e-111,66
"DYNC2H1",0.0227272727272727,0.022332035155228,1.01769823347032,0.015999200039998,0.0333077096145193,0.9999987,1,4307,306,43,3,1,4.59362107044672e-51,4.13425896340204e-50,39
"DYSF",0.0222222222222222,0.0213948987450185,1.03866919339342,0.0381980900954952,0.0478684926513168,0.9988177,1,2080,287,45,3,1,2.75977838098793e-51,2.73218059717805e-50,41
"EFTUD2",0.0909090909090909,0.0937066591163944,0.970145470624146,0.0196490175491225,0.0347366560243416,0.9979002,1,972,84,11,1,1,3.98402639009008e-12,7.73369828664545e-12,11
"FBN1",0.0810810810810811,0.0450131451042138,1.80127562500606,0.000199990000499975,0.00197990100494975,0.9905113,1,2871,411,36,17,3,1.28483105564947e-45,9.08559103637836e-45,29
"FGFR2",0.0666666666666667,0.0638678078115449,1.04382268549721,0.0307984600769961,0.0429443316566566,0.9917917,1,821,137,14,5,1,2.61930535312829e-17,7.00841162053246e-17,13
"FMO3",0.111111111111111,0.100479946638454,1.10580384273998,0.0287485625718714,0.0421804996706686,0.9998937,1,532,82,9,2,1,2.52514836288256e-10,4.71678656462968e-10,9
"FUS",0.4,0.218954106837257,1.82686685250124,0.00264986750662467,0.012374381280936,0.7054478,1,526,51,4,2,1,0.000192076830732293,0.000231897637103622,4
"GALC",0.272727272727273,0.127333162984168,2.1418400857692,0.00274986250687466,0.012374381280936,0.8475495,1,685,45,9,2,1,4.17530345583604e-08,7.38134003799586e-08,10
"GBA",0.333333333333333,0.282184465406871,1.18126039593538,0.0102994850257487,0.0291328290728321,0.7410711,1,536,44,3,5,1,0.00317124735729387,0.0035676532769556,3
"GDF5",0.142857142857143,0.139828031556699,1.02166311909508,0.0248987550622469,0.0392934199443874,0.01120915,0.7830627,501,57,7,3,1,1.92899894985297e-07,3.03128406405467e-07,7
"GJB1",0.285714285714286,0.169536185011437,1.68527023121943,0.0146492675366232,0.0333077096145193,0.2019091,1,283,19,6,5,2,0.00386996904024768,0.00416442320635348,7
"GNRHR",0.5,0.204226283914947,2.44826469157238,0.00584970751462427,0.0203110534128466,0.9997975,1,328,22,4,1,1,0.0025974025974026,0.00295566502463054,6
"GRIA3",0.0384615384615385,0.037022253773824,1.03887620393149,0.0487975601219939,0.0542804320458134,0.7800437,1,894,143,26,2,1,4.90152456330132e-27,2.20568605348559e-26,24
"HRAS",0.5,0.359592904625574,1.3904612509544,0.0185990700464977,0.0347366560243416,0.7916086,1,189,22,2,2,1,0.0909090909090909,0.0918367346938775,2
"KARS",0.0833333333333333,0.0824521310183371,1.01068744135673,0.0348982550872456,0.044869185112173,0.3705036,1,597,52,12,1,1,1.9866323206281e-10,3.78224230273427e-10,8
"KCNC3",0.25,0.218907904541318,1.14203276726727,0.00874956252187391,0.0270689590520474,1,1,757,38,4,1,1,0.000474158368895211,0.000558829506197927,4
"KCNJ2",0.0454545454545455,0.044198661784286,1.02841451798674,0.0855957202139893,0.0864691459304586,0.8093107,1,427,64,21,3,1,1.07035135111671e-15,2.64911959401385e-15,21
"KCNQ1",0.2,0.176609260320151,1.1324434496665,0.00969951502424879,0.0282427055117832,0.9919065,1,676,54,4,6,1,0.000161264312207709,0.000197100826031644,5
"KRAS",0.957345971563981,0.0135795097998562,70.4993026754266,0.00039998000099995,0.00329983500824959,0,0,189,44,6,6,2,0.00011049642359909,0.000136739324203873,209
"MUT",0.0769230769230769,0.073645263311636,1.04450813893584,0.0307484625768712,0.0429443316566566,0.9991622,1,750,67,13,3,1,2.16776417767388e-12,4.3797684406064e-12,13
"MYH7",0.285714285714286,0.171886513563379,1.6622263131129,1.83720524338376e-05,0.000259833312992847,0.9987056,1,1935,108,7,22,2,1.88392888093117e-07,3.03128406405467e-07,7
"MYO7A",0.0526315789473684,0.0490640383176244,1.0727119240909,0.0123993800309985,0.0333077096145193,0.999201,1,2215,144,17,4,1,2.47122696069932e-20,7.1956314443892e-20,17
"MYOT",0.111111111111111,0.109806375753895,1.01188214571566,0.0340982950852457,0.0444826442888382,0.4548591,1,498,40,9,2,1,1.17027980805071e-07,1.93096168328366e-07,9
"NDP",0.2,0.184473495306156,1.08416658809481,0.0647467626618669,0.0689239731561809,0.1990632,1,133,13,5,2,1,0.00699300699300699,0.00728744939271255,5
"NF1",0.0121951219512195,0.0114873018265801,1.06161761354626,0.0450977451127444,0.051318123748985,4.593485e-07,0.0002341684,2839,474,76,6,1,1.90271838083329e-87,3.76738239404992e-86,70
"NTRK1",0.0333333333333333,0.032367316829702,1.02984543046042,0.0564971751412429,0.0607958732498158,0.4597816,1,796,132,27,1,1,1.11618282738007e-26,4.804439126549e-26,27
"OCA2",0.0555555555555556,0.0380550674325128,1.45987273978895,0.00414979251037448,0.0173241337933103,1,1,838,97,34,2,1,3.89438709050874e-25,1.48286277677063e-24,32
"PARK2",0.0666666666666667,0.0618765962024581,1.0774132831828,0.055597220138993,0.0604848878435199,0.99271,1,465,71,15,4,1,6.23131664487503e-14,1.34108771270136e-13,14
"PAX3",0.142857142857143,0.139035909193524,1.02748378951729,0.0257987100644968,0.0392934199443874,0.3946094,1,479,22,7,3,1,9.38174312787316e-05,0.000117568679703727,7
"PCCB",0.2,0.180186089993171,1.10996359379118,0.015649217539123,0.0333077096145193,0.9979849,1,539,40,5,1,1,5.47105810263706e-05,7.12677305475091e-05,5
"PHYH",0.166666666666667,0.15407417032414,1.08173009347404,0.0255987200639968,0.0392934199443874,0.866,1,338,38,5,1,1,6.77369098421729e-05,8.70903126542224e-05,6
"PIK3CA",0.566666666666667,0.0883868140367228,6.4112127226492,0,0,0.007098046,0.6085606,1068,139,18,14,5,1.31620708470461e-14,3.10248812823229e-14,30
"PIK3R2",0.4,0.215599729228131,1.8552898996304,0.00224988750562472,0.0111369431528424,0.9766497,1,728,66,4,1,1,8.74125874125875e-05,0.00011094674556213,5
"PITX2",0.125,0.12123612579672,1.03104581393165,0.0426978651067447,0.0497304546537379,0.9415334,1,317,38,8,2,1,6.33901562694133e-07,9.50852344041199e-07,8
"PKHD1",0.012987012987013,0.0130173715342136,0.997667843533482,0.0338983050847458,0.0444826442888382,0.9999511,1,4074,476,76,10,1,1.34982763505376e-87,3.34082339675805e-86,61
"PPOX",0.166666666666667,0.152091323419676,1.09583283858194,0.0212989350532473,0.0369928871977454,0.9952511,1,477,40,6,5,1,9.11843017106176e-06,1.23660902319879e-05,6
"PRNP",0.333333333333333,0.263852349822683,1.26333282063754,0.071646417679116,0.0746631089498157,0.0190239,1,73,24,3,2,1,0.0108695652173913,0.0112092391304348,3
"PROS1",0.0344827586206897,0.0342027915332312,1.00818550401614,0.0689465526723664,0.0726139224953646,0.7433102,1,676,110,27,3,1,2.27221340838895e-24,7.2564234655002e-24,27
"PTEN",0.111111111111111,0.0775938647373742,1.43195742971664,0.0192990350482476,0.0347366560243416,0.01313584,0.8603061,403,242,16,17,2,6.49542865678094e-21,1.94862859703428e-20,17
"RAF1",0.375,0.170893108270797,2.19435414215636,9.99950002499875e-05,0.00109994500274986,0.6903226,1,648,58,7,4,2,4.58303543602999e-06,6.57565953865173e-06,7
"RAG1",0.0294117647058824,0.0300360063465199,0.979216889441433,0.0551972401379931,0.0604848878435199,0.5931517,1,1043,156,33,5,1,1.7505283049461e-32,8.2524905804602e-32,31
"RIT1",0.307692307692308,0.125060155162518,2.4603544373702,0.00129993500324984,0.00757020972480788,0.0001657675,0.03474118,219,32,10,3,2,4.27825789338583e-06,6.22864016831172e-06,12
"RUNX1",0.166666666666667,0.149540132205468,1.11452801471157,0.0226988650567472,0.038087926112169,0.9645242,1,453,78,6,1,1,2.842108105266e-07,4.39638597533335e-07,6
"RUNX2",0.0714285714285714,0.0698633013883604,1.02240475341281,0.0418979051047448,0.0497304546537379,0.7612777,1,521,89,13,4,1,5.4764998151273e-14,1.20482995932801e-13,8
"RYR1",0.0204081632653061,0.0140932795355301,1.44807766097705,0.000949952502374881,0.00587783110844458,0.08422392,1,5038,569,98,7,2,7.51512249282959e-108,2.47999042263376e-106,84
"RYR2",0.00284090909090909,0.00279991206525711,1.0146422547196,0.116494175291235,0.116494175291235,0.9999987,1,4967,959,334,5,1,1.4354339333371e-265,1.42107959400373e-263,193
"SCN5A",0.0967741935483871,0.0571219159122086,1.69416925190535,1.18250833668377e-05,0.000234136650663387,0.9927229,1,2016,229,31,18,3,6.44021550885987e-33,3.18790667688564e-32,28
"SEPN1",0.166666666666667,0.154636207924424,1.07779845938878,0.016149192540373,0.0333077096145193,0.9334834,1,590,40,6,1,1,9.11843017106176e-06,1.23660902319879e-05,6
"SLC12A3",0.111111111111111,0.105167172674187,1.05651895249992,0.015899205039748,0.0333077096145193,1,1,1021,76,9,5,1,4.77304601728268e-10,8.75058436501825e-10,9
"SLC26A4",0.0666666666666667,0.0667090622620103,0.999364470224793,0.0341482925853707,0.0444826442888382,0.8749128,1,780,77,15,2,1,1.7857493180631e-14,4.11137633693597e-14,15
"SLC4A1",0.2,0.12204398688479,1.63875341264294,0.000249987500624969,0.00224988750562472,0.9999456,1,911,28,10,4,2,1.44782753478406e-05,1.93695845869759e-05,9
"SLC7A9",0.25,0.210603398100057,1.18706536672891,0.015999200039998,0.0333077096145193,0.9999998,1,487,43,4,3,1,0.000324122842557329,0.000386604354375609,4
"SMAD4",0.15,0.0780110615600488,1.92280424083882,0.000849957502124894,0.0056097195140243,0.06259306,1,552,135,18,2,2,6.63277148301924e-19,1.87612679091116e-18,19
"SMARCA2",0.0454545454545455,0.0449411124460155,1.01142457274832,0.0232988350582471,0.0384430778461077,0.9966375,1,1590,153,22,1,1,6.26469018889705e-25,2.21501545964574e-24,20
"SOS1",0.0416666666666667,0.041567930227267,1.00237530324122,0.0293985300734963,0.0421804996706686,0.6292341,1,1333,149,22,8,1,1.13795354764968e-24,3.75524670724394e-24,22
"SPAST",0.2,0.17784158014263,1.12459639550885,0.0135993200339983,0.0333077096145193,0.9999997,1,616,41,5,3,1,4.93729633652612e-05,6.51723116421448e-05,5
"STK11",0.0560747663551402,0.0219663058253109,2.55276270853552,0.0136993150342483,0.0333077096145193,0,0,433,85,62,2,2,8.66381478071892e-19,2.3825490646977e-18,105
"TBC1D24",0.333333333333333,0.27064084815658,1.23164457842846,0.00914954252287386,0.0274486275686216,0.1793377,1,559,40,3,1,1,0.00384615384615385,0.00416442320635348,3
"TECTA",0.025,0.0245774602339532,1.01719216558687,0.0293985300734963,0.0421804996706686,0.9954179,1,2155,263,40,3,1,6.62970508980896e-46,5.04877541454682e-45,36
"TGFB1",0.333333333333333,0.268652722667215,1.24075918540472,0.0137993100344983,0.0333077096145193,0.5352949,1,390,33,3,1,1,0.00568181818181818,0.00598404255319148,3
"TGFBR2",0.166666666666667,0.154634409785075,1.07781099238077,0.0167491625418729,0.0334836199366502,0.9999999,1,567,103,6,4,1,6.85391211879611e-08,1.15006321993358e-07,6
"TP53",0.425149700598802,0.026261188637847,16.1892786523032,0,0,0,0,393,287,131,44,37,1.6875796387744e-45,1.11380256159111e-44,316
"TSPAN12",0.166666666666667,0.142849825829107,1.16672642545643,0.0370981450927454,0.0470861072330999,0.9166881,1,305,40,6,1,1,9.11843017106176e-06,1.23660902319879e-05,6
"WNT10A",0.1,0.0934103071694205,1.07054567135324,0.0394980250987451,0.0482753640095773,0.5171296,1,417,34,10,1,1,1.90653203805072e-07,3.03128406405467e-07,10
"CD4",NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"HAX1",NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"MUC7",NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"RBM10",NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"SNRPN",NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"SPRR3",NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"TCEAL5",NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"NBPF1",NA,NA,NA,NA,NA,1.332268e-15,1.047051e-12,NA,NA,NA,NA,NA,NA,NA,NA
"IL32",NA,NA,NA,NA,NA,2.664535e-15,2.010339e-12,NA,NA,NA,NA,NA,NA,NA,NA
"RB1",NA,NA,NA,NA,NA,4.862777e-14,3.3971e-11,NA,NA,NA,NA,NA,NA,NA,NA
"SMARCA4",NA,NA,NA,NA,NA,1.817435e-13,1.224302e-10,NA,NA,NA,NA,NA,NA,NA,NA
"COL11A1",NA,NA,NA,NA,NA,1.016298e-12,6.610143e-10,NA,NA,NA,NA,NA,NA,NA,NA
"ARID1A",NA,NA,NA,NA,NA,2.32099e-10,1.459284e-07,NA,NA,NA,NA,NA,NA,NA,NA
"EGFR",NA,NA,NA,NA,NA,2.68379e-10,1.632956e-07,NA,NA,NA,NA,NA,NA,NA,NA
"SYCP1",NA,NA,NA,NA,NA,2.310918e-07,0.0001245387,NA,NA,NA,NA,NA,NA,NA,NA
"ELTD1",NA,NA,NA,NA,NA,9.467217e-07,0.00044549,NA,NA,NA,NA,NA,NA,NA,NA
"ZEB1",NA,NA,NA,NA,NA,1.029006e-06,0.000459586,NA,NA,NA,NA,NA,NA,NA,NA
"KIAA2022",NA,NA,NA,NA,NA,1.047725e-06,0.000459586,NA,NA,NA,NA,NA,NA,NA,NA
"BTK",NA,NA,NA,NA,NA,1.369441e-06,0.0005740086,NA,NA,NA,NA,NA,NA,NA,NA
"KRTAP5-10",NA,NA,NA,NA,NA,1.57026e-06,0.0006301752,NA,NA,NA,NA,NA,NA,NA,NA
"EMG1",NA,NA,NA,NA,NA,1.866263e-06,0.0007333638,NA,NA,NA,NA,NA,NA,NA,NA
"RFX5",NA,NA,NA,NA,NA,4.199416e-06,0.001553125,NA,NA,NA,NA,NA,NA,NA,NA
"KBTBD6",NA,NA,NA,NA,NA,4.872003e-06,0.001767225,NA,NA,NA,NA,NA,NA,NA,NA
"LRRIQ3",NA,NA,NA,NA,NA,7.322224e-06,0.002605883,NA,NA,NA,NA,NA,NA,NA,NA
"MGA",NA,NA,NA,NA,NA,1.078568e-05,0.003580162,NA,NA,NA,NA,NA,NA,NA,NA
"ADAM23",NA,NA,NA,NA,NA,1.081907e-05,0.003580162,NA,NA,NA,NA,NA,NA,NA,NA
"EPHX4",NA,NA,NA,NA,NA,1.332646e-05,0.004333858,NA,NA,NA,NA,NA,NA,NA,NA
"OVGP1",NA,NA,NA,NA,NA,1.75903e-05,0.005623528,NA,NA,NA,NA,NA,NA,NA,NA
"CTCFL",NA,NA,NA,NA,NA,2.035493e-05,0.006192496,NA,NA,NA,NA,NA,NA,NA,NA
"COL25A1",NA,NA,NA,NA,NA,2.15831e-05,0.006461911,NA,NA,NA,NA,NA,NA,NA,NA
"GNG2",NA,NA,NA,NA,NA,3.723309e-05,0.01080447,NA,NA,NA,NA,NA,NA,NA,NA
"FMO1",NA,NA,NA,NA,NA,4.745962e-05,0.01316446,NA,NA,NA,NA,NA,NA,NA,NA
"KLK1",NA,NA,NA,NA,NA,4.973372e-05,0.01340199,NA,NA,NA,NA,NA,NA,NA,NA
"PHACTR1",NA,NA,NA,NA,NA,4.973699e-05,0.01340199,NA,NA,NA,NA,NA,NA,NA,NA
"RPSA",NA,NA,NA,NA,NA,5.481841e-05,0.01456317,NA,NA,NA,NA,NA,NA,NA,NA
"ADCY10",NA,NA,NA,NA,NA,6.768619e-05,0.01703609,NA,NA,NA,NA,NA,NA,NA,NA
"ARID2",NA,NA,NA,NA,NA,8.357198e-05,0.02047188,NA,NA,NA,NA,NA,NA,NA,NA
"SRGAP3",NA,NA,NA,NA,NA,9.984928e-05,0.0232047,NA,NA,NA,NA,NA,NA,NA,NA
"GCNT4",NA,NA,NA,NA,NA,0.0001011808,0.0232047,NA,NA,NA,NA,NA,NA,NA,NA
"MICALCL",NA,NA,NA,NA,NA,0.0001016858,0.0232047,NA,NA,NA,NA,NA,NA,NA,NA
"KRT79",NA,NA,NA,NA,NA,0.0001021096,0.0232047,NA,NA,NA,NA,NA,NA,NA,NA
"TSKS",NA,NA,NA,NA,NA,0.0001301746,0.02899448,NA,NA,NA,NA,NA,NA,NA,NA
"ACACA",NA,NA,NA,NA,NA,0.0001355199,0.02938134,NA,NA,NA,NA,NA,NA,NA,NA
"KIR2DL1",NA,NA,NA,NA,NA,0.0001716446,0.03526885,NA,NA,NA,NA,NA,NA,NA,NA
"FCRL4",NA,NA,NA,NA,NA,0.0001918494,0.03891036,NA,NA,NA,NA,NA,NA,NA,NA
"HPGDS",NA,NA,NA,NA,NA,0.0002056719,0.04127003,NA,NA,NA,NA,NA,NA,NA,NA
"RALGAPB",NA,NA,NA,NA,NA,0.0002151319,0.04271388,NA,NA,NA,NA,NA,NA,NA,NA
