"","prob","probSD","SNR","pval_prob","qval_prob","pval_MutSig","qval_MutSig","protLength","uniquePosNdMAF","uniquePosNdMAFtumor","uniquePosNExactMatch","uniquePosNExactMatchtumor","pval_FET","qval_FET","casesN"
"KCNJ11",0.00477326968973747,0.00325964380488352,1.46435315496321,0.00759962001899905,0.0381033579899952,1,1,390,8,6,1,1,0.107142857142857,0.112781954887218,6
"KRT83",0.00229885057471264,0.00227418335237628,1.01084662866369,0.0651467426628669,0.0744534201861335,0.3552069,1,493,43,21,1,1,2.1862089565727e-11,3.86330989695184e-11,23
"LHCGR",0.0043859649122807,0.00304907311526825,1.43845842538769,0.0336983150842458,0.0586057653639057,0.5359857,1,699,114,35,3,2,1.17753399229981e-26,5.88766996149907e-26,42
"MYH7",0.00230414746543779,0.00247007747806284,0.932823964390307,0.0178991050447478,0.0381033579899952,1,1,1935,198,22,22,1,1.98694987323829e-27,1.13539992756474e-26,14
"NDP",0.00241545893719807,0.00240845628676955,1.00290752647951,0.023798810059497,0.0453310667799943,0.9999998,1,133,2,2,2,1,1,1,2
"NLRP7",0.00217864923747277,0.00221532630001581,0.983443945687466,0.0596470176491175,0.0701729619401383,0.9999997,1,980,61,38,2,1,6.39324658852803e-16,1.70486575694081e-15,31
"NPHS1",0.00219298245614035,0.00222423423150376,0.985949422537986,0.0519474026298685,0.0629665486422649,0.998289,1,1241,118,42,1,1,4.3544029649173e-31,3.48352237193384e-30,39
"NR5A1",0.00235294117647059,0.00237024082552443,0.992701311669451,0.0471976401179941,0.0629301868239921,0.700238,1,461,30,13,1,1,1.50300789454897e-07,2.22667836229477e-07,12
"OTC",0.00476190476190476,0.00329413187646742,1.4455719869392,0.00974951252437378,0.0381033579899952,0.9401058,1,354,39,8,7,2,8.58205192570518e-06,1.18373130009727e-05,8
"PDYN",0.00468384074941452,0.00322080675024671,1.45424457678367,0.0178991050447478,0.0381033579899952,1,1,254,51,13,2,1,8.18880151673535e-11,1.25981561795928e-10,14
"PROC",0.00240384615384615,0.00235880136727661,1.01909647297752,0.0137493125343733,0.0381033579899952,0.973149,1,461,6,4,2,1,0.4,0.41025641025641,4
"PRSS1",0.00222222222222222,0.00222333416736172,0.999499874937461,0.195440227988601,0.195440227988601,1,1,247,62,30,2,1,7.31896024184625e-17,2.09113149767036e-16,33
"RPGRIP1",0.00238095238095238,0.00234364207827708,1.01591979552728,0.0105994700264987,0.0381033579899952,0.990162,1,1286,22,8,1,1,4.69087156393657e-05,5.51867242816067e-05,8
"SCN2A",0.00234192037470726,0.00234416861747257,0.999040921054676,0.0110494475276236,0.0381033579899952,1,1,2005,67,14,5,1,5.5179451795335e-13,1.22621003989633e-12,11
"SERPINC1",0.00234192037470726,0.00248850843965924,0.941094005302209,0.0503974801259937,0.0629665486422649,0.6540168,1,464,49,15,6,1,2.22140319074731e-11,3.86330989695184e-11,15
"SLC26A3",0.00222222222222222,0.00230826206327729,0.962725271786123,0.0715464226788661,0.0753120238724906,0.9116338,1,764,110,35,2,1,1.22670552082725e-27,8.17803680551501e-27,31
"SLC4A1",0.00228310502283105,0.00229662194588369,0.994114432688035,0.0431978401079946,0.0629301868239921,0.999955,1,911,74,25,4,1,1.42616603951233e-18,4.75388679837443e-18,24
"SRD5A2",0.00238095238095238,0.00239558755773532,0.993890777761106,0.0516474176291185,0.0629665486422649,0.9999955,1,254,23,8,1,1,3.26321500099936e-05,3.95541212242346e-05,8
"TACR3",0.00447427293064877,0.00322824165239692,1.3859783165014,0.0203989800509974,0.0407979601019949,0.1029745,1,465,82,29,1,1,4.29368567417814e-21,1.71747426967125e-20,32
"TMPRSS6",0.00237529691211401,0.0024853811596383,0.955707297813305,0.0169491525423729,0.0381033579899952,0.9775065,1,811,14,9,3,1,0.002997002997003,0.00333000333000333,9
"USH2A",0.00234741784037559,0.00238520808695336,0.984156415205667,0.00404979751012449,0.0381033579899952,0.9999067,1,5202,148,14,5,1,9.17531661399928e-18,2.82317434276901e-17,11
"NMS",NA,NA,NA,NA,NA,1.494217e-05,0.02818391,NA,NA,NA,NA,NA,NA,NA,NA
