"","prob","probSD","SNR","pval_prob","qval_prob","pval_MutSig","qval_MutSig","protLength","uniquePosNdMAF","uniquePosNdMAFtumor","uniquePosNExactMatch","uniquePosNExactMatchtumor","pval_FET","qval_FET","casesN"
"ADAMTSL2",1,0,Inf,0.00339983000849958,0.0193642491788454,1,1,951,26,1,1,1,1,1,1
"ADCK4",0.142857142857143,0.130828965673032,1.09193818144349,0.0357982100894955,0.0566719032469429,0.7145601,1,544,59,7,1,1,1.55357133424745e-07,2.78791568200569e-07,6
"ADSL",0.25,0.157096679999505,1.59137672419804,0.00184990750462477,0.0134632157281025,0.2843866,1,484,49,8,4,2,2.00231467576518e-06,3.08592026500281e-06,7
"ALDH1A3",0.125,0.117273998357226,1.06587992011017,0.0447477626118694,0.0592116858803525,0.3835007,1,512,40,8,1,1,4.29102596285258e-07,7.30031689784011e-07,7
"APP",0.0555555555555556,0.0537860505664046,1.03289895745304,0.0628468576571171,0.0687977601119944,0.2557138,1,770,80,17,1,1,6.30605406703232e-16,2.17392916521377e-15,14
"ATP1A2",0.0384615384615385,0.0385191683435686,0.998503864841627,0.071796410179491,0.0740577144371128,0.5589139,1,1020,117,26,2,1,1.2635731939828e-24,6.62112353646986e-24,17
"ATP1A3",0.125,0.0816266679027933,1.53136227671156,0.00709964501774911,0.0316567504958085,0.9842193,1,1013,110,15,4,2,3.95999242356963e-15,1.23514049401815e-14,13
"ATRX",0.0169491525423729,0.0172596389680983,0.982010838911559,0.0672466376681166,0.069915155035899,0.4902897,1,2492,429,58,2,1,1.02993091627523e-70,3.37302375080137e-69,24
"AVPR2",0.25,0.220332240710016,1.13465010474355,0.0302484875756212,0.0560873364782465,0.2786762,1,371,30,4,3,1,0.000985221674876847,0.00110311144793903,4
"BAG3",0.166666666666667,0.157399958606066,1.05887363721481,0.0288485575721214,0.0560873364782465,0.5252782,1,575,40,6,2,1,9.11843017106176e-06,1.27075994937137e-05,6
"BCKDHA",0.2,0.173360935663182,1.15366243978155,0.031848407579621,0.0566719032469429,1,1,445,33,5,1,1,0.00012218963831867,0.000146851767153631,3
"BCS1L",0.5,0.358843306358804,1.39336582608581,0.0136493175341233,0.047571305645244,1,1,419,31,2,1,1,0.0645161290322581,0.0660282258064516,2
"BMPR2",0.0833333333333333,0.076731803798416,1.08603381138101,0.0286985650717464,0.0560873364782465,0.4760794,1,1038,121,11,1,1,8.69394971925396e-14,2.32430084331075e-13,8
"BRAF",0.1,0.0923801607169748,1.08248350320985,0.0333983300834958,0.0566719032469429,0.008912155,0.8181436,766,109,9,10,1,2.36898931370007e-11,5.54174285883409e-11,7
"BRCA1",0.0588235294117647,0.0567349586563208,1.03681276597196,0.0253987300634968,0.0560873364782465,0.5136469,1,1863,214,17,1,1,3.266478283159e-23,1.58484687071789e-22,12
"BRCA2",0.0166666666666667,0.016080240349113,1.03646875325381,0.0485475726213689,0.0606312541515781,0.1894721,1,3418,391,58,2,1,3.03365004491136e-68,7.94816311766776e-67,24
"CACNA1H",0.0833333333333333,0.0795303405944868,1.04781813720926,0.0132493375331233,0.047571305645244,0.9868746,1,2353,142,11,1,1,1.65606224155798e-14,4.90966351571858e-14,11
"CAPN3",0.272727272727273,0.131018011885567,2.08160136764612,4.35388366422849e-05,0.000935667502339169,0.5855007,1,821,71,11,6,3,1.55087932583152e-08,3.22484431244331e-08,8
"CBL",0.0833333333333333,0.0805300518807891,1.0348103768354,0.0370981450927454,0.0566719032469429,1,1,906,115,12,1,1,1.6865256351705e-14,4.90966351571858e-14,11
"CBS",0.1,0.0933697376450631,1.07101082772816,0.0512474376281186,0.0619563616413774,0.7092508,1,551,43,10,3,1,1.77329490402303e-08,3.62971300667214e-08,8
"CDKL5",0.05,0.0491767816744432,1.01673997967184,0.0495975201239938,0.0612950484551244,0.8698155,1,1030,138,18,1,1,7.49122920310376e-21,3.27117008535531e-20,12
"CDT1",0.333333333333333,0.273139452873934,1.22037783200504,0.0152492375381231,0.0512217978844648,0.9436823,1,546,31,3,1,1,0.00645161290322581,0.00687123000262261,2
"CFH",0.0476190476190476,0.0459944029161384,1.0353226610175,0.0460976951152442,0.0597900798029406,0.9611138,1,1231,234,21,1,1,4.86277107660763e-28,2.89555914107091e-27,15
"CFP",0.166666666666667,0.153007516773124,1.08927110367915,0.0388980550972451,0.0566719032469429,0.1276344,1,469,34,6,1,1,2.15628773503536e-05,2.79676924049141e-05,6
"CHST6",0.166666666666667,0.149269157166781,1.11655126772403,0.0427978601069946,0.0572093844287377,0.9361544,1,395,53,6,1,1,2.09082181493788e-06,3.1573313897669e-06,5
"CLCN7",0.125,0.116314824994553,1.07466954453874,0.0290485475726214,0.0560873364782465,0.9536736,1,805,52,8,2,1,5.97976328509058e-08,1.15198380933363e-07,7
"COL1A2",0.0416666666666667,0.0408603794925958,1.0197327382683,0.0469976501174941,0.0603597271116836,0.9948202,1,1366,250,24,8,1,1.23994882332901e-31,9.02407199200561e-31,17
"CPOX",0.166666666666667,0.152917626410868,1.08991141556734,0.0388480575971201,0.0566719032469429,0.8328931,1,454,33,6,2,1,2.52806148245526e-05,3.24682406080038e-05,6
"CPS1",0.12,0.0657736099645425,1.82443992453341,0.000199990000499975,0.00261986900654967,0.8173219,1,1500,246,22,10,2,1.88667380683562e-27,1.07458377693681e-26,11
"CRB1",0.04,0.0391491283971208,1.02173411357331,0.0524973751312434,0.0619563616413774,0.9999977,1,1406,226,25,7,1,1.74511124434164e-31,1.20320827899345e-30,13
"CTNNB1",0.7875,0.0453903638328542,17.3494974153522,0,0,0,0,781,112,20,5,5,9.87704673986867e-15,3.00905377423906e-14,74
"CYBA",0.5,0.3593440247564,1.39142427744263,0.0299485025748713,0.0560873364782465,0.5119879,1,195,6,2,1,1,0.333333333333333,0.335897435897436,2
"DARS",0.142857142857143,0.129464540278945,1.10344610616422,0.0409979501024949,0.0566719032469429,0.8674947,1,501,45,7,1,1,8.59416627992918e-07,1.38992071934657e-06,5
"DBH",0.111111111111111,0.106659749803542,1.04173421853856,0.0419479026048698,0.0571914703233911,1,1,617,76,9,1,1,4.77304601728268e-10,1.04211504710672e-09,7
"DMD",0.0212765957446809,0.014301779336235,1.48768871652036,0.0121493925303735,0.0454734406136836,0.2521217,1,3685,527,88,2,2,1.20545177165613e-97,7.89570910434763e-96,38
"EARS2",0.4,0.216022743769784,1.85165688121377,0.000349982500874956,0.00416797341951084,0.8741182,1,523,31,5,3,2,0.00222469410456062,0.00242862439747868,5
"EFNB1",0.166666666666667,0.150964625312931,1.10401139552519,0.0485975701214939,0.0606312541515781,0.1932029,1,346,20,6,2,1,0.000386996904024768,0.00044470696866004,6
"ELAC2",0.125,0.112509314484828,1.11101912381536,0.0291985400729964,0.0560873364782465,0.8741815,1,826,48,8,2,1,1.08652734343847e-07,2.00471946465408e-07,7
"ERCC4",0.0833333333333333,0.0805325119779924,1.03477876557615,0.0339983000849957,0.0566719032469429,0.4399772,1,916,96,11,2,1,9.75183662966982e-13,2.45671268939759e-12,12
"EXT2",0.2,0.179405759178535,1.11479141425427,0.0204489775511224,0.0560873364782465,0.7226693,1,718,83,5,1,1,2.72091074324398e-06,4.05044667460183e-06,5
"F7",0.5,0.341490286268315,1.46417049065677,0.0118994050297485,0.0454734406136836,0.9302697,1,466,35,2,3,1,0.0571428571428571,0.0589426321709786,2
"F8",0.155555555555556,0.0506648587836766,3.07028499220199,0,0,0.3428793,1,2351,324,43,27,6,9.16038874153032e-43,1.00000910428373e-41,20
"FGFR2",0.5,0.0861486320943358,5.80392268390846,1.34717147876319e-06,4.41198659294944e-05,2.042078e-06,0.001540707,821,137,17,5,3,1.43639325816713e-16,5.2268754672193e-16,31
"GALC",0.125,0.114959014217894,1.08734404909801,0.0301984900754962,0.0560873364782465,0.9951737,1,685,45,7,2,1,8.59416627992918e-07,1.38992071934657e-06,7
"GALT",0.333333333333333,0.271095808491807,1.22957759910702,0.0219489025548723,0.0560873364782465,1,1,379,29,3,1,1,0.00738916256157636,0.00774384236453202,3
"GAN",0.5,0.20179920059754,2.47771050885964,3.68103127772277e-06,9.64430194763365e-05,0.613581,1,597,47,6,3,3,0.00123342584027136,0.00136931173792837,5
"GATA6",0.25,0.224829487163713,1.11195378841904,0.0203989800509974,0.0560873364782465,0.7366982,1,595,32,4,1,1,0.000806451612903227,0.000910734149054506,4
"GCDH",0.166666666666667,0.154089238733578,1.08162431092826,0.0406479676016199,0.0566719032469429,0.4408565,1,438,46,6,3,1,4.37715301213784e-06,6.23268526728322e-06,6
"GFAP",0.142857142857143,0.137246016780755,1.04088370801574,0.0336483175841208,0.0566719032469429,0.9995949,1,432,34,5,1,1,0.000107814386751768,0.000131997052939081,6
"GJA1",0.2,0.174426674177617,1.14661361826083,0.0358482075896205,0.0566719032469429,0.8511771,1,382,52,5,4,1,1.84689260319512e-05,2.41942931018561e-05,5
"GJA3",0.2,0.180476402146463,1.1081781198059,0.0347982600869957,0.0566719032469429,0.6531549,1,435,18,5,1,1,0.00163398692810457,0.00179875871917394,4
"GLI2",0.1,0.101322585173624,0.986946788108914,0.016349182540873,0.0535435728213589,0.9661697,1,1586,221,10,1,1,3.40331500275187e-15,1.08740064722072e-14,9
"GNAO1",0.142857142857143,0.13314198440951,1.07296840655275,0.0548972551372431,0.0630836879208671,0.8255136,1,354,43,7,1,1,1.14820845035491e-06,1.83433301215236e-06,6
"HMBS",0.125,0.114165324075313,1.09490338692981,0.0653967301634918,0.0687977601119944,0.5802995,1,361,27,8,4,1,9.00870466087857e-06,1.2689680758872e-05,4
"HNF1A",0.125,0.111962694769374,1.11644329620219,0.0259987000649968,0.0560873364782465,0.2051785,1,631,78,6,5,1,2.842108105266e-07,4.96421549053128e-07,7
"HSD17B3",0.166666666666667,0.150040868640055,1.11080846290284,0.056397180140993,0.0642437443345224,0.2131222,1,310,21,6,2,1,0.00029485478401887,0.000341822802712141,6
"IDUA",0.2,0.176013467498202,1.13627668861215,0.0219489025548723,0.0560873364782465,0.9102241,1,653,33,5,2,1,0.00012218963831867,0.000146851767153631,5
"IYD",0.166666666666667,0.148180301816033,1.12475588606632,0.0596470176491175,0.0662182992545288,0.829209,1,289,24,6,1,1,0.000141163184641446,0.000168112519891176,4
"KAL1",0.1,0.0915861781494786,1.09186781259492,0.0390480475976201,0.0566719032469429,0.3947141,1,680,57,10,1,1,1.11154801432104e-09,2.38709491600092e-09,9
"KCNE2",0.166666666666667,0.149673949570622,1.11353156073447,0.11634418279086,0.117239138043098,0.3689978,1,123,13,5,1,1,0.00699300699300699,0.00738777351680577,6
"KCNH2",0.133333333333333,0.087507179107112,1.52368451016034,0.00129993500324984,0.0121636775304092,0.5518099,1,1159,122,15,8,2,9.55994793312256e-16,3.21116199804886e-15,10
"KCNK3",0.111111111111111,0.10042230925323,1.10643851886465,0.0650967451627419,0.0687977601119944,0.3411634,1,394,29,9,2,1,2.09685367106657e-06,3.1573313897669e-06,7
"KCNQ1",0.2,0.179747236610383,1.11267357302141,0.0230488475576221,0.0560873364782465,0.9931874,1,676,54,5,6,1,1.58102266870302e-05,2.12747436636992e-05,5
"KIF22",0.2,0.179912112900628,1.11165388908787,0.0220988950552472,0.0560873364782465,1,1,665,38,5,1,1,6.77369098421729e-05,8.37125961257043e-05,3
"KMT2D",0.0357142857142857,0.0257863340610879,1.38500826172803,0.00259987000649968,0.0170291485425729,NA,NA,5537,531,55,4,2,3.45761304091136e-71,1.50982436119796e-69,32
"KRAS",0.849056603773585,0.0487334319856843,17.4224668605938,0.000499975001249937,0.00545806043031182,4.440892e-16,1.675282e-12,189,44,8,6,2,3.96653828304424e-06,5.71007159427248e-06,53
"L1CAM",0.05,0.0485228241600225,1.0304429073441,0.0458977051147443,0.0597900798029406,0.9849228,1,1257,135,20,6,1,3.06827157544131e-22,1.43551277279576e-21,17
"LPL",0.125,0.079390193366705,1.57450177029576,0.00919954002299885,0.0367178610766431,0.1319173,1,475,60,16,2,2,6.91806186711363e-12,1.67827056405905e-11,12
"MAN2B1",0.0714285714285714,0.0684374435794009,1.04370601373647,0.0394980250987451,0.0566719032469429,0.8124178,1,1011,80,14,1,1,4.44252235413503e-14,1.23823495402487e-13,12
"MCCC2",0.2,0.178706283985583,1.11915482511032,0.0255987200639968,0.0560873364782465,0.6342647,1,563,42,5,1,1,4.46707763780935e-05,5.68142884032063e-05,5
"MEFV",0.2,0.182005730915502,1.09886649719207,0.0191490425478726,0.0560873364782465,0.9570725,1,781,112,5,6,1,8.0504667660631e-07,1.33495081816996e-06,5
"MPI",0.2,0.178844136681148,1.11829218285512,0.0327483625818709,0.0566719032469429,0.7989752,1,423,29,5,3,1,0.000210517451896762,0.000246230233914963,4
"MTHFR",0.222222222222222,0.145244781881994,1.52998420557904,0.00924953752312384,0.0367178610766431,0.4086501,1,656,59,7,1,1,1.55357133424745e-07,2.78791568200569e-07,8
"MTM1",0.0476190476190476,0.0481696562229091,0.988569388967331,0.0866956652167392,0.0887275948702565,0.7136785,1,603,84,19,2,1,1.99795102595359e-17,8.17911201249752e-17,14
"MYBPC3",0.0769230769230769,0.0741701508050377,1.03711636134158,0.0259487025648718,0.0560873364782465,0.5258466,1,1274,61,13,3,1,7.46243394846034e-12,1.77741608590601e-11,11
"MYH3",0.0333333333333333,0.0333752822463058,0.998743114360415,0.0380980950952452,0.0566719032469429,0.9638169,1,1940,182,27,1,1,1.22926013503665e-30,8.05165388449007e-30,16
"NF1",0.0263157894736842,0.0254874641670416,1.03249932206727,0.0342982850857457,0.0566719032469429,0.5541952,1,2839,474,33,6,1,6.00683494021813e-49,8.74328196853972e-48,20
"NIPBL",0.0487804878048781,0.0325724331671249,1.49760036514901,0.00174991250437478,0.0134632157281025,0.002039582,0.3847059,2804,342,39,2,1,8.7872605045334e-50,1.43891390761734e-48,23
"NSD1",0.0277777777777778,0.0272008830037617,1.02120867818652,0.0356982150892455,0.0566719032469429,0.4824187,1,2696,296,36,3,1,9.64625529682877e-45,1.26365944388457e-43,24
"OCRL",0.105263157894737,0.0689212244285313,1.52729668933684,0.00574971251437428,0.0278967533104826,0.9784899,1,901,96,17,3,1,2.56699833805673e-17,1.0190205523801e-16,11
"PHGDH",0.2,0.178135263696361,1.12274232428739,0.0270986450677466,0.0560873364782465,0.6043566,1,533,39,5,3,1,6.07895344737448e-05,7.58421811053388e-05,5
"PIK3R1",0.0108695652173913,0.0110925041610764,0.979901838173981,0.218939053047348,0.218939053047348,9.992007e-16,2.692418e-12,724,141,56,1,1,9.07488198511831e-39,8.49149671464641e-38,63
"PIK3R2",0.285714285714286,0.175562378314067,1.62742318974038,0.00374981250937453,0.0204349782510874,0.6074933,1,728,66,6,1,1,6.71371639113574e-07,1.12756006056254e-06,7
"PKD1",0.0769230769230769,0.0727156087033466,1.05786196794275,0.00724963751812409,0.0316567504958085,0.9999915,1,4303,189,12,4,1,5.8620108752644e-17,2.19406692759896e-16,8
"PKLR",0.166666666666667,0.149464621253124,1.11509108489567,0.0292485375731213,0.0560873364782465,0.2819456,1,574,36,6,5,1,1.59154570919277e-05,2.12747436636992e-05,6
"PLCB4",0.0526315789473684,0.0519534843730401,1.01305195565825,0.0410979451027449,0.0566719032469429,0.9887531,1,1175,215,18,1,1,2.73472600450522e-24,1.37788117919302e-23,10
"PLCE1",0.0512820512820513,0.034437031195111,1.48915424769054,0.00154992250387481,0.012689990500475,0.8020939,1,2302,241,38,1,1,7.07452024647086e-43,8.42511047534257e-42,22
"PMM2",0.333333333333333,0.191782508406086,1.73807995371258,0.00424978751062447,0.0214123909189156,0.2162044,1,246,17,6,3,2,0.00630252100840335,0.00676746108279376,6
"POLE",0.0425531914893617,0.0297008828356826,1.43272480231592,0.00304984750762462,0.0190252392142298,0.9996561,1,2286,204,35,1,1,5.65525732491422e-38,4.93892473042508e-37,27
"PRF1",0.125,0.119081546806337,1.04970084242598,0.0295485225738713,0.0560873364782465,0.8600496,1,555,58,6,2,1,1.30943869600857e-06,2.06670444791714e-06,7
"PROC",0.2,0.175927799368351,1.13682999911372,0.0300984950752462,0.0560873364782465,1,1,461,39,5,2,1,6.07895344737448e-05,7.58421811053388e-05,4
"PRPH2",0.142857142857143,0.132736837568323,1.07624338107054,0.0573971301434928,0.0648191728344617,1,1,346,31,7,1,1,9.5072397630796e-06,1.31099832522466e-05,5
"PTEN",0.297619047619048,0.0284522535029134,10.4602979018366,0.0188990550472476,0.0560873364782465,1.998401e-15,3.769385e-12,403,242,121,17,12,2.11865947139253e-55,4.62573984587368e-54,161
"PTPN11",0.125,0.117583005843801,1.06307879359754,0.0376981150942453,0.0566719032469429,0.9997518,1,597,82,8,10,1,2.10429030240213e-09,4.4461617679787e-09,7
"RP2",0.0909090909090909,0.08611314257745,1.05569356997194,0.0904954752262387,0.0918985058499013,1,1,350,30,11,1,1,3.66117307646545e-07,6.31070622390755e-07,7
"RUNX2",0.0909090909090909,0.0842515859476448,1.07901934291876,0.0649467526623669,0.0687977601119944,0.02579026,1,521,89,11,4,1,2.16321742697529e-12,5.34682043271252e-12,7
"RYR2",0.00869565217391304,0.00898519556885035,0.967775504415164,0.0656467176641168,0.0687977601119944,0.8200026,1,4967,959,110,5,1,9.0128833764345e-145,1.18068772231292e-142,40
"SCN2A",0.0540540540540541,0.0376026543394911,1.43750634106926,0.0031998400079996,0.0190535927749067,0.9929129,1,2005,248,37,5,2,1.33610433302849e-40,1.34638205866717e-39,16
"SCN5A",0.0909090909090909,0.0604313445320175,1.50433672480886,0.00229988500574971,0.015857101881748,0.8771005,1,2016,229,20,18,1,7.63224699143053e-27,4.16593481615583e-26,16
"SDHA",0.0714285714285714,0.0689538409604832,1.03588966812605,0.0582970851457427,0.0652728047358316,0.543676,1,664,71,14,1,1,2.40944243601835e-13,6.1889599827138e-13,11
"SDHB",0.5,0.354819527220384,1.4091670881728,0.0203989800509974,0.0560873364782465,0.5748501,1,280,24,2,1,1,0.0833333333333333,0.084625322997416,2
"SEC23B",0.2,0.1274126523701,1.56970282212674,0.00884955752212389,0.0367178610766431,0.859375,1,767,66,9,2,2,4.62255882668363e-08,9.175078883266e-08,9
"SLC12A3",0.2,0.176514921515201,1.13304868666741,0.0137993100344983,0.047571305645244,0.9840334,1,1021,76,5,5,1,3.89719207311133e-06,5.67257957308427e-06,4
"SLC26A4",0.0714285714285714,0.0691260150520583,1.03330954886925,0.0535973201339933,0.0621349463500276,0.9416227,1,780,77,14,2,1,7.6191970904026e-14,2.07940587258904e-13,11
"SLC30A2",0.333333333333333,0.27582678214249,1.20848791674311,0.0250987450627469,0.0560873364782465,0.2952494,1,323,17,3,1,1,0.0220588235294118,0.0229341736694678,3
"SLC45A2",0.0909090909090909,0.0858932980527929,1.05839562538645,0.063896805159742,0.0687977601119944,0.6218534,1,530,66,11,3,1,5.21375076578998e-11,1.19824798301489e-10,10
"SLC7A9",0.111111111111111,0.102066234777784,1.08861771332134,0.048097595120244,0.0606312541515781,0.9648804,1,487,43,8,3,1,2.48261286563225e-07,4.39489574861925e-07,7
"SMC1A",0.111111111111111,0.0766661710003175,1.44928473225369,0.00149992500374981,0.012689990500475,0.2286501,1,1233,105,18,5,2,4.88674010034587e-17,1.88283221513326e-16,16
"SOS1",0.153846153846154,0.0972155902586233,1.58252553357827,0.00389980500974951,0.0204349782510874,0.9555563,1,1333,149,10,8,1,1.28253985495155e-13,3.36025441997306e-13,12
"STAT1",0.0666666666666667,0.0640370263264991,1.04106437308254,0.0529973501324934,0.0619879720299699,0.6870818,1,750,98,14,2,1,2.60521031994468e-15,8.53206379781882e-15,13
"TEK",0.0526315789473684,0.0509218913867298,1.03357470655703,0.0423478826058697,0.0571914703233911,0.5340902,1,1124,165,17,2,1,2.49780274821838e-21,1.12831779316072e-20,15
"TGFBR2",0.166666666666667,0.154084276246503,1.0816591460639,0.0288985550722464,0.0560873364782465,0.9843783,1,567,103,6,4,1,6.85391211879611e-08,1.30124998197433e-07,6
"THRB",0.25,0.22177451146138,1.12727111133118,0.023948802559872,0.0560873364782465,0.8904473,1,461,55,4,3,1,0.000152468076996379,0.000179939802581312,3
"TP53",0.694444444444444,0.0544539156068006,12.7528835476014,0,0,0,0,393,287,40,44,21,5.8620853651347e-19,2.47720381558918e-18,67
"TP63",0.0769230769230769,0.0728688685391759,1.05563704315954,0.0522473876306185,0.0619563616413774,0.3857044,1,680,162,12,3,1,3.36054868146772e-16,1.18981588451965e-15,12
"TPM1",0.333333333333333,0.261050085514537,1.27689417406749,0.0303984800759962,0.0560873364782465,1,1,284,34,3,3,1,0.0053475935828877,0.00578954346577098,3
"TRAF3",0.2,0.18267547818558,1.09483769790283,0.0255987200639968,0.0560873364782465,0.4719695,1,568,53,5,1,1,1.70750448219927e-05,2.25942512291014e-05,5
"VDR",0.125,0.114483474094914,1.09186064616075,0.0390480475976201,0.0566719032469429,0.8359239,1,427,50,6,3,1,2.83184504143933e-06,4.1682213531298e-06,6
"VHL",0.333333333333333,0.2689092804088,1.23957541675986,0.0393980300984951,0.0566719032469429,0.3093559,1,213,115,3,24,1,0.00045766590389016,0.000521341160083574,3
"WAS",0.0909090909090909,0.0864510719275603,1.05156696015598,0.0632468376581171,0.0687977601119944,0.24309,1,502,64,11,2,1,7.26200999520746e-11,1.64021260236582e-10,10
"ZAP70",0.111111111111111,0.105616505358911,1.05202412003245,0.0408979551022449,0.0566719032469429,0.8737838,1,619,91,9,2,1,1.05898677540016e-10,2.35130961995628e-10,7
"ARID1A",NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"PIK3CA",NA,NA,NA,NA,NA,7.771561e-16,2.44312e-12,NA,NA,NA,NA,NA,NA,NA,NA
"CTCF",NA,NA,NA,NA,NA,1.887379e-15,3.769385e-12,NA,NA,NA,NA,NA,NA,NA,NA
"RNF43",NA,NA,NA,NA,NA,2.220446e-15,3.807459e-12,NA,NA,NA,NA,NA,NA,NA,NA
"RGPD3",NA,NA,NA,NA,NA,1.345405e-09,1.586065e-06,NA,NA,NA,NA,NA,NA,NA,NA
"AP1S1",NA,NA,NA,NA,NA,6.878422e-09,7.631811e-06,NA,NA,NA,NA,NA,NA,NA,NA
"TCEAL5",NA,NA,NA,NA,NA,9.717552e-09,1.014228e-05,NA,NA,NA,NA,NA,NA,NA,NA
"NBPF1",NA,NA,NA,NA,NA,1.544555e-07,0.0001456669,NA,NA,NA,NA,NA,NA,NA,NA
"FGF13",NA,NA,NA,NA,NA,4.312228e-06,0.002804732,NA,NA,NA,NA,NA,NA,NA,NA
"JAK1",NA,NA,NA,NA,NA,5.928906e-06,0.00349472,NA,NA,NA,NA,NA,NA,NA,NA
"KBTBD6",NA,NA,NA,NA,NA,9.267358e-06,0.005296997,NA,NA,NA,NA,NA,NA,NA,NA
"CHD3",NA,NA,NA,NA,NA,1.136243e-05,0.00595328,NA,NA,NA,NA,NA,NA,NA,NA
"RALGAPB",NA,NA,NA,NA,NA,1.404017e-05,0.006969097,NA,NA,NA,NA,NA,NA,NA,NA
"TULP4",NA,NA,NA,NA,NA,1.535735e-05,0.007427444,NA,NA,NA,NA,NA,NA,NA,NA
"INPPL1",NA,NA,NA,NA,NA,1.780389e-05,0.008190658,NA,NA,NA,NA,NA,NA,NA,NA
"CCND1",NA,NA,NA,NA,NA,2.031019e-05,0.00912121,NA,NA,NA,NA,NA,NA,NA,NA
"MAP7D3",NA,NA,NA,NA,NA,2.62982e-05,0.01107265,NA,NA,NA,NA,NA,NA,NA,NA
"NRIP1",NA,NA,NA,NA,NA,2.908388e-05,0.01192565,NA,NA,NA,NA,NA,NA,NA,NA
"PPP2R1A",NA,NA,NA,NA,NA,8.130618e-05,0.03194994,NA,NA,NA,NA,NA,NA,NA,NA
"SERPINA1",NA,NA,NA,NA,NA,8.396157e-05,0.03232006,NA,NA,NA,NA,NA,NA,NA,NA
"RHCE",NA,NA,NA,NA,NA,0.0001038308,0.03916911,NA,NA,NA,NA,NA,NA,NA,NA
