"","prob","probSD","SNR","pval_prob","qval_prob","pval_MutSig","qval_MutSig","protLength","uniquePosNdMAF","uniquePosNdMAFtumor","uniquePosNExactMatch","uniquePosNExactMatchtumor","pval_FET","qval_FET","casesN"
"ERBB4",1,0,Inf,0.0124993750312484,0.0839638018099095,0.7353569,1,1308,314,1,1,1,1,1,1
"FBN1",0.0714285714285714,0.0693222618222127,1.03038431740385,0.0714964251787411,0.0977117810776128,0.4248807,1,2871,411,14,17,1,1.10594622966407e-23,7.55729923603782e-23,14
"FGFR1",0.25,0.214853815796141,1.1635818478421,0.0511974401279936,0.0839638018099095,1,1,822,97,3,6,1,0.000644329896907217,0.00125797741777123,4
"GALNS",0.5,0.348827580160573,1.43337289949906,0.0534973251337433,0.0843611665570568,0.198829,1,522,35,2,5,1,0.0571428571428571,0.0755760368663594,2
"HCN4",0.25,0.215945902097337,1.15769735647641,0.0484975751212439,0.0839638018099095,0.01830431,1,1203,96,4,1,1,2.79955207166853e-05,6.37675749657831e-05,4
"HMBS",0.5,0.355140993304244,1.40789154005563,0.0815959202039898,0.102555166359329,0.4087647,1,361,27,2,4,1,0.0740740740740741,0.0949074074074074,2
"IFT140",0.2,0.179367814316875,1.11502724589528,0.0506474676266187,0.0839638018099095,0.6379209,1,1462,109,5,3,1,8.98755062462577e-07,2.83453519699736e-06,5
"KCNE2",1,0,Inf,0.116594170291485,0.125798973209234,0.197406,1,123,13,1,1,1,1,1,1
"KRAS",1,0,Inf,0.0770461476926154,0.101899743722491,1,1,189,44,1,6,1,1,1,2
"L1CAM",0.25,0.209066128643896,1.19579389364323,0.0455477226138693,0.0839638018099095,0.4355008,1,1257,135,4,6,1,9.97518672302646e-06,2.92130468317203e-05,4
"MFSD8",0.5,0.354431406088148,1.41071020065205,0.055847207639618,0.0848050190083088,0.5649481,1,518,49,2,2,1,0.0408163265306123,0.0577058409570725,2
"MVK",1,0,Inf,0.0344982750862457,0.0839638018099095,1,1,396,28,1,3,1,1,1,1
"MYH7",0.111111111111111,0.104578038783606,1.06247078644325,0.0674466276686166,0.0954969492904665,0.9999605,1,1935,108,9,22,1,2.5566320316169e-11,1.31027391620366e-10,7
"PAH",1,0,Inf,0.031948402579871,0.0839638018099095,0.6106845,1,452,43,1,9,1,1,1,1
"PANK2",0.333333333333333,0.267555866497546,1.2458457282094,0.0503974801259937,0.0839638018099095,0.501716,1,570,37,2,1,1,0.0540540540540541,0.0738738738738739,3
"PIK3CA",0.666666666666667,0.108980574666054,6.11729813968693,5.55197761442626e-06,0.000227631082191477,0.01185097,1,1068,139,10,14,6,1.4101885180302e-05,3.40104289642578e-05,17
"PTEN",0.107142857142857,0.0603954202772357,1.77402287542722,0.899755012249387,0.899755012249387,5.551115e-16,1.745086e-12,403,242,27,17,3,3.62604486112864e-30,4.95559464354248e-29,26
"RAG1",0.285714285714286,0.16741549006487,1.70661798142799,0.00964951752412379,0.0791260436978151,0.03043731,1,1043,156,7,5,2,2.90996995281427e-08,1.19308768065385e-07,7
"RYR1",0.0714285714285714,0.0708351944136865,1.00837686717452,0.0403979801009949,0.0839638018099095,0.8064071,1,5038,569,14,7,1,1.52729843730361e-25,1.35612417871865e-24,14
"RYR2",0.0625,0.0604001284706355,1.03476601097604,0.0455977201139943,0.0839638018099095,0.8960609,1,4967,959,16,5,1,4.3765556616872e-32,8.97193910645877e-31,15
"SCN2A",0.2,0.171425863937817,1.16668509293643,0.0345982700864957,0.0839638018099095,0.8863939,1,2005,248,5,5,1,3.25035966854912e-08,1.21149769464104e-07,5
"SCN5A",0.181818181818182,0.115281870840368,1.5771619639132,0.00569971501424929,0.0584220788960552,0.284524,1,2016,229,11,18,2,1.35126475449729e-14,7.91455070491272e-14,11
"SLC37A4",0.5,0.356890909272177,1.40098833287649,0.0675466226688666,0.0954969492904665,0.1585347,1,429,21,2,2,1,0.0952380952380953,0.118326118326118,2
"SMAD4",0.142857142857143,0.13611841205234,1.0495063871463,0.180340982950852,0.184849507524624,0.005676957,1,552,135,7,2,1,9.31862315982296e-10,4.24515055058601e-09,6
"STAT3",0.285714285714286,0.169746682987813,1.68318037610667,0.0175491225438728,0.0839638018099095,0.05816634,1,770,100,7,3,2,2.78930691301825e-07,9.53013195281235e-07,7
"TCAP",0.5,0.353717565461649,1.41355716770082,0.177141142942853,0.184849507524624,0.07325974,1,167,9,2,1,1,0.222222222222222,0.26797385620915,2
"TERT",0.5,0.348414110495531,1.43507391043628,0.024248787560622,0.0839638018099095,1,1,1132,73,2,2,1,0.0273972602739726,0.0401174168297456,2
"TP53",0.507692307692308,0.0624669388541711,8.12737612895541,0.0196490175491225,0.0839638018099095,9.214851e-15,2.172632e-11,393,287,38,44,14,1.65380997404713e-25,1.35612417871865e-24,63
"TRPV4",0.333333333333333,0.275414572090609,1.21029664771576,0.0492475376231188,0.0839638018099095,0.4147389,1,871,80,3,3,1,0.000949367088607594,0.00162183544303797,3
"UBQLN2",1,0,Inf,0.0214989250537473,0.0839638018099095,0.6402672,1,624,45,1,1,1,1,1,1
"ATG10",NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"NBPF1",NA,NA,NA,NA,NA,4.931389e-12,1.033509e-08,NA,NA,NA,NA,NA,NA,NA,NA
"MUC4",NA,NA,NA,NA,NA,1.311428e-07,0.0002473616,NA,NA,NA,NA,NA,NA,NA,NA
"FRG1",NA,NA,NA,NA,NA,3.496797e-07,0.0005996053,NA,NA,NA,NA,NA,NA,NA,NA
"FIP1L1",NA,NA,NA,NA,NA,1.248418e-06,0.001892594,NA,NA,NA,NA,NA,NA,NA,NA
"CDKN1B",NA,NA,NA,NA,NA,3.608862e-06,0.004538024,NA,NA,NA,NA,NA,NA,NA,NA
"LRRIQ3",NA,NA,NA,NA,NA,1.061758e-05,0.01178052,NA,NA,NA,NA,NA,NA,NA,NA
