gene	expr	reptime	hic	N_nonsilent	N_silent	N_noncoding	n_nonsilent	n_silent	n_noncoding	nnei	x	X	p	q
DAO	494991	393	49	732615	207213	0	11	0	0	6	19	3805552	6.116955e-03	8.519040e-01
TP53RK	292810	636	33	501415	162707	0	6	0	0	45	51	11692362	6.125520e-03	8.519040e-01
PHKG2	1632278	158	61	874514	253453	0	12	1	0	50	88	19114460	6.142453e-03	8.519040e-01
RBM43	215149	617	17	740707	200855	0	11	0	0	28	59	9614163	6.252394e-03	8.587561e-01
CDKN2A	225405	357	-15	689265	179469	0	14	3	0	22	52	7555905	6.282915e-03	8.587561e-01
WNK4	1633092	190	33	2490891	808911	0	26	5	0	30	26	8221183	6.432090e-03	8.728207e-01
ERBB4	20702	1173	-5	2772955	727124	0	49	7	0	13	41	4604637	6.541360e-03	8.756390e-01
LEMD1	662921	249	41	232356	61557	0	5	1	0	8	11	2840870	6.545706e-03	8.756390e-01
GPR82	531498	NaN	45	689554	190451	0	10	0	0	50	103	20282020	6.625456e-03	8.800659e-01
BAX	1927185	211	43	521356	156638	0	6	0	0	50	85	16692640	6.758257e-03	8.808715e-01
MTG1	485067	472	8	703426	202589	0	9	0	0	20	52	7411405	6.773910e-03	8.808715e-01
FILIP1L	267848	573	10	2372690	617593	0	20	4	0	50	82	16352198	6.804756e-03	8.808715e-01
ZNF804B	3101	1030	-20	2795208	724812	0	45	4	0	6	10	2149293	6.818325e-03	8.808715e-01
GPATCH8	1121044	166	30	3055597	879716	0	27	6	0	32	36	9628035	6.907829e-03	8.863637e-01
KIRREL2	1060028	321	47	1448468	482341	0	15	1	0	26	41	9151474	7.024307e-03	8.952194e-01
PYGO2	1612870	224	35	801686	263857	0	7	1	0	50	66	15008926	7.287269e-03	9.224998e-01
GLT8D1	1217701	272	47	790415	208369	0	8	2	0	50	138	23678348	7.406304e-03	9.297639e-01
LRIT1	216124	810	-10	1229695	405467	0	12	2	0	17	15	4643941	7.443237e-03	9.297639e-01
CDH10	30232	737	-29	1630538	456331	0	33	6	0	39	112	11129390	7.581713e-03	9.312894e-01
SLC26A7	79500	987	-11	1435752	383214	0	15	3	0	35	79	13905524	7.590875e-03	9.312894e-01
KCTD9	178615	515	22	829430	223108	0	10	2	0	14	13	4089061	7.603571e-03	9.312894e-01
EIF4G3	661924	406	22	3320321	908905	0	19	0	0	4	0	1967223	7.787651e-03	9.476818e-01
CLDN6	1443513	234	49	428298	149991	0	7	1	0	50	89	15386360	7.966571e-03	9.586271e-01
KIAA0748	246749	748	11	1102535	289000	0	13	2	0	50	88	17955570	7.979242e-03	9.586271e-01
ZNF124	374414	704	-12	621639	143055	0	9	1	0	50	110	16041812	8.052629e-03	9.613208e-01
IGFBP1	146330	623	8	529448	157216	0	9	1	0	50	99	16605651	8.647778e-03	1
AXL	1180169	214	15	1850178	543609	0	22	3	0	50	74	17564264	8.707117e-03	1
GBP7	340715	745	-0	1348763	347956	0	9	1	0	50	121	21119831	8.756213e-03	1
MUC6	1429028	466	43	4866182	1592968	0	45	12	0	23	74	10959747	8.765849e-03	1
RNF145	123474	225	42	1442399	393907	0	27	2	0	27	64	9357531	8.848777e-03	1
RUNDC3B	287293	839	-3	1006298	264724	0	12	1	0	50	78	15988058	8.958510e-03	1
FBXO48	212087	617	30	332350	80342	0	4	0	0	50	76	14174872	9.091490e-03	1
TACC2	233439	340	9	5952533	1854802	0	33	8	0	26	26	8615379	9.118567e-03	1
SERPINI2	135686	933	-18	871913	211837	0	9	0	0	50	118	17426989	9.196708e-03	1
SOX7	110362	481	9	766717	250274	0	15	3	0	11	23	3553544	9.303717e-03	1
NLK	1261475	410	-3	1100223	307785	0	13	1	0	21	49	6843520	9.359555e-03	1
SERPINB12	190401	339	20	860353	214727	0	8	1	0	50	76	16207987	9.359787e-03	1
SLC25A45	4112809	242	50	590427	182070	0	8	1	0	50	81	16798125	9.480447e-03	1
NEK8	1695792	208	40	1416100	434945	0	12	3	0	50	87	20715809	1.020271e-02	1
GPR160	396829	426	27	700825	184382	0	8	1	0	50	87	18580099	1.040838e-02	1
PRPF40B	2010227	265	53	1852201	500837	0	14	0	0	8	6	2622386	1.047716e-02	1
SNAPC1	246220	410	26	803709	187272	0	7	0	0	50	71	16323587	1.055899e-02	1
MSH6	488225	587	32	2799254	775387	0	21	1	0	13	13	3773473	1.057754e-02	1
KRTAP10-9	874480	461	25	588982	174845	0	10	1	0	50	115	18377799	1.110232e-02	1
PMEPA1	197938	488	15	592739	175423	0	6	1	0	36	53	10734327	1.127993e-02	1
C15orf52	872646	184	42	1092998	334951	0	8	1	0	14	12	4562443	1.131410e-02	1
FAM55C	549022	421	12	1143284	327148	0	22	1	0	30	50	9697973	1.161089e-02	1
KIAA1609	584311	285	14	950232	262701	0	8	1	0	50	72	18166540	1.163110e-02	1
C14orf149	168237	606	12	713541	225420	0	17	1	0	50	94	15227410	1.181172e-02	1
NBN	251472	419	35	1611464	404311	0	16	3	0	50	68	15382314	1.181791e-02	1
MKRN3	94496	904	-55	1024216	297092	0	18	3	0	45	94	12728138	1.181928e-02	1
KBTBD6	314264	337	66	1359745	395930	0	14	1	0	50	86	18440801	1.196070e-02	1
KIAA1967	757216	224	45	1899597	573087	0	20	5	0	11	22	4630647	1.199869e-02	1
FGF13	14292	NaN	-5	695912	178891	0	12	2	0	50	127	15436357	1.215150e-02	1
C11orf51	715293	267	62	276862	54332	0	5	0	0	50	77	14688425	1.254045e-02	1
ERBB3	2693176	215	38	2879307	819315	0	37	3	0	50	71	14723683	1.256621e-02	1
KYNU	48515	369	20	1018436	262990	0	11	3	0	13	27	5144200	1.269781e-02	1
HDAC4	66632	584	22	2249287	659498	0	25	3	0	50	81	17238272	1.277460e-02	1
LHFPL3	324628	895	5	481763	141610	0	8	1	0	50	105	17932450	1.290554e-02	1
WASF3	149391	643	10	1033753	302294	0	14	2	0	50	101	17813382	1.294428e-02	1
MYLK	284041	449	32	3975773	1112650	0	36	7	0	39	73	14917891	1.307341e-02	1
SH3KBP1	340334	NaN	58	1451647	397664	0	15	3	0	24	40	8245170	1.311830e-02	1
GNPNAT1	307859	213	26	395352	103173	0	4	0	0	50	77	19374560	1.314902e-02	1
C15orf29	431919	242	7	665856	158661	0	7	0	0	41	94	15977076	1.319713e-02	1
AOC3	1629499	190	23	1521296	476272	0	16	1	0	7	18	3540539	1.325000e-02	1
ZNF626	222609	1011	-67	1153977	280041	0	15	2	0	50	133	12707908	1.347183e-02	1
GPR139	254650	827	-17	721344	204612	0	9	2	0	50	94	15539530	1.376713e-02	1
GJA5	NaN	NaN	NaN	721344	215883	0	8	2	0	50	193	32400079	1.413525e-02	1
TRUB1	188808	343	9	720477	215883	0	9	0	0	50	78	17067184	1.423660e-02	1
RPL10L	10737	1057	-48	439280	123403	0	12	0	0	16	34	5501115	1.437117e-02	1
EFHA1	345194	422	31	941562	229755	0	10	0	0	36	62	13154702	1.462898e-02	1
MYL2	907625	570	47	371076	85833	0	8	1	0	24	57	10447350	1.485443e-02	1
ALDH3A1	550749	220	-13	951677	263857	0	11	3	0	50	100	17191165	1.500573e-02	1
POP1	635159	368	44	2124150	593895	0	23	3	0	50	96	18369418	1.573712e-02	1
SLC10A6	266749	603	40	773942	226576	0	8	1	0	50	66	12666870	1.578569e-02	1
TMEM41A	953031	366	31	539274	165597	0	6	0	0	50	92	16414333	1.589597e-02	1
WHSC1L1	802555	253	46	3100970	792727	0	18	3	0	18	21	6653936	1.597531e-02	1
OR5B12	190469	812	-10	636956	185827	0	9	0	0	13	12	3487652	1.599394e-02	1
GFOD1	258422	407	37	782034	238425	0	13	0	0	32	36	10432033	1.620185e-02	1
RBM34	592746	168	26	935204	238714	0	9	1	0	50	69	14425724	1.661035e-02	1
LRFN3	984653	303	21	1186345	456620	0	20	2	0	50	80	17184518	1.680882e-02	1
OR5M8	NaN	NaN	NaN	630020	181492	0	11	1	0	50	192	32365688	1.754320e-02	1
DCT	123751	906	-0	1157156	312409	0	13	0	0	40	51	11961710	1.759387e-02	1
TPPP3	1115833	153	42	371076	99705	0	6	1	0	23	43	9220256	1.771425e-02	1
KLHL14	213836	913	-12	1295876	367897	0	19	5	0	50	114	15171633	1.794521e-02	1
ST8SIA4	24350	1122	36	747643	204323	0	11	2	0	50	107	18963602	1.795763e-02	1
FAM151A	723136	415	20	1177964	373966	0	9	1	0	21	38	9196558	1.810849e-02	1
WDR5	307164	368	38	730881	187272	0	7	2	0	20	28	5062413	1.811559e-02	1
EPB49	584373	219	34	868445	242182	0	9	1	0	33	64	12348970	1.813542e-02	1
MARCKSL1	1478512	210	42	394196	119068	0	5	0	0	50	110	21868630	1.818077e-02	1
C9orf11	116649	454	-34	635222	159817	0	7	0	0	39	124	13294289	1.838222e-02	1
TAC4	1152179	238	30	243338	67048	0	6	0	0	50	79	16384277	1.863577e-02	1
FAM19A4	263741	842	-15	303739	76874	0	6	0	0	50	107	16377052	1.871478e-02	1
TM7SF4	40736	1032	14	953700	281775	0	14	1	0	50	140	19716158	1.871557e-02	1
BRMS1L	188271	400	10	714408	159528	0	8	0	0	50	92	17905573	1.885895e-02	1
CRYBA1	1533931	159	32	474249	106641	0	6	0	0	50	66	17523804	1.925270e-02	1
PFKP	221025	438	11	1647878	468469	0	16	3	0	50	91	19597379	1.928651e-02	1
HEPACAM2	311972	785	12	1001674	272816	0	10	0	0	16	22	5286099	1.945173e-02	1
NHLRC1	487819	397	-1	772497	259233	0	10	2	0	50	63	15865811	1.947260e-02	1
CDC5L	958127	443	34	1698453	442170	0	18	2	0	43	69	13905813	1.989582e-02	1
CHRNA6	594393	454	34	1026239	280330	0	11	0	0	18	20	5823928	1.991793e-02	1
OR4M2	156689	855	-31	632332	187850	0	13	1	0	50	169	16855925	2.003016e-02	1
MFRP	1054477	263	40	1202240	347956	0	12	3	0	30	44	8560180	2.023978e-02	1
CYP19A1	263003	535	17	1069589	272527	0	13	2	0	42	90	15501382	2.024687e-02	1
ARL13B	85478	1310	-13	920754	229755	0	11	1	0	14	60	8224651	2.035242e-02	1
GRXCR1	32225	966	18	599964	167331	0	10	1	0	50	89	16636285	2.039763e-02	1
DEFB113	70183	1258	-7	172822	39593	0	4	0	0	50	92	15814369	2.043589e-02	1
RNF217	120614	269	-24	596785	142766	0	9	1	0	50	121	15885752	2.057608e-02	1
CEBPZ	488101	253	42	2258535	541008	0	19	4	0	50	65	13213658	2.062832e-02	1
BTBD7	321756	407	31	2359396	682040	0	22	4	0	50	88	19081803	2.074245e-02	1
C15orf23	872646	184	42	709784	178024	0	8	0	0	14	12	4562443	2.097108e-02	1
SERPINB8	114875	671	26	805732	199988	0	12	1	0	50	89	15958869	2.099065e-02	1
RBM18	319049	597	19	405467	108664	0	5	0	0	50	104	20003424	2.130169e-02	1
RHBDD1	221611	573	11	668168	174556	0	7	0	0	49	75	15002857	2.156342e-02	1
CXorf56	617823	NaN	30	484653	119646	0	7	0	0	50	109	18392538	2.160427e-02	1
FZD3	306800	256	45	1374484	377723	0	11	4	0	50	100	17096084	2.167463e-02	1
C1QTNF5	NaN	NaN	NaN	478873	162707	0	8	0	0	2	3	858041	2.229194e-02	1
NUAK1	143018	473	7	1354254	388416	0	17	1	0	8	7	2112301	2.240331e-02	1
HDLBP	1287793	317	29	2666892	723945	0	31	7	0	50	101	18219427	2.244076e-02	1
GKN2	340835	327	14	395063	103462	0	4	0	0	50	78	18346587	2.257205e-02	1
RGS22	290819	449	22	2727004	656897	0	24	5	0	50	111	18217693	2.268563e-02	1
SLC27A3	1687837	175	33	1446734	487543	0	9	0	0	38	47	12698371	2.328704e-02	1
CEACAM3	1360684	454	23	521934	158661	0	7	0	0	11	12	2824975	2.373678e-02	1
MT4	598942	187	24	146234	28033	0	2	0	0	43	68	15909739	2.403370e-02	1
PPP3CA	84583	574	5	1119008	283798	0	10	0	0	7	8	2786827	2.403726e-02	1
CPXM2	147419	771	10	1576784	437257	0	19	3	0	50	90	15702237	2.426844e-02	1
COL25A1	157338	437	-5	1459450	440147	0	15	3	0	20	39	6019581	2.432548e-02	1
TMEM92	1297691	196	28	336396	98838	0	4	0	0	50	94	19990997	2.466690e-02	1
ALDH2	691258	242	44	1075947	312987	0	9	1	0	38	49	12957026	2.472689e-02	1
TCF7	694434	227	60	914396	261256	0	9	3	0	34	47	8785022	2.486981e-02	1
FAM133A	33770	NaN	-11	525980	122536	0	8	0	0	50	257	28581233	2.513902e-02	1
ART1	537999	403	23	662966	204034	0	7	1	0	50	92	18220583	2.531415e-02	1
ATP2A1	1167826	218	55	2072997	615570	0	16	5	0	12	39	8118299	2.537791e-02	1
EFR3A	99296	999	6	1753941	460377	0	12	2	0	7	7	3383612	2.541386e-02	1
GLI1	1347802	194	32	2210850	706605	0	20	2	0	7	9	2576724	2.549650e-02	1
EIF5A2	199827	640	26	328015	86411	0	4	0	0	50	91	15553113	2.562502e-02	1
TRIML2	32696	595	-20	820182	213282	0	16	0	0	11	18	2990861	2.564758e-02	1
ATP6V1C2	744427	428	42	911795	246517	0	12	2	0	8	15	2631056	2.567218e-02	1
WNT1	1737773	214	55	736372	239003	0	8	0	0	50	62	15077419	2.575113e-02	1
GSDMC	258154	428	13	1089530	279463	0	12	2	0	50	86	17538543	2.608421e-02	1
EFNB3	2066943	232	27	669324	231489	0	7	1	0	50	122	19039031	2.633200e-02	1
FOXA3	883734	203	39	686375	230044	0	7	0	0	50	60	16007710	2.663508e-02	1
ADRA1A	259233	692	3	1124210	341020	0	16	1	0	29	47	8896576	2.709055e-02	1
STX2	218767	440	-19	687242	168487	0	6	0	0	50	74	16379653	2.735455e-02	1
OR2AK2	NaN	NaN	NaN	665567	207502	0	10	2	0	50	193	32391698	2.736034e-02	1
FMOD	552574	325	40	760648	226865	0	10	1	0	50	64	14425435	2.779700e-02	1
OR9K2	341315	828	-2	671347	201722	0	7	0	0	50	96	19051747	2.809145e-02	1
CD58	692758	418	19	535517	136408	0	6	1	0	19	43	6182288	2.817282e-02	1
