gene	expr	reptime	hic	N_nonsilent	N_silent	N_noncoding	n_nonsilent	n_silent	n_noncoding	nnei	x	X	p	q
SMARCB1	637355	196	52	482220	128250	0	6	0	0	50	6	9857295	5.974743e-04	5.122527e-01
CCDC28B	1460758	218	29	248292	71307	0	4	0	0	50	10	10415952	7.744584e-04	6.351232e-01
UBXN11	1021101	217	22	644499	187074	0	5	0	0	50	7	8912520	8.550156e-04	6.719710e-01
PTEN	259678	300	34	517788	120384	0	5	0	0	50	11	8760330	9.688356e-04	7.116392e-01
SAV1	458995	259	31	470763	128421	0	4	0	0	50	8	9528975	9.809469e-04	7.116392e-01
RAB27B	105818	372	-13	277020	70281	0	4	0	0	50	3	11037195	1.148300e-03	8.021936e-01
CALML4	375804	365	28	247266	64125	0	5	0	0	50	6	9337455	1.275918e-03	8.595130e-01
KRTAP4-5	996799	468	-7	223668	57456	0	3	0	0	50	11	8233650	1.355702e-03	8.811735e-01
MLX	1884163	177	38	376713	98838	0	6	0	0	50	9	11444859	1.458608e-03	8.811735e-01
PODXL	236261	220	27	665019	211698	0	4	0	0	37	4	5834520	1.599731e-03	8.811735e-01
ODF1	525392	236	55	307629	80712	0	3	0	0	50	11	10735209	1.601691e-03	8.811735e-01
KIN	199265	447	4	509409	122607	0	6	0	0	50	4	9705960	1.638663e-03	8.811735e-01
HNF4A	769430	376	16	655614	186219	0	5	0	0	50	6	10144575	1.693199e-03	8.811735e-01
OR8I2	9992	1007	-32	367650	110466	0	4	0	0	50	9	10824129	1.700473e-03	8.811735e-01
FAM46A	121389	396	-18	534546	151335	0	4	0	0	50	3	9283077	1.779634e-03	8.811735e-01
CHCHD3	595524	677	11	291213	74043	0	4	0	0	50	8	10417320	1.788585e-03	8.811735e-01
MSH3	319054	752	36	1418958	380646	0	6	2	0	50	9	9822411	1.820422e-03	8.811735e-01
C6orf195	467575	342	25	151335	45657	0	2	0	0	50	8	9404658	1.821958e-03	8.811735e-01
SYN2	330718	424	21	733761	222471	0	4	1	0	50	10	10517184	1.872324e-03	8.828942e-01
SETD2	593886	365	46	3136311	853290	0	10	0	0	19	3	4927023	1.946306e-03	8.953958e-01
USF1	689033	250	23	390051	109098	0	5	0	0	50	6	9160299	2.138702e-03	9.604808e-01
MRPL13	223063	877	-16	230166	57627	0	4	0	0	50	9	11622357	2.388476e-03	1
NEFH	723458	203	35	1221624	356877	0	8	0	0	40	10	7854885	2.429697e-03	1
CRIPAK	1018381	507	41	516420	171513	0	3	0	0	50	2	11746674	2.535055e-03	1
TMEM60	253754	795	28	161937	46341	0	2	0	0	50	10	9807876	2.676371e-03	1
BAP1	1078407	229	62	896895	259407	0	5	1	0	50	8	10036845	2.702138e-03	1
STARD3	1224964	213	33	577296	144495	0	4	0	0	50	3	8815221	2.718836e-03	1
TMEM37	203559	497	35	224865	72162	0	4	0	0	50	8	9993240	2.918097e-03	1
GAGE2B	NaN	NaN	NaN	151677	37107	0	2	0	0	50	28	19080351	3.023557e-03	1
ATP1A1	616485	464	18	1273950	354312	0	10	0	0	50	7	9325656	3.293388e-03	1
SULT1C4	361799	483	-2	389880	88749	0	4	0	0	50	11	11125089	3.306438e-03	1
ASIP	962066	151	50	161082	48735	0	2	0	0	50	14	10922112	3.392190e-03	1
RFC5	639801	584	-3	433143	116280	0	2	0	0	50	3	12089871	3.417363e-03	1
LZTR1	577297	192	58	1044126	291726	0	5	0	0	50	13	10089342	3.476241e-03	1
C1orf54	1213150	197	38	171684	42750	0	2	0	0	50	4	10121490	3.563242e-03	1
AP1G1	460697	NaN	24	1035747	282663	0	5	1	0	50	5	11215035	3.575741e-03	1
OR4C11	1141	1100	-37	373635	103968	0	5	0	0	50	4	9463824	3.576656e-03	1
KRTAP4-7	NaN	NaN	NaN	190152	49932	0	4	0	0	50	28	19093176	3.768126e-03	1
S100A3	1454773	186	26	128934	32148	0	2	0	0	50	6	9307359	3.772341e-03	1
PRB1	175992	673	-18	386802	131328	0	6	0	0	50	17	12846204	3.804579e-03	1
VWC2L	52906	1018	-1	281124	68229	0	4	0	0	50	8	10869444	3.938533e-03	1
TGIF1	444864	153	17	497097	165699	0	3	0	0	50	3	11874753	4.040096e-03	1
KRT13	1445853	325	-22	557973	163818	0	7	2	0	50	8	9173808	4.137049e-03	1
SLC5A12	52729	921	-8	761121	220248	0	6	1	0	50	5	11625606	4.148845e-03	1
IGFBP6	1726226	177	38	283518	94563	0	2	0	0	50	6	10582677	4.218506e-03	1
ISL1	27991	1083	-28	433656	115254	0	4	0	0	50	9	13180680	4.376418e-03	1
CSGALNACT2	450604	563	-9	674595	173394	0	7	1	0	50	5	6845130	4.467200e-03	1
TNFSF8	241285	318	-9	287964	79857	0	4	0	0	50	5	9633456	4.608118e-03	1
ZIC2	323784	500	35	629622	194769	0	4	0	0	50	3	8517168	4.615827e-03	1
AGPS	378489	434	26	833967	220248	0	6	0	0	50	5	11153646	4.840647e-03	1
ZFP41	1657385	389	19	242991	63270	0	4	0	0	50	10	9706986	5.207561e-03	1
ANAPC5	959300	258	39	944262	252054	0	4	0	0	50	4	12238299	5.444781e-03	1
QRICH2	1650351	209	21	1997109	600723	0	8	0	0	21	1	6485688	5.682378e-03	1
RAET1L	402308	382	51	302328	84474	0	4	0	0	50	9	10726317	5.984595e-03	1
ABCG4	1258103	195	57	790020	234441	0	6	0	0	50	5	11279673	5.986424e-03	1
CAPN5	403200	395	38	790020	221103	0	5	0	0	50	5	11708712	6.041880e-03	1
CCDC132	260737	785	8	1252917	309168	0	7	0	0	50	8	11410146	6.130559e-03	1
CTCFL	181464	562	10	833796	208620	0	8	0	0	14	0	2647422	6.152805e-03	1
KLRK1	378365	334	-0	287451	60876	0	3	0	0	50	10	10423989	6.225673e-03	1
PARD6B	480540	161	43	451269	126882	0	4	0	0	50	9	7893018	6.350016e-03	1
ERLIN2	619400	326	9	450756	114057	0	4	0	0	50	8	13858866	6.509406e-03	1
RRN3	564013	463	22	826614	212724	0	7	0	0	50	7	8821377	6.753836e-03	1
PBX2	2119974	392	28	525996	153729	0	4	0	0	50	7	11419551	6.855913e-03	1
IL25	1220624	456	31	218709	62928	0	2	0	0	50	16	11962305	6.889544e-03	1
NSD1	948717	227	42	3282687	913140	0	8	2	0	50	4	12160494	6.890141e-03	1
MKL1	578345	228	55	1103805	355167	0	7	2	0	50	9	10374057	6.909914e-03	1
RSPH3	514213	348	42	679554	198189	0	4	0	0	50	4	9048123	7.036116e-03	1
RPTN	486922	468	25	987012	225207	0	5	1	0	50	6	9324117	7.042491e-03	1
HLA-C	3244502	401	38	448191	132012	0	3	1	0	50	7	7538364	7.086870e-03	1
C17orf64	436889	204	1	297540	78489	0	3	0	0	50	8	9256059	7.100450e-03	1
IL9R	NaN	NaN	NaN	636120	183654	0	5	0	0	50	28	19226898	7.318812e-03	1
ATG10	156562	717	25	284544	69939	0	2	0	0	50	12	22067379	7.345765e-03	1
OR2T35	141426	710	-10	378936	119700	0	2	0	0	50	12	14412906	7.647461e-03	1
DAZAP1	2352825	221	38	543951	154242	0	4	0	0	50	2	8804448	7.690848e-03	1
TMCC3	242132	576	26	579690	162108	0	4	0	0	50	5	12024549	7.705826e-03	1
RFPL3	413546	556	-16	380646	110808	0	4	0	0	14	0	3335697	7.818484e-03	1
RG9MTD1	549735	614	11	499320	124488	0	3	0	0	50	4	10262052	7.867694e-03	1
TIGD2	147602	529	24	641250	168264	0	4	0	0	50	2	9682020	7.895585e-03	1
OLIG1	801943	554	66	300105	119016	0	2	0	0	50	7	9726138	7.927210e-03	1
TMEM121	689089	298	41	362862	129618	0	2	0	0	50	6	10137906	7.964701e-03	1
H2AFJ	340728	578	-4	148086	51984	0	2	0	0	50	5	7562133	7.969667e-03	1
RCAN3	470059	348	28	304209	76437	0	2	0	0	50	8	9893034	8.018303e-03	1
MPRIP	783403	214	11	1306611	358587	0	6	0	0	50	8	11679300	8.170084e-03	1
SLC5A3	823351	574	88	853119	253422	0	5	0	0	50	4	10322928	8.233752e-03	1
KCNK5	181911	634	29	598842	178866	0	4	0	0	50	11	10165950	8.292904e-03	1
TSFM	1160849	344	39	452124	135774	0	4	0	0	50	5	9691083	8.370057e-03	1
H2BFM	NaN	NaN	NaN	187758	55917	0	3	0	0	50	28	19099161	8.396194e-03	1
CNPY3	1143209	203	41	344565	95076	0	3	0	0	50	15	8515800	8.479854e-03	1
MTRR	66042	1013	-9	896211	252909	0	5	1	0	50	9	10162872	9.105500e-03	1
CUL3	255624	463	20	970938	243333	0	6	0	0	50	10	12078414	9.123135e-03	1
CDC27	955548	395	18	1042416	273429	0	4	0	0	50	12	10470843	9.159489e-03	1
ARF5	411207	619	-7	226917	62928	0	4	0	0	50	10	7228341	9.214776e-03	1
DLX2	534370	295	34	389709	120726	0	2	0	0	50	7	10460241	9.253265e-03	1
FAT1	351973	513	-13	5535954	1579869	0	12	2	0	50	5	11521980	9.266964e-03	1
GRHL1	913916	234	40	780102	203319	0	5	0	0	50	9	12911013	9.853921e-03	1
NUDT11	118616	NaN	31	198531	57969	0	2	0	0	50	7	10496493	9.867048e-03	1
ZNF559	401242	705	-65	672201	165528	0	2	0	0	50	6	14725665	9.999544e-03	1
HCFC1R1	1443513	234	49	169803	53352	0	4	0	0	50	13	9104040	1.012107e-02	1
ZNF385B	65074	927	-3	589608	167067	0	2	0	0	50	4	10514790	1.019011e-02	1
IL1RL2	238921	541	8	720423	188613	0	4	0	0	48	5	11672460	1.031913e-02	1
CPEB4	164298	381	43	894501	247437	0	4	0	0	50	5	10356957	1.040249e-02	1
MAP3K9	247989	426	43	1342008	404757	0	4	0	0	48	2	11420235	1.042149e-02	1
RUFY3	262894	589	25	961875	252909	0	7	0	0	50	10	11659977	1.047094e-02	1
CACNG4	293409	491	-23	394839	117135	0	4	0	0	50	12	14093307	1.055813e-02	1
SGMS1	295850	573	28	508896	136458	0	4	0	0	50	6	11210247	1.060804e-02	1
TRIML1	32696	595	-20	577125	154926	0	4	0	0	50	3	8701848	1.070604e-02	1
NR2F2	94682	983	-22	519156	149796	0	3	0	0	50	8	13933764	1.094259e-02	1
PRKAG2	600611	437	20	709137	198873	0	5	0	0	50	8	10757097	1.098337e-02	1
ATE1	233024	427	-3	714096	176472	0	3	0	0	50	2	9389097	1.106241e-02	1
LAMB1	481432	406	11	2245572	572337	0	10	0	0	33	4	8993232	1.107882e-02	1
KDELR3	1466610	215	23	288135	80199	0	3	0	0	50	9	7654644	1.121213e-02	1
ONECUT1	294072	514	18	553014	166212	0	3	0	0	50	4	10168002	1.124210e-02	1
WDR54	1069803	343	45	410229	124317	0	3	0	0	50	7	9534105	1.128217e-02	1
RBM3	817501	NaN	29	201267	54207	0	2	0	0	50	8	9982125	1.144901e-02	1
CENPL	441912	417	9	478287	133722	0	3	0	0	50	8	13330476	1.165712e-02	1
CD86	557964	715	39	417753	102429	0	3	0	0	50	7	9004176	1.204057e-02	1
PBRM1	1217701	231	47	2056446	519327	0	6	0	0	48	8	10785483	1.210610e-02	1
NCR2	338294	510	40	333621	102942	0	2	0	0	50	8	8522298	1.223671e-02	1
PSG5	307971	178	-25	408519	118845	0	3	0	0	50	8	10245807	1.252414e-02	1
CD3EAP	1259254	191	39	602604	188955	0	2	0	0	50	4	10475289	1.255507e-02	1
PCDHB10	915569	724	-11	929727	303012	0	6	0	0	50	16	11546091	1.272240e-02	1
SLC10A4	310162	396	52	507015	171171	0	2	0	0	50	5	9687150	1.290216e-02	1
SERPINB2	152044	522	12	519840	134748	0	4	0	0	50	10	12589020	1.291249e-02	1
C9orf24	478815	302	38	382698	89775	0	4	0	0	50	6	8342235	1.297317e-02	1
ARRB1	740999	252	46	531126	144495	0	5	0	0	50	6	10518723	1.342532e-02	1
IL17RB	475623	578	42	627057	168606	0	2	0	0	50	4	9992385	1.350630e-02	1
GDPD5	567353	205	40	741114	222300	0	2	0	0	50	2	9452367	1.360651e-02	1
C19orf40	481910	448	-16	263853	76779	0	2	0	0	50	5	8951508	1.365829e-02	1
ZNF700	719617	678	-1	929385	220248	0	4	0	0	50	2	10813185	1.370050e-02	1
ACER1	943949	407	31	332082	87039	0	4	0	0	50	10	8686287	1.396603e-02	1
CADM2	8467	1155	-19	566865	158004	0	3	0	0	50	4	9946215	1.424462e-02	1
SEC14L2	676863	214	52	549765	143811	0	2	0	0	50	6	10476315	1.439598e-02	1
CAMK1D	326642	556	35	504279	127224	0	4	0	0	50	6	9471348	1.451427e-02	1
DARS	440321	410	30	643644	159714	0	3	0	0	50	6	10236060	1.462735e-02	1
SGK2	345777	303	4	531297	149967	0	4	0	0	50	10	10220670	1.463962e-02	1
OR8D1	154391	921	-14	363888	111150	0	3	0	0	50	10	9300519	1.466907e-02	1
MARCKS	217954	608	16	385776	128763	0	2	0	0	50	9	10813014	1.481512e-02	1
FAM13B	992763	396	39	1207602	293949	0	5	0	0	50	4	7494246	1.490284e-02	1
LRBA	207641	848	17	3555432	967176	0	6	1	0	50	2	9038034	1.502209e-02	1
SPOCK1	216344	646	26	557802	138852	0	3	0	0	50	4	8424315	1.511912e-02	1
PEBP1	637549	608	17	231021	64467	0	3	0	0	50	7	9155511	1.512028e-02	1
GSTT1	748735	202	66	292581	87552	0	4	0	0	50	9	7786485	1.542713e-02	1
ABRA	113560	708	18	463068	127908	0	4	0	0	50	4	9236907	1.542808e-02	1
PUS3	611330	414	14	591318	156636	0	3	0	0	50	5	9761193	1.559739e-02	1
SEPT7	355149	577	33	569259	128421	0	3	0	0	50	10	11939391	1.576795e-02	1
MYPOP	874987	198	41	450927	168777	0	2	0	0	50	7	10020942	1.580444e-02	1
POU4F2	38882	987	-10	484101	148941	0	2	0	0	50	8	11294208	1.599955e-02	1
TGIF2	1019481	176	62	277875	92511	0	2	0	0	50	5	8808894	1.601399e-02	1
POLM	1151124	282	56	596790	186561	0	5	0	0	50	6	11166129	1.606920e-02	1
PBX1	61567	624	-24	534717	145008	0	3	0	0	50	6	9903465	1.625857e-02	1
NIT1	689033	250	23	468540	143982	0	4	0	0	50	6	9160299	1.628129e-02	1
PICK1	1478013	200	76	523431	141417	0	5	0	0	50	5	8784099	1.631087e-02	1
SLC40A1	446631	511	-2	688617	206055	0	6	0	0	50	10	10096524	1.659210e-02	1
POLR2J	642828	230	65	149967	38817	0	2	0	0	50	11	7496469	1.675992e-02	1
SENP8	1132082	352	26	262998	66861	0	3	0	0	50	8	10003158	1.678713e-02	1
THUMPD2	117341	739	-8	632700	162450	0	2	0	0	50	6	11192805	1.679190e-02	1
CTTNBP2NL	559406	335	23	766764	226404	0	5	0	0	50	9	10300698	1.696752e-02	1
SAMD14	1237828	210	23	538308	168606	0	4	0	0	50	8	10611747	1.700616e-02	1
UGT1A1	NaN	NaN	NaN	643815	187245	0	5	0	0	50	28	19230489	1.711472e-02	1
EMG1	2704950	211	47	300105	86697	0	2	0	0	50	9	12777804	1.715315e-02	1
DNAJC5G	1242113	182	45	243333	59337	0	2	0	0	50	9	10140300	1.727181e-02	1
TBC1D7	258474	423	35	372438	94392	0	4	0	0	50	5	8937999	1.730098e-02	1
HECW1	496063	617	13	1979496	551133	0	7	1	0	50	2	8976303	1.732073e-02	1
DHRS4	984811	442	23	340119	104652	0	4	0	0	50	18	12406563	1.745879e-02	1
ERRFI1	387339	207	26	553698	165015	0	3	0	0	50	8	11966409	1.756724e-02	1
ACVR2A	90992	951	-2	646551	165015	0	3	0	0	50	5	9842760	1.759037e-02	1
CD300A	491117	504	7	366111	107901	0	3	0	0	50	12	8746650	1.761358e-02	1
HSP90B1	1190703	281	40	1018647	253593	0	6	0	0	50	8	12797469	1.769624e-02	1
TNFSF10	319022	263	23	357219	86013	0	3	0	0	50	7	12279852	1.778810e-02	1
MET	558228	262	2	1735650	473841	0	17	0	0	15	5	3872124	1.783127e-02	1
CACNG2	1202913	359	42	392274	112518	0	3	0	0	50	4	10947591	1.784123e-02	1
PRKCI	361822	270	18	768474	185193	0	3	1	0	50	9	11161854	1.788620e-02	1
LRRIQ3	58597	1188	-18	785916	189297	0	2	0	0	50	4	11241027	1.794538e-02	1
SLC43A3	923815	191	-3	600381	179379	0	5	1	0	50	10	8627292	1.804584e-02	1
LCN12	1979517	188	34	241110	68229	0	3	0	0	50	9	10109349	1.815984e-02	1
CYHR1	2043455	200	36	561222	175446	0	4	0	0	50	4	8131050	1.824803e-02	1
CA9	1202125	248	37	554211	175275	0	2	0	0	50	1	9984690	1.826884e-02	1
FGF21	1635420	190	44	244188	83106	0	4	0	0	50	12	10121832	1.832778e-02	1
C15orf52	872646	184	42	646722	198189	0	5	0	0	50	6	9776412	1.842759e-02	1
PSMC3IP	1884163	177	38	286425	65493	0	2	0	0	50	9	11444859	1.899909e-02	1
TMEM52	1434423	233	27	246924	85500	0	2	0	0	50	8	9652437	1.905100e-02	1
ZNF709	1754294	593	-0	806778	187416	0	5	0	0	50	11	11821230	1.914392e-02	1
ACADL	190249	696	2	538650	145179	0	3	0	0	50	7	9703395	1.921985e-02	1
BCKDHA	1104034	376	38	550620	153216	0	4	0	0	50	3	8449110	1.934223e-02	1
GIPR	950605	194	45	569943	175446	0	5	0	0	50	5	9135675	1.936411e-02	1
TFPI	50680	404	-4	447507	103968	0	2	0	0	50	8	8902260	1.948225e-02	1
GHDC	2129732	206	30	659376	219906	0	3	1	0	50	5	10630557	1.949307e-02	1
POLDIP2	1405196	214	10	456570	131328	0	5	0	0	50	10	10807542	1.953531e-02	1
CLK4	492630	675	17	623295	142101	0	3	0	0	50	5	10780866	1.953886e-02	1
POMC	319647	280	37	322335	94221	0	3	0	0	50	11	8852499	1.978003e-02	1
KRT83	936407	213	42	603630	174078	0	3	0	0	50	7	11385351	1.985387e-02	1
CR1L	386490	361	13	709821	191007	0	7	0	0	50	6	11395269	1.990263e-02	1
OR7E24	398878	582	-50	404244	119016	0	3	0	0	50	15	14941125	2.015872e-02	1
C1orf35	702621	391	5	331911	89775	0	2	0	0	50	3	8172603	2.026766e-02	1
RAF1	408529	172	32	813105	218538	0	6	0	0	50	7	8996310	2.053241e-02	1
AR	106188	NaN	-7	1113552	329517	0	4	0	0	39	3	8377632	2.059438e-02	1
KBTBD6	314264	337	66	804555	234270	0	4	0	0	50	7	10911339	2.068002e-02	1
EEF2	2173603	207	30	1050795	300960	0	5	0	0	50	6	10180485	2.083306e-02	1
PHF20L1	195342	773	-4	1327302	329688	0	5	0	0	50	3	9370458	2.105178e-02	1
CAMK1	954590	264	39	521208	123633	0	3	0	0	50	4	12651948	2.111644e-02	1
LGI4	745516	357	-9	634410	209988	0	5	0	0	50	6	8577360	2.140948e-02	1
BLMH	516668	184	26	584991	139365	0	2	0	0	50	2	10567287	2.150196e-02	1
EXPH5	369515	500	13	2415717	657153	0	5	2	0	50	3	10360035	2.158123e-02	1
LHFPL4	858637	425	36	295317	90459	0	2	0	0	50	12	10685277	2.168212e-02	1
FAM59A	268182	781	-5	1048743	310707	0	3	0	0	50	2	10524879	2.181092e-02	1
TSGA10	504327	770	19	891936	216657	0	3	0	0	50	7	9911331	2.183131e-02	1
ANTXR2	62176	905	6	629109	177840	0	2	0	0	46	4	8259471	2.184237e-02	1
TMEM176B	734961	689	14	329688	101232	0	2	0	0	50	6	9371313	2.246137e-02	1
PCDH20	3527	1075	-43	1122444	344736	0	6	0	0	50	5	9760509	2.255224e-02	1
UBC	1090586	206	33	815841	242991	0	6	0	0	50	7	8581806	2.301693e-02	1
KRTAP26-1	6302	1011	-69	248292	76437	0	3	0	0	50	5	6414210	2.311743e-02	1
MRPL22	516166	461	38	263682	68229	0	2	0	0	50	13	12425031	2.312036e-02	1
MRGPRX3	631291	436	20	376884	122265	0	3	0	0	50	7	11915793	2.318072e-02	1
CDKAL1	132584	883	10	729144	192204	0	4	0	0	50	4	10271799	2.327578e-02	1
MST1	1551582	271	48	900828	253422	0	3	0	0	30	1	7284258	2.337159e-02	1
OR4A16	1067	1102	-42	391419	113886	0	3	0	0	50	5	9571212	2.342744e-02	1
C3AR1	142724	300	23	572508	172881	0	3	0	0	50	2	9866529	2.344823e-02	1
NEUROD6	48298	883	-4	411768	110466	0	3	1	0	50	10	10826010	2.353868e-02	1
THRAP3	742773	170	31	1164339	327465	0	5	0	0	50	4	9335916	2.354486e-02	1
PLEKHB2	461881	331	16	283347	74214	0	2	0	0	50	8	9719469	2.355205e-02	1
FAM60A	317612	468	6	282321	69597	0	3	0	0	50	9	9885852	2.366466e-02	1
MRGPRX1	561250	695	15	375687	122436	0	4	0	0	50	7	9418338	2.379618e-02	1
GPR123	296872	499	-10	659034	214605	0	2	1	0	50	7	11943495	2.397939e-02	1
GTSE1	506667	205	35	882018	279414	0	5	0	0	50	3	9093951	2.407457e-02	1
OSTalpha	1042183	210	51	410571	130644	0	2	0	0	50	9	7921404	2.426085e-02	1
FGF3	783792	561	37	278217	95247	0	2	1	0	50	6	8892855	2.426670e-02	1
FCAR	914047	573	-19	393642	93195	0	3	0	0	50	12	9925524	2.429697e-02	1
KCNJ15	109140	246	56	451440	129276	0	2	1	0	48	10	9254862	2.474041e-02	1
DAPP1	204991	693	19	356877	93024	0	2	0	0	50	5	8630883	2.501669e-02	1
CHRM2	72122	1001	-25	560196	160569	0	4	0	0	50	5	12257793	2.518634e-02	1
SP8	109058	730	11	583281	203148	0	2	0	0	50	9	12643056	2.534475e-02	1
HNRNPUL2	2425755	248	51	925452	252396	0	4	0	0	50	7	9610371	2.565683e-02	1
VHL	825905	170	39	255816	77634	0	2	0	0	50	7	8380710	2.583440e-02	1
SMPD2	328699	559	47	522063	149967	0	2	1	0	50	5	8636697	2.691180e-02	1
C1orf21	258985	642	-7	161937	34029	0	1	0	0	50	5	13157766	2.730758e-02	1
LGALS9	186737	462	-5	443574	124830	0	3	0	0	50	3	8459541	2.747781e-02	1
FAM71E1	1038277	491	30	277020	89262	0	3	0	0	50	9	10031202	2.767050e-02	1
ZNF502	433000	541	28	680751	162108	0	3	0	0	50	7	8475273	2.780075e-02	1
KCNS2	440962	550	28	570456	167238	0	2	0	0	50	8	10024191	2.784433e-02	1
GBAS	760564	642	11	369873	91314	0	2	0	0	50	17	11069172	2.792732e-02	1
CCR3	212198	634	46	449730	134577	0	2	0	0	50	2	7093593	2.834065e-02	1
SBDS	485411	355	34	314640	79857	0	2	0	0	48	6	8084196	2.847926e-02	1
KRTAP19-7	22916	1048	-79	76437	21546	0	2	0	0	50	8	7809228	2.855740e-02	1
NUDT13	539834	354	40	440154	119529	0	3	0	0	50	4	9020250	2.858311e-02	1
ACY1	1045639	224	36	514710	143469	0	3	1	0	50	12	8550513	2.894411e-02	1
GNAZ	NaN	NaN	NaN	428013	121923	0	4	0	0	50	28	19165167	2.904757e-02	1
STMN4	360513	561	6	279585	66690	0	2	1	0	16	4	3194964	2.944595e-02	1
PON2	137217	333	-1	440496	122265	0	2	0	0	44	6	10674504	2.957518e-02	1
TAF1B	909213	197	43	758385	177840	0	5	0	0	50	7	9860373	2.976933e-02	1
P2RY1	224331	861	8	442548	133038	0	3	0	0	50	4	9086940	2.990443e-02	1
RP2	705104	NaN	42	436050	112347	0	3	0	0	50	7	11804814	3.005692e-02	1
AHCY	962066	151	50	536427	148428	0	4	1	0	50	14	10922112	3.013245e-02	1
ABHD10	239044	250	10	374661	107046	0	3	0	0	50	7	10134315	3.045415e-02	1
TP53TG5	1037999	382	35	361665	96444	0	3	0	0	50	5	8371305	3.054413e-02	1
HOXA2	356045	385	28	449388	132867	0	2	0	0	50	12	10909116	3.072331e-02	1
KRTAP10-7	874480	461	25	445284	128763	0	3	0	0	31	14	7364799	3.101114e-02	1
NPS	470657	703	-30	113202	31464	0	1	0	0	50	6	8960571	3.102509e-02	1
HAO1	67871	715	-23	454860	131499	0	2	0	0	50	5	9934074	3.156365e-02	1
TAL2	215119	773	-2	130131	38646	0	1	0	0	50	6	10212633	3.159154e-02	1
SLC6A13	316827	557	28	746928	209817	0	4	0	0	21	0	4474557	3.160052e-02	1
GPHN	262406	846	19	957087	273087	0	4	0	0	50	4	10427751	3.160914e-02	1
OTOP1	178901	584	34	728802	225891	0	3	1	0	50	8	9884826	3.168413e-02	1
LRRC1	256818	437	30	650655	183996	0	3	0	0	50	10	10895094	3.198775e-02	1
PABPC3	436184	650	30	751545	222129	0	2	0	0	26	1	5543820	3.245895e-02	1
ATXN1	109777	623	30	951615	306261	0	4	0	0	50	15	10984527	3.248421e-02	1
CENPK	424356	444	25	353115	80883	0	2	0	0	50	11	11698794	3.287014e-02	1
HSPBP1	1035412	209	5	432630	135774	0	2	0	0	50	10	8261694	3.320110e-02	1
UBE2N	380369	364	15	189810	51813	0	2	0	0	50	5	12995658	3.351221e-02	1
MRPL2	1239021	301	42	366624	116622	0	2	0	0	50	12	14189067	3.367200e-02	1
COX7A1	978272	326	6	102258	28044	0	1	0	0	50	5	7254675	3.408527e-02	1
TTC8	162049	703	-6	655785	168093	0	3	0	0	50	3	10680831	3.415220e-02	1
GRAMD1A	821282	419	-46	893475	261288	0	5	0	0	50	8	9399870	3.419773e-02	1
RBP2	232582	754	21	174591	40356	0	2	0	0	50	4	10557027	3.420428e-02	1
C17orf80	205112	251	-15	751716	208107	0	2	0	0	50	8	11372013	3.425137e-02	1
SLC35F2	392825	538	12	459306	132183	0	3	0	0	50	5	9673812	3.448329e-02	1
TMEM167A	230539	717	8	94905	23598	0	2	0	0	44	8	8067267	3.476149e-02	1
MITF	48041	436	-15	749493	192375	0	2	0	0	50	7	10703061	3.477513e-02	1
