gene	expr	reptime	hic	N_nonsilent	N_silent	N_noncoding	n_nonsilent	n_silent	n_noncoding	nnei	x	X	p	q
CSMD3	9197	1295	-29	4834302	1289610	0	124	21	0	6	25	2244046	1.346577e-03	8.758320e-01
BAGE	NaN	NaN	NaN	60342	16020	0	3	0	0	50	91	19838812	1.435426e-03	9.025004e-01
FAM5C	6711	1261	-26	980780	262906	0	28	3	0	19	23	3252594	1.546889e-03	9.412072e-01
PACRGL	42454	1252	22	289072	81524	0	5	0	0	50	43	10430444	1.636713e-03	9.429277e-01
PPFIA1	514596	530	44	1565510	421504	0	13	0	0	50	22	9917270	1.649699e-03	9.429277e-01
ADAM2	12694	576	-2	988790	234070	0	12	2	0	50	76	14131776	1.789453e-03	9.927252e-01
LEPROT	239577	511	-3	169456	48416	0	4	0	0	50	39	10039200	2.274440e-03	1
ZNF80	410007	614	10	349770	89178	0	7	1	0	50	45	10733934	2.274742e-03	1
GLUD2	339278	NaN	-6	690818	205768	0	9	2	0	50	23	8500746	2.391055e-03	1
RSRC1	196207	1080	-3	439838	116056	0	8	0	0	31	19	5711486	2.477027e-03	1
PNLIPRP3	127796	855	-19	618550	155750	0	12	1	0	50	65	11616102	2.583252e-03	1
RIMS2	198819	1035	-8	1817024	498400	0	23	2	0	24	22	6301378	2.836725e-03	1
RHAG	66931	1248	-6	529372	147740	0	9	2	0	50	55	8745496	3.116856e-03	1
CUL3	255624	463	20	1010684	253294	0	12	1	0	50	60	12572852	3.232819e-03	1
CRP	737948	602	-2	282664	79922	0	6	0	0	50	24	11545970	3.337422e-03	1
OR5AU1	730598	357	36	446424	134568	0	6	1	0	50	24	12278796	3.514952e-03	1
SPANXN1	2363	NaN	-22	97722	21360	0	5	0	0	50	145	12447718	3.680852e-03	1
APOBEC1	237142	672	14	312034	77252	0	7	1	0	50	43	11340914	3.694469e-03	1
ADAMTS12	373086	875	7	2054120	551266	0	35	6	0	38	43	7201702	4.283102e-03	1
COL11A1	37620	742	-20	2396948	722680	0	46	8	0	9	15	2247784	4.283971e-03	1
TGIF2LX	8315	NaN	-35	303846	87042	0	12	1	0	50	142	12055940	4.620802e-03	1
ZFP42	19937	551	-33	392312	108046	0	8	0	0	50	60	10738384	4.655161e-03	1
OR5M9	NaN	NaN	NaN	383946	113208	0	9	0	0	50	91	19936000	4.675178e-03	1
SLC28A1	355337	291	25	861520	252938	0	10	1	0	50	48	13488306	4.891181e-03	1
LRRC7	298237	695	-26	1983632	532576	0	33	5	0	35	51	7819006	4.998546e-03	1
SEPT14	841217	627	-10	577610	135280	0	7	1	0	8	2	2741734	5.127744e-03	1
OR51B2	100115	1056	1	388396	115166	0	12	0	0	12	7	1457820	5.137271e-03	1
VN1R5	352232	742	-15	445534	127448	0	9	2	0	50	49	7806546	5.379385e-03	1
UGT3A2	173490	614	-9	670170	182094	0	10	1	0	50	49	12740350	5.491766e-03	1
COL22A1	5667	846	-22	2076904	666254	0	36	5	0	16	22	3359216	5.741980e-03	1
OR2AK2	NaN	NaN	NaN	409934	127804	0	8	1	0	50	92	19950596	6.338251e-03	1
ASB5	134663	504	-4	422928	119616	0	9	0	0	50	51	11565906	6.553766e-03	1
GLRA4	485629	NaN	43	625314	164472	0	7	0	0	50	17	9183554	6.690495e-03	1
CROT	222199	876	3	847102	216092	0	8	0	0	28	18	6655242	7.121100e-03	1
CNOT4	579978	407	19	860986	240656	0	8	1	0	50	45	11005562	7.282943e-03	1
AMPH	167080	639	7	905842	252938	0	11	2	0	50	43	10851770	7.472347e-03	1
CD163	665695	608	13	1490750	396940	0	13	3	0	30	17	5855310	7.611971e-03	1
USP29	311003	924	-64	1174444	306338	0	18	1	0	16	15	3278404	7.671506e-03	1
RNF186	559698	259	28	271272	93984	0	3	0	0	50	28	11333438	7.750396e-03	1
PYHIN1	97254	914	6	648632	173728	0	13	1	0	50	48	8781096	8.128594e-03	1
MMP8	530224	567	-10	615168	154860	0	8	1	0	50	28	8591882	8.278662e-03	1
WHSC1L1	802555	253	46	1909940	488254	0	16	1	0	50	21	9909438	8.526502e-03	1
TDRD5	599875	613	-9	1263088	344252	0	15	2	0	38	36	7824524	8.699632e-03	1
ZBBX	69051	928	-23	1068178	253472	0	17	1	0	14	20	3554838	8.736601e-03	1
COX19	765060	346	34	125668	25454	0	2	0	0	50	19	10430444	8.844758e-03	1
SPHKAP	93607	615	-9	2150418	599148	0	36	3	0	42	42	8085116	9.220242e-03	1
HS6ST1	406221	635	24	507656	155572	0	5	0	0	50	23	10409440	9.264321e-03	1
ADCYAP1R1	364216	631	7	622644	161802	0	9	2	0	46	30	9049342	9.472583e-03	1
CERK	404043	265	-1	699006	188502	0	6	1	0	50	40	12203502	9.557371e-03	1
ANKRD46	1144761	214	67	288894	84372	0	3	0	0	50	22	10313676	1.006812e-02	1
GABRA2	69760	992	3	588290	155038	0	13	2	0	49	70	10246392	1.019873e-02	1
CLVS2	138384	1106	-26	419724	114276	0	11	1	0	19	59	7044528	1.033760e-02	1
TMEM97	1405196	214	10	224458	63368	0	2	0	0	50	27	11249956	1.055274e-02	1
RXRG	291474	623	-10	616414	175508	0	7	1	0	50	34	10455186	1.060526e-02	1
KRTAP10-7	874480	461	25	463512	134034	0	7	0	0	50	43	11319198	1.088879e-02	1
OR10G8	158396	830	-10	376826	122998	0	10	1	0	50	103	11924220	1.117585e-02	1
ZNF323	273498	502	33	526880	133678	0	8	1	0	50	33	9493986	1.156800e-02	1
LENEP	1612870	224	35	77252	25276	0	2	0	0	50	29	9244252	1.166506e-02	1
OR6F1	191710	995	-32	375046	119972	0	13	2	0	11	35	4134050	1.199570e-02	1
CCDC83	361760	380	3	600038	136348	0	7	0	0	50	38	9869388	1.201309e-02	1
ALPK2	204534	290	67	2740844	762730	0	18	2	0	43	29	10294452	1.208760e-02	1
LEPR	178338	528	-8	1618910	409222	0	15	2	0	50	42	11758502	1.247151e-02	1
PIK3CG	171312	700	32	1403886	384480	0	19	4	0	17	12	3776092	1.248367e-02	1
ADRA2B	792336	366	41	538628	179068	0	6	0	0	50	20	12967834	1.280661e-02	1
ADAM18	175645	764	4	989502	237630	0	14	3	0	47	55	9753154	1.280759e-02	1
LCN8	1898901	190	39	202208	55714	0	3	0	0	50	27	12444336	1.322367e-02	1
LRP1B	8988	1120	-11	6100594	1460846	0	103	17	0	8	31	4063918	1.351356e-02	1
MAGEB2	74310	NaN	16	397652	117124	0	9	1	0	50	58	10222718	1.415992e-02	1
PLA2G5	528859	466	24	182984	48238	0	3	0	0	50	31	9410504	1.448345e-02	1
TYROBP	1060028	321	47	146316	45924	0	3	0	0	50	36	9648846	1.453514e-02	1
A4GNT	190056	464	9	431650	118904	0	6	0	0	50	36	11161490	1.468482e-02	1
CPZ	92046	471	35	826988	242614	0	9	2	0	50	21	10843048	1.470283e-02	1
PRR23B	336415	520	11	312034	114098	0	9	2	0	42	48	8216658	1.476912e-02	1
CD5L	116471	778	28	445000	123176	0	8	1	0	15	14	3002148	1.547561e-02	1
NF1	462449	396	26	3711122	991816	0	22	3	0	50	42	10970140	1.555940e-02	1
NUDT11	118616	NaN	31	206658	60342	0	2	0	0	50	33	10926174	1.601000e-02	1
OR5M3	NaN	NaN	NaN	384124	108224	0	6	1	0	50	92	19931016	1.608848e-02	1
KLK15	655673	589	25	323248	98078	0	4	0	0	50	45	12322050	1.614961e-02	1
TAS2R60	371260	379	1	391422	119082	0	8	0	0	50	41	10143508	1.617239e-02	1
NUDT1	814176	430	38	239054	61054	0	4	0	0	50	15	8780206	1.617433e-02	1
PI16	832054	220	41	572448	183696	0	7	1	0	50	30	11037068	1.644854e-02	1
IRF6	220312	429	18	604844	159844	0	6	0	0	50	45	10887726	1.655012e-02	1
CNGA2	126208	NaN	-2	841228	236918	0	9	2	0	50	50	12540456	1.690524e-02	1
C8orf22	15071	631	-19	112318	27590	0	4	0	0	50	74	9561626	1.692994e-02	1
GBA3	103435	746	22	605912	156640	0	11	1	0	50	144	24106362	1.716244e-02	1
HRAS	1970020	236	42	275010	76896	0	5	0	0	50	25	10129624	1.719673e-02	1
BOLA3	1023516	250	38	180848	37558	0	2	0	0	50	16	9944860	1.721856e-02	1
KIAA0513	517155	273	32	544324	139196	0	5	0	0	50	23	9491672	1.724139e-02	1
OR2T33	18846	936	-35	393558	120150	0	15	3	0	9	12	1335890	1.765163e-02	1
UCHL5	288979	433	-18	449094	100926	0	4	0	0	50	36	9613780	1.770291e-02	1
GP2	243266	848	-5	696692	188680	0	12	2	0	50	43	9923322	1.782257e-02	1
BMP5	68578	483	-9	586688	156106	0	8	1	0	50	61	12274702	1.794725e-02	1
MCF2L2	398145	606	24	1474552	374690	0	14	2	0	50	42	10527810	1.803507e-02	1
FCAR	914047	573	-19	409756	97010	0	8	0	0	22	18	5443952	1.826494e-02	1
CYC1	2720766	211	27	406552	129584	0	5	1	0	31	19	6762042	1.858730e-02	1
ZCCHC3	1010597	348	24	491814	158064	0	4	1	0	35	24	7248160	1.863334e-02	1
CYP1A1	746043	199	41	646674	187968	0	7	0	0	50	38	10971920	1.864356e-02	1
EDNRB	63780	954	31	615524	172660	0	5	1	0	50	39	10882030	1.887530e-02	1
ACSM2B	166410	726	-6	746176	207548	0	13	2	0	24	38	5395002	1.908096e-02	1
SPANXN5	476232	NaN	26	97366	21716	0	3	0	0	50	50	12753700	1.913118e-02	1
TAF1L	567793	334	5	2297090	630832	0	21	3	0	49	42	11943266	1.937013e-02	1
ATXN3	356163	415	27	494662	107690	0	5	0	0	50	41	12485454	1.991184e-02	1
MORF4L2	485629	NaN	43	363832	101282	0	4	0	0	50	17	9183554	2.028616e-02	1
COLEC12	587478	572	14	949096	260414	0	12	3	0	41	26	6902662	2.033376e-02	1
PTCHD3	345745	581	2	959064	277680	0	8	2	0	50	39	10660954	2.093008e-02	1
PABPC3	436184	650	30	782310	231222	0	9	2	0	50	43	13019276	2.141670e-02	1
PTPN18	369510	593	29	594342	175152	0	6	0	0	50	33	10487226	2.166867e-02	1
STAR	705837	277	46	368816	102172	0	4	0	0	50	20	11591894	2.167919e-02	1
TRPA1	19123	936	29	1484342	365434	0	17	5	0	29	34	6086532	2.170193e-02	1
POTEA	236622	755	-37	665720	160378	0	13	2	0	24	41	5904794	2.216364e-02	1
PON1	134258	327	-2	463334	125134	0	8	1	0	8	5	1879146	2.226802e-02	1
YIPF4	396035	325	23	311144	92026	0	3	0	0	50	26	11682852	2.247431e-02	1
CRABP2	1851672	180	37	181560	47526	0	2	0	0	50	24	11737676	2.283515e-02	1
NPVF	254553	444	32	256142	64792	0	4	0	0	50	36	12613614	2.283594e-02	1
SI	13371	1355	-23	2418664	609116	0	46	2	0	10	21	2783564	2.348456e-02	1
HOXC10	1257445	274	23	430760	121930	0	6	1	0	50	28	11203320	2.352529e-02	1
DEFB112	65301	1242	-3	148096	36134	0	3	0	0	50	51	9289108	2.388899e-02	1
DCUN1D1	232043	574	13	353508	76896	0	5	0	0	50	34	8781808	2.393623e-02	1
CLEC4C	206421	467	15	287826	65682	0	5	0	0	50	47	10578184	2.395494e-02	1
COLEC11	253814	371	14	400500	92382	0	4	1	0	50	39	11656864	2.416302e-02	1
WDR17	133039	616	-8	1728202	455324	0	20	4	0	50	52	11632300	2.426764e-02	1
SLURP1	427585	373	34	135102	36846	0	3	0	0	50	36	8786614	2.437868e-02	1
CHST5	488582	225	6	489322	170702	0	6	0	0	50	39	12158646	2.460910e-02	1
NR1H4	191698	787	-6	622644	154326	0	8	1	0	50	50	9877220	2.482610e-02	1
LGALS12	887496	459	31	430048	128516	0	4	0	0	50	28	11274698	2.503951e-02	1
TSSK6	868278	284	7	329300	109648	0	5	1	0	50	30	9578180	2.506299e-02	1
SLC18A3	118787	312	32	624424	229442	0	8	1	0	50	31	10443972	2.578034e-02	1
MLL3	261375	616	16	6249402	1743510	0	31	6	0	50	31	10903034	2.580494e-02	1
APOO	509881	NaN	41	267890	67996	0	3	0	0	50	39	13472464	2.601728e-02	1
CSNK1A1L	156140	631	31	429158	112318	0	5	0	0	50	33	11121796	2.646499e-02	1
OR5AR1	NaN	NaN	NaN	385370	111784	0	6	0	0	50	91	19934576	2.662743e-02	1
CXorf66	66755	NaN	14	459240	126024	0	7	1	0	50	52	10999688	2.665996e-02	1
VRK2	198322	479	8	697404	168210	0	6	1	0	50	37	10850346	2.726726e-02	1
TBC1D7	258474	423	35	387684	98256	0	4	0	0	50	21	9303882	2.743126e-02	1
KIRREL2	1060028	321	47	892136	297082	0	11	1	0	50	36	9648846	2.747102e-02	1
PRKRIR	234429	366	57	971880	257388	0	7	0	0	50	20	10117342	2.801393e-02	1
HEMGN	467637	269	40	628162	157352	0	6	1	0	50	23	9194946	2.821389e-02	1
DEFA5	124400	715	-3	118192	37202	0	2	0	0	50	32	9113600	2.845216e-02	1
OR10Q1	637499	828	-25	388930	125846	0	8	2	0	50	62	8317762	2.848589e-02	1
ABCF3	1460188	257	49	918658	261482	0	9	2	0	50	36	10362448	2.867552e-02	1
GRIK3	361850	626	30	1173554	332326	0	10	3	0	50	36	10874554	2.868160e-02	1
OR6K3	175690	966	2	392312	112852	0	8	0	0	50	69	10704208	2.887806e-02	1
CA11	1597109	242	31	415808	128338	0	5	0	0	50	19	10390750	2.889061e-02	1
KCNJ3	15788	1135	7	629408	179068	0	11	0	0	32	46	7518186	2.924421e-02	1
SMAD4	156084	422	41	714492	192774	0	5	1	0	50	45	12401082	2.947197e-02	1
PDE11A	320610	618	18	1283024	344608	0	12	1	0	38	31	9902852	2.950147e-02	1
CRISP1	70111	1258	-4	336420	79032	0	5	1	0	36	33	6191908	3.036046e-02	1
H3F3B	1885370	198	27	171592	54290	0	3	0	0	50	27	10825960	3.078969e-02	1
OR4K1	420010	827	-51	391600	110360	0	9	2	0	46	51	7403732	3.086897e-02	1
POLDIP2	1405196	214	10	475260	136704	0	3	0	0	50	27	11249956	3.090791e-02	1
SELP	294306	478	6	1084020	281952	0	11	3	0	50	49	11007520	3.169906e-02	1
ENAM	262250	609	16	1457108	391066	0	12	1	0	50	30	10999332	3.209397e-02	1
COX7B2	86349	938	11	105554	27946	0	3	0	0	50	58	11839670	3.216478e-02	1
C11orf54	290677	527	0	351016	90068	0	4	1	0	50	32	9922788	3.218920e-02	1
IMPG2	656520	580	-4	1599508	428624	0	10	2	0	50	22	11529950	3.231698e-02	1
NUCB2	522189	387	19	578678	120862	0	7	0	0	50	44	11030304	3.241818e-02	1
PLEKHO2	556478	205	50	607158	190104	0	5	0	0	50	15	9228944	3.255686e-02	1
MAGEB4	74310	NaN	16	429158	126736	0	6	2	0	50	58	10222718	3.257305e-02	1
AMHR2	1712232	191	56	736208	206836	0	7	2	0	50	27	11267044	3.305885e-02	1
SLCO1B1	518292	799	-25	900680	237808	0	13	2	0	8	6	1488436	3.311018e-02	1
ZNF718	270777	858	-0	624068	149698	0	9	0	0	34	41	7297466	3.326718e-02	1
NCR1	840563	573	-15	393202	109292	0	6	1	0	17	15	5036510	3.362544e-02	1
NOTUM	3814891	211	28	633502	184052	0	6	1	0	50	23	8922606	3.377155e-02	1
HGF	57326	604	17	972592	240122	0	10	2	0	50	53	11730734	3.432815e-02	1
TMEM107	1381225	202	37	188324	55714	0	2	0	0	50	37	14091904	3.444500e-02	1
CLLU1OS	168575	582	19	134746	36134	0	4	0	0	50	36	8913706	3.458471e-02	1
GDA	285414	207	11	600038	156640	0	7	2	0	50	41	8791954	3.474879e-02	1
RTP2	88374	374	24	287114	77074	0	4	1	0	50	37	10264548	3.480646e-02	1
C20orf26	228680	750	-3	1626208	429692	0	23	2	0	28	30	5408174	3.531943e-02	1
TSPO2	145501	611	37	210040	70310	0	3	0	0	50	22	10110400	3.546370e-02	1
SP4	105280	643	26	970812	297438	0	8	0	0	5	2	1380924	3.562911e-02	1
ESRRG	15599	1132	-28	590960	157174	0	12	1	0	23	47	5334126	3.597550e-02	1
OR5M11	NaN	NaN	NaN	375758	113920	0	7	1	0	50	92	19936712	3.618199e-02	1
KRTAP9-4	1149433	468	-14	198292	51086	0	4	0	0	50	39	8417264	3.631217e-02	1
TCEB3B	120831	639	34	928092	279816	0	9	1	0	50	23	10073910	3.666316e-02	1
PCMTD1	63777	905	2	469564	114632	0	7	2	0	50	43	8325950	3.676481e-02	1
OR5M8	NaN	NaN	NaN	388040	111784	0	6	2	0	16	19	3329490	3.681027e-02	1
NUP37	232146	467	9	431294	110716	0	6	0	0	50	34	10675906	3.698563e-02	1
ANKLE2	779125	601	32	1185302	345676	0	9	0	0	10	4	3051454	3.722896e-02	1
PMCH	229712	552	12	216448	55892	0	3	0	0	50	49	11418878	3.726459e-02	1
KDR	175189	706	3	1766650	469208	0	16	5	0	27	26	5535266	3.746652e-02	1
CLRN2	271399	912	37	291742	87932	0	6	0	0	50	40	8801388	3.751714e-02	1
TMEM170B	126262	429	32	166786	50552	0	3	0	0	50	38	12333086	3.756917e-02	1
FAM24A	290558	619	14	137950	36134	0	3	0	0	50	55	15473184	3.780592e-02	1
HIST1H2BF	394491	544	55	156106	48416	0	4	1	0	46	27	5428288	3.833426e-02	1
PCDH11X	123263	NaN	-21	1730872	506588	0	36	6	0	5	11	1591676	3.850414e-02	1
ZNF425	605000	242	27	964582	248132	0	9	0	0	38	21	9441298	3.884458e-02	1
ZNF268	334913	834	6	258634	55892	0	3	0	0	50	57	9958566	3.896339e-02	1
C1orf192	751212	293	30	227662	67106	0	2	0	0	50	23	11038136	3.907490e-02	1
KCNIP4	35439	1264	3	393558	93984	0	5	1	0	50	58	9840552	3.917098e-02	1
CSF2RA	NaN	NaN	NaN	675688	165362	0	7	1	0	50	92	19988154	3.920098e-02	1
LCE2D	169158	818	24	140442	39516	0	4	0	0	50	48	10092066	3.926536e-02	1
PLA2G2E	437659	348	22	186366	50196	0	2	0	0	50	25	9350874	4.018876e-02	1
PDE6H	380047	476	8	112140	28836	0	3	0	0	50	49	10292850	4.020713e-02	1
OR10R2	177013	929	7	410290	127448	0	8	1	0	50	59	10189966	4.038969e-02	1
OR4D11	430021	507	-1	378606	121218	0	6	0	0	50	48	10620548	4.043343e-02	1
CR2	447441	354	30	1405488	386082	0	12	4	0	46	28	9057174	4.085503e-02	1
MED28	271066	989	32	229264	64970	0	4	1	0	23	18	4556622	4.097772e-02	1
RNF144A	40925	1103	7	383768	100570	0	7	1	0	50	66	11827566	4.124349e-02	1
FAM71B	166999	1198	18	749914	224102	0	9	2	0	50	36	9627130	4.125644e-02	1
C8orf34	36554	910	-22	568888	142400	0	8	0	0	24	30	4735512	4.160292e-02	1
GABRA6	12083	986	-6	584018	160378	0	8	0	0	50	60	9306374	4.295924e-02	1
DEFB110	70183	1258	-7	154148	29548	0	3	0	0	50	57	9740338	4.323422e-02	1
NES	1851672	180	37	1987192	617660	0	13	3	0	50	24	11737676	4.398497e-02	1
GZMA	222027	430	1	337488	94518	0	4	0	0	50	42	11817420	4.420181e-02	1
OR52N1	203856	922	-5	395516	118192	0	4	1	0	50	40	8503238	4.434483e-02	1
SAGE1	246199	NaN	26	1176046	313280	0	8	2	0	50	48	12692646	4.435185e-02	1
TEX13A	9759	NaN	2	506766	155394	0	8	1	0	50	52	9482950	4.442870e-02	1
EBF1	123440	728	39	768782	211642	0	8	1	0	50	30	9449664	4.454053e-02	1
KLHL22	542099	326	28	796550	233536	0	5	1	0	50	25	10259920	4.490753e-02	1
HOXB8	946208	524	29	306338	86686	0	4	0	0	50	29	8782342	4.491538e-02	1
LIN37	1151198	321	30	327698	87220	0	3	0	0	50	25	9550234	4.565921e-02	1
SLC22A1	653494	449	3	715560	194910	0	5	1	0	48	22	8196366	4.577220e-02	1
RGS5	194452	794	-8	242080	58028	0	3	1	0	11	6	1913856	4.593926e-02	1
SLC17A1	293308	635	30	603954	171414	0	5	1	0	50	33	9068210	4.605988e-02	1
SNRPN	NaN	NaN	NaN	299396	99502	0	5	1	0	26	28	5888062	4.607172e-02	1
VSTM1	798576	338	-46	316306	80456	0	4	1	0	50	37	9318300	4.611562e-02	1
ZDBF2	328087	597	18	2997698	781420	0	19	4	0	25	15	6325764	4.613534e-02	1
AQP12A	1077835	446	25	358848	122820	0	4	0	0	50	43	12954306	4.620479e-02	1
OR4N4	156689	855	-31	389642	117658	0	9	2	0	50	80	10381850	4.631579e-02	1
NDUFB7	1008795	204	26	179246	48238	0	2	0	0	50	31	10273448	4.632064e-02	1
KIR3DL2	987531	620	-23	579568	169100	0	13	4	0	8	4	1005344	4.676146e-02	1
MAGEA4	125659	NaN	-21	391066	120506	0	7	0	0	31	40	5687634	4.736353e-02	1
ANXA6	926280	300	41	901748	231400	0	5	1	0	50	38	11861386	4.737170e-02	1
SLC13A1	99560	955	-15	766646	219118	0	12	1	0	41	69	9819548	4.775611e-02	1
SELT	370681	397	34	258278	67462	0	3	0	0	50	39	9925636	4.781861e-02	1
CCDC141	163273	839	12	1143828	285156	0	16	4	0	50	54	9393772	4.802227e-02	1
KCNG4	582429	364	12	637062	199182	0	7	2	0	25	26	6246910	4.803354e-02	1
SNAI1	575200	181	51	328766	101104	0	4	0	0	50	26	10190856	4.819269e-02	1
XIAP	337935	NaN	14	647208	163404	0	5	1	0	50	27	10841624	4.821713e-02	1
LCE1B	64902	818	18	148096	42542	0	4	0	0	50	53	10337172	4.823898e-02	1
MT1H	661565	143	26	86686	17978	0	2	0	0	49	25	9379532	4.867503e-02	1
CETN1	483873	521	28	221432	56782	0	4	0	0	50	31	10175904	4.896022e-02	1
LOC285033	904852	213	43	153080	47170	0	3	0	0	50	45	12055584	4.900963e-02	1
TRAT1	107009	961	-15	251870	58384	0	7	2	0	7	8	1192422	4.931159e-02	1
SPATA2	589377	181	48	640444	197402	0	6	1	0	50	20	9464082	4.942516e-02	1
KDM6A	59340	NaN	36	1816846	488966	0	7	0	0	24	14	6009814	4.967514e-02	1
SLC39A12	94785	360	-9	889644	244572	0	11	2	0	44	67	10724678	4.968935e-02	1
PDCL3	235908	579	9	316306	78854	0	3	1	0	50	53	11379896	5.005333e-02	1
AP1S1	1044715	199	39	210396	52866	0	2	0	0	50	25	9289464	5.020838e-02	1
STIM1	409663	476	31	881990	240478	0	6	1	0	50	28	9457674	5.031644e-02	1
OR6K2	175690	966	2	399966	120684	0	7	1	0	50	69	10704208	5.036878e-02	1
KIF5A	1347795	303	44	1360810	353864	0	10	1	0	50	50	14807642	5.042209e-02	1
ARHGEF2	1880483	213	32	1249382	376648	0	7	0	0	13	3	2805814	5.044860e-02	1
STK11	2214581	234	29	559988	154504	0	3	1	0	50	34	10242832	5.096265e-02	1
HSPB8	139110	779	3	246174	73692	0	6	1	0	32	22	5791764	5.109101e-02	1
KLRB1	264317	618	7	298506	74760	0	4	0	0	50	58	11154014	5.133729e-02	1
RNASE13	937278	320	20	199716	53934	0	3	0	0	50	26	9737490	5.152477e-02	1
MSMP	922448	190	48	177822	50730	0	2	0	0	50	35	10946288	5.161354e-02	1
OR8H1	10317	969	-43	384658	114098	0	8	1	0	15	26	2954266	5.210674e-02	1
OCIAD2	256817	372	61	213778	48416	0	2	0	0	50	27	10479928	5.211010e-02	1
SPATA8	93099	986	-46	135636	38448	0	5	1	0	13	18	2053052	5.237455e-02	1
OR10A4	427462	681	8	386972	121396	0	8	1	0	50	55	9113956	5.266012e-02	1
SAP30BP	1898715	198	32	413138	104308	0	4	0	0	50	22	10998086	5.274976e-02	1
SULT2A1	881316	336	39	381454	87398	0	3	1	0	50	29	11252448	5.363008e-02	1
HHIPL2	227631	467	-6	916522	263084	0	9	2	0	50	31	8851406	5.386989e-02	1
SPATA4	134663	504	-4	394448	106444	0	6	0	0	50	51	11565906	5.405466e-02	1
GPR87	NaN	NaN	NaN	456392	124066	0	4	0	0	50	91	19946858	5.414528e-02	1
MYEOV	558031	443	37	375758	131542	0	5	1	0	50	43	12912298	5.424025e-02	1
AASDH	639545	594	5	1404954	385548	0	6	2	0	18	4	5717004	5.430648e-02	1
RFC4	449980	384	25	475616	131008	0	5	0	0	50	32	10001464	5.433137e-02	1
C3orf33	304724	473	0	327698	84550	0	3	0	0	50	44	12503432	5.453895e-02	1
CENPP	558433	574	45	379318	99680	0	4	0	0	50	31	10140838	5.456871e-02	1
SPESP1	373553	452	33	443220	121218	0	5	1	0	50	34	9455004	5.458251e-02	1
KCNN3	1958370	559	34	926490	271806	0	5	1	0	50	29	9381668	5.458590e-02	1
DUSP9	1716845	NaN	44	465826	157352	0	2	0	0	50	18	9551836	5.474507e-02	1
NCKAP1L	643138	151	35	1475442	396762	0	12	4	0	50	24	10324712	5.483413e-02	1
HIST1H4B	408919	685	43	124244	43432	0	3	0	0	50	42	8440760	5.513439e-02	1
KNG1	463823	395	37	869530	227306	0	9	1	0	50	46	11996844	5.521145e-02	1
