gene	expr	reptime	hic	N_nonsilent	N_silent	N_noncoding	n_nonsilent	n_silent	n_noncoding	nnei	x	X	p	q
MAMLD1	311047	NaN	16	455943	136914	0	12	0	0	50	15	4278249	4.844397e-10	2.538195e-07
LNP1	376655	410	13	75297	18582	0	9	1	0	10	2	511803	1.939963e-09	9.889617e-07
VGLL3	55913	332	-18	132525	37278	0	9	0	0	50	12	3120921	2.034446e-09	1.009835e-06
KCNN3	1958370	559	34	296685	87039	0	11	1	0	50	11	3004242	2.205446e-09	1.066644e-06
TMCO2	627703	373	18	74499	20748	0	7	0	0	50	15	3441888	2.508217e-09	1.182750e-06
AADACL3	145424	454	23	143355	39786	0	8	0	0	50	9	3147939	2.731054e-09	1.256418e-06
TCF20	1257937	305	43	783465	228684	0	24	3	0	21	16	2350395	2.916002e-09	1.309563e-06
KIF3B	920221	146	58	305463	83733	0	9	0	0	50	11	3319737	3.216839e-09	1.333531e-06
RBM25	456437	274	42	356079	89205	0	10	0	0	50	10	3175527	3.235106e-09	1.333531e-06
SMAD4	156084	422	41	228798	61731	0	11	0	0	41	7	3075150	3.245234e-09	1.333531e-06
ADAD1	227942	612	-14	241110	62757	0	9	0	0	50	8	2915208	3.252170e-09	1.333531e-06
FXR2	2013497	194	29	261915	78033	0	10	1	0	50	18	3347325	4.247157e-09	1.704465e-06
GZF1	188823	688	-22	290643	77349	0	14	1	0	27	9	1586709	5.572049e-09	2.189583e-06
TMCC1	614377	357	40	262713	74841	0	12	1	0	50	16	3939384	8.232737e-09	3.129785e-06
ARFGAP3	722786	187	60	219621	55860	0	9	0	0	50	11	3014844	8.296536e-09	3.129785e-06
GAL3ST2	598219	487	29	155382	51357	0	7	0	0	50	15	4240002	9.523879e-09	3.522341e-06
GABRG1	36353	926	-2	194142	50388	0	8	0	0	50	16	3488742	1.175634e-08	4.181269e-06
C14orf49	202508	475	32	394953	117021	0	10	1	0	50	12	3776934	1.195941e-08	4.181269e-06
SEH1L	436900	355	69	176472	48051	0	8	0	0	50	15	3174957	1.197055e-08	4.181269e-06
HAX1	1653296	236	29	116394	31350	0	6	0	0	50	11	3676614	1.692293e-08	5.803641e-06
CNKSR2	90158	NaN	-2	434283	112233	0	10	0	0	50	22	4698795	1.733331e-08	5.838229e-06
POLR3GL	NaN	NaN	NaN	93252	23883	0	7	0	0	50	29	6371631	1.902386e-08	6.295228e-06
ANP32C	NaN	NaN	NaN	96102	24282	0	6	0	0	50	29	6372030	1.968445e-08	6.401518e-06
LRP10	1177534	225	34	275937	94449	0	10	1	0	50	19	2589909	2.399175e-08	7.670040e-06
NUFIP2	1348501	128	32	282264	77178	0	8	0	0	50	18	3776079	3.061129e-08	9.623168e-06
C15orf24	409752	384	1	98610	29127	0	6	0	0	50	10	3085353	3.850817e-08	1.190723e-05
FGF10	107231	886	-39	85842	22743	0	6	0	0	50	11	2661786	4.463950e-08	1.358049e-05
LILRB1	978578	625	-1	265278	79287	0	10	0	0	14	2	1089954	4.645605e-08	1.390879e-05
CXXC1	247194	379	68	273828	74841	0	10	1	0	50	18	3469590	5.043850e-08	1.486517e-05
TMEM19	259684	393	-11	136230	40071	0	8	0	0	15	2	1077585	5.395762e-08	1.565767e-05
GIGYF1	1884430	247	60	423225	123975	0	15	0	0	39	9	3195819	5.544577e-08	1.584573e-05
TMEM127	904852	213	43	93081	30894	0	6	0	0	50	19	3860496	6.033132e-08	1.698462e-05
OR10A2	427462	681	8	118788	37164	0	6	0	0	50	8	2918514	6.613142e-08	1.829456e-05
NUDT11	118616	NaN	31	66177	19323	0	5	0	0	50	9	3498831	6.692421e-08	1.829456e-05
HFE2	NaN	NaN	NaN	164958	56145	0	8	1	0	31	13	2853078	7.124250e-08	1.919680e-05
FLT3LG	2173457	290	44	95361	31179	0	6	0	0	50	14	3178320	7.501776e-08	1.992937e-05
KIAA0907	1988461	174	32	250173	74556	0	14	0	0	50	14	2947185	1.265721e-07	3.315838e-05
FAM82A1	664248	420	27	310992	78204	0	9	0	0	50	11	3308907	1.304005e-07	3.333418e-05
FTSJ3	1353057	346	20	353400	95304	0	11	0	0	31	12	3152157	1.307777e-07	3.333418e-05
TNFRSF9	381467	207	24	108243	27873	0	7	0	0	50	15	3424332	1.507507e-07	3.791280e-05
LCE4A	169158	818	24	40983	11001	0	4	0	0	50	6	3231729	1.919871e-07	4.736657e-05
CD99L2	287647	NaN	12	112005	29754	0	7	0	0	50	14	3153525	1.933637e-07	4.736657e-05
BIK	624112	241	48	65721	19608	0	5	0	0	50	17	3608556	1.960287e-07	4.740376e-05
HAUS8	945446	386	30	169860	47823	0	7	0	0	50	8	3046878	2.156429e-07	5.148679e-05
SFTPC	587455	196	50	80826	24852	0	6	0	0	50	13	3216225	2.232325e-07	5.263263e-05
TNFSF9	836909	212	21	95988	36537	0	6	1	0	50	13	2703795	2.338943e-07	5.446560e-05
SLC8A2	797690	276	38	363204	115938	0	9	0	0	49	17	3590487	2.431982e-07	5.537195e-05
OR6C75	667726	802	-14	123633	36765	0	6	0	0	50	17	3113967	2.436577e-07	5.537195e-05
CBL	1172813	183	53	369132	106419	0	9	0	0	33	14	2443647	2.931652e-07	6.582956e-05
C16orf62	340032	578	15	408462	106932	0	10	1	0	26	7	1842468	3.020930e-07	6.703622e-05
EGR1	1202314	205	51	211698	68058	0	9	0	0	50	10	3476373	3.120176e-07	6.780971e-05
HTATSF1	374989	NaN	23	319143	74841	0	10	0	0	46	12	3479565	3.127688e-07	6.780971e-05
POP5	1615212	311	34	69426	18126	0	5	0	0	50	14	3313524	3.260307e-07	6.988171e-05
COQ9	749108	159	39	132183	37620	0	6	0	0	50	9	2941827	3.426628e-07	7.262141e-05
HHATL	369022	329	34	206226	60705	0	7	0	0	50	16	3209955	3.495819e-07	7.262903e-05
ST6GALNAC5	319154	834	-17	137427	38190	0	6	0	0	50	13	3027042	3.503998e-07	7.262903e-05
NOB1	1410481	NaN	39	169518	48165	0	6	0	0	50	21	4680726	4.833596e-07	9.909922e-05
CUL4B	416744	NaN	14	390051	95076	0	9	2	0	50	22	3689781	5.116263e-07	1.037666e-04
NBPF1	675669	259	40	483474	118275	0	8	0	0	33	9	2891610	6.819125e-07	1.368323e-04
CD300A	491117	504	7	122037	35967	0	8	0	0	50	13	2915550	6.986280e-07	1.387108e-04
ASXL2	602691	287	31	574161	170031	0	10	0	0	50	14	3984756	7.685833e-07	1.510106e-04
PROM1	174831	435	37	365142	96900	0	7	0	0	50	10	3506298	8.487279e-07	1.650382e-04
TP53INP1	418153	395	48	104196	25593	0	5	0	0	50	12	3392355	1.012751e-06	1.949235e-04
BCL10	348743	384	3	93936	27474	0	5	0	0	50	14	3226485	1.105690e-06	2.106619e-04
BRDT	311662	242	9	401508	97128	0	8	0	0	50	8	3175299	1.173371e-06	2.213213e-04
RANBP10	1098330	136	50	256215	71250	0	7	0	0	50	14	2967648	1.230841e-06	2.298627e-04
TXLNG	289514	NaN	39	222015	55860	0	7	0	0	50	13	3487032	1.258172e-06	2.326632e-04
SLC22A4	531594	238	44	221787	67545	0	7	0	0	50	11	3040893	1.299420e-06	2.379578e-04
BTN2A2	378286	330	51	212781	60819	0	6	0	0	50	10	3383634	1.490561e-06	2.681493e-04
KRT10	836683	269	-10	234498	71421	0	7	0	0	50	16	2647821	1.503464e-06	2.681493e-04
GSX1	338630	610	36	102657	34656	0	5	0	0	50	11	3386313	1.506936e-06	2.681493e-04
TSKU	287129	214	42	133038	49248	0	5	0	0	50	7	2914068	1.676029e-06	2.954509e-04
GAGE2B	NaN	NaN	NaN	50559	12369	0	4	0	0	31	12	2809302	1.780667e-06	3.029821e-04
MAML3	351118	591	8	455829	129846	0	8	2	0	50	9	3355248	1.789262e-06	3.029821e-04
HMGB2	249666	413	23	90231	20235	0	7	1	0	9	3	547884	1.789901e-06	3.029821e-04
LIMCH1	319991	391	31	458622	120042	0	8	0	0	50	18	3410310	1.792323e-06	3.029821e-04
SPRED3	1467279	253	-0	163704	57399	0	7	0	0	50	17	3200265	1.799066e-06	3.029821e-04
MLEC	1741363	349	42	117933	35112	0	5	0	0	50	11	3014730	2.311044e-06	3.857603e-04
PABPC3	436184	650	30	250515	74043	0	10	1	0	50	16	4169094	2.435763e-06	4.030119e-04
TSNARE1	163885	685	12	209874	62700	0	7	0	0	36	7	1982631	2.563853e-06	4.205165e-04
SRRT	1339207	433	48	366738	96159	0	10	0	0	50	15	3835188	3.050489e-06	4.922425e-04
DTX2	876888	220	58	250116	75639	0	9	0	0	50	11	2957502	3.053355e-06	4.922425e-04
LUC7L2	545432	339	30	165699	42066	0	6	0	0	50	9	3335298	3.082168e-06	4.926768e-04
TOX	192821	695	19	216315	59508	0	6	0	0	50	11	2751903	3.431857e-06	5.439637e-04
C22orf32	1321127	363	65	43263	13851	0	4	0	0	50	11	2518317	3.564593e-06	5.602947e-04
CD2BP2	2312884	165	47	139878	39672	0	5	0	0	50	8	3047790	3.651424e-06	5.691997e-04
SYT2	555792	497	34	174990	45942	0	6	0	0	50	11	4155927	3.843415e-06	5.942171e-04
CPLX2	473039	624	32	57399	13908	0	4	0	0	50	19	4087584	4.670763e-06	7.162596e-04
AP3S1	380598	759	6	82365	20577	0	4	0	0	50	12	3960759	5.028444e-06	7.648913e-04
CDH10	30232	737	-29	321594	90003	0	11	0	0	50	16	3077544	5.147837e-06	7.767880e-04
PABPC1	1141833	276	41	264309	71877	0	6	0	0	50	21	4043694	5.828775e-06	8.725584e-04
FYN	245639	317	21	245271	65607	0	5	0	0	50	2	3264561	6.032973e-06	8.960152e-04
ZNF185	235275	NaN	23	319884	90516	0	7	0	0	32	8	2206014	6.121381e-06	9.020429e-04
QRICH1	1848854	185	39	314241	90516	0	8	1	0	50	16	3798537	6.537878e-06	9.559493e-04
TULP1	683460	280	36	224181	64296	0	6	1	0	50	13	3853599	7.850396e-06	1.139032e-03
OSBPL1A	150936	360	35	407493	98838	0	9	0	0	50	8	3304347	8.670372e-06	1.248401e-03
DSTN	568191	347	-5	70053	17157	0	4	0	0	50	16	3186471	9.601721e-06	1.372028e-03
SYCP1	601139	601	2	428127	94278	0	6	0	0	50	9	3880674	1.000172e-05	1.418439e-03
MBD3	2122824	221	35	120840	32718	0	6	0	0	50	20	2917488	1.068051e-05	1.503402e-03
LYPD3	368705	182	-29	136515	44232	0	5	0	0	50	20	3466284	1.082504e-05	1.512459e-03
IL25	1220624	456	31	72903	20976	0	4	0	0	50	20	3987435	1.227320e-05	1.702184e-03
GRM1	92600	941	-13	485583	143697	0	13	1	0	50	15	3892701	1.309638e-05	1.803094e-03
IPO9	764022	208	26	430920	119700	0	6	0	0	50	10	4136490	1.379530e-05	1.885558e-03
VKORC1L1	404213	365	30	70338	22173	0	4	0	0	50	14	3239595	1.419230e-05	1.925864e-03
CEBPZ	488101	253	42	445455	106704	0	7	1	0	50	8	2606154	1.476621e-05	1.989431e-03
CHGB	310620	346	13	281979	68571	0	6	0	0	50	10	3408771	1.539768e-05	2.059794e-03
ERF	790787	299	37	211698	71991	0	9	0	0	50	18	4080459	1.593636e-05	2.116842e-03
TPTE2	288628	778	-16	226461	55518	0	7	0	0	50	18	2533365	1.699431e-05	2.241586e-03
FADS2	1618824	212	64	188556	47253	0	5	0	0	50	15	3792096	1.728070e-05	2.263532e-03
DDX24	200295	605	47	349239	97413	0	9	0	0	47	11	2976711	1.823718e-05	2.372343e-03
SLC20A1	613047	214	57	274854	80142	0	7	1	0	50	21	3383292	1.894359e-05	2.447356e-03
CLOCK	235221	384	22	357219	90972	0	9	0	0	50	8	3632496	1.923446e-05	2.468029e-03
CCR3	212198	634	46	149910	44859	0	6	0	0	50	10	2364531	2.005697e-05	2.556179e-03
SPANXN2	4811	NaN	-27	74613	19266	0	4	0	0	50	28	4598532	2.105620e-05	2.665518e-03
SYT15	165245	269	20	178011	52839	0	6	0	0	50	10	3111402	2.144355e-05	2.696455e-03
SIGLEC8	393294	583	17	198246	62700	0	7	0	0	50	9	3750714	2.321561e-05	2.882871e-03
PRRG1	81601	NaN	3	100605	27474	0	4	0	0	50	23	4384155	2.323171e-05	2.882871e-03
TMBIM4	243040	696	5	98496	28557	0	4	0	0	50	3	3395262	2.385397e-05	2.934044e-03
NOLC1	1041024	187	45	288933	78375	0	7	0	0	50	25	4600812	2.395519e-05	2.934044e-03
OTUD4	192885	1089	33	435024	117648	0	10	1	0	50	14	3758124	2.601994e-05	3.166375e-03
VPS33B	753718	413	31	264252	67830	0	6	0	0	50	11	3667323	2.686486e-05	3.242309e-03
PHACTR4	778726	182	29	294690	83049	0	6	1	0	50	10	3683511	2.708879e-05	3.242309e-03
CYP51A1	691564	461	26	210159	57627	0	5	0	0	50	13	3487317	2.715963e-05	3.242309e-03
LRCH1	284604	798	49	332709	91542	0	8	2	0	50	11	2579820	2.750652e-05	3.263069e-03
LILRB2	717623	458	-6	241851	74328	0	6	0	0	50	9	2886537	2.797183e-05	3.297529e-03
TAOK2	2038342	238	60	606594	196422	0	12	1	0	23	8	2068245	3.103637e-05	3.636075e-03
BHLHB9	162942	NaN	27	219564	61560	0	5	0	0	50	13	4049109	3.134176e-05	3.642048e-03
DNAJC11	623016	259	34	233073	64809	0	5	0	0	50	9	2941941	3.147354e-05	3.642048e-03
CCDC28B	1460758	218	29	82764	23769	0	4	0	0	50	10	3471984	3.204655e-05	3.685744e-03
HAVCR2	166999	1198	18	123747	35283	0	4	0	0	50	8	3082845	3.368810e-05	3.851061e-03
BNIP1	483076	397	34	113316	30324	0	4	0	0	50	12	3240792	3.430185e-05	3.897599e-03
SGOL1	100093	761	9	238146	58710	0	5	0	0	50	22	4578411	3.615635e-05	4.068875e-03
FRG1	49764	1059	-15	113088	25593	0	5	0	0	50	19	4183401	3.624064e-05	4.068875e-03
MYBPC3	1189866	245	45	526110	150366	0	9	1	0	50	14	4517535	3.798354e-05	4.239322e-03
FGFRL1	689217	247	58	198474	65037	0	6	0	0	50	16	3267069	3.913216e-05	4.341829e-03
RRP8	424523	491	17	185364	53523	0	7	0	0	50	17	3612375	4.203333e-05	4.628912e-03
AJAP1	5695	921	4	161367	53409	0	7	0	0	50	12	3770265	4.231500e-05	4.628912e-03
CANX	1624288	256	44	252510	61275	0	5	0	0	50	15	4031553	4.245582e-05	4.628912e-03
C17orf85	505430	215	30	260205	66918	0	7	0	0	50	11	2928603	4.462225e-05	4.824094e-03
ZNF573	623089	829	-44	295203	70566	0	7	2	0	50	19	2644914	4.475753e-05	4.824094e-03
HVCN1	827901	194	41	113943	30723	0	4	0	0	50	10	2944905	4.776007e-05	5.118468e-03
CNOT3	735613	439	-53	311676	86754	0	10	1	0	50	32	4706604	4.952827e-05	5.277979e-03
TIMD4	135146	1235	16	155040	45201	0	5	1	0	50	9	2906316	5.051369e-05	5.324811e-03
FETUB	508316	436	45	155211	45714	0	5	0	0	50	19	4479345	5.053235e-05	5.324811e-03
PHF13	628180	259	38	122493	33972	0	4	0	0	50	15	3609696	5.220282e-05	5.457334e-03
ERC2	121781	694	17	398544	102144	0	9	1	0	50	16	3194508	5.236865e-05	5.457334e-03
CLSTN1	614159	177	31	407151	108927	0	6	0	0	50	6	2615559	5.487418e-05	5.687015e-03
PPARGC1B	908037	285	49	411939	122094	0	8	1	0	50	20	3815694	5.931212e-05	6.113361e-03
EXTL1	748547	221	31	268128	86013	0	7	1	0	50	11	2796078	6.197908e-05	6.353529e-03
SLC9A5	1155617	142	51	359898	110865	0	6	1	0	50	11	3071331	6.282496e-05	6.405429e-03
OR10A5	427462	681	8	125229	37905	0	4	1	0	49	8	2633457	6.371683e-05	6.461435e-03
TCHH	527465	349	35	800223	197733	0	11	1	0	50	16	3457563	6.524431e-05	6.580952e-03
TMEM97	1405196	214	10	71877	20292	0	4	0	0	50	14	3602514	6.641012e-05	6.662914e-03
DLC1	73786	559	-28	634296	174876	0	10	2	0	50	16	3299673	7.010091e-05	6.995997e-03
FAM155A	73040	1144	-37	184680	52155	0	6	0	0	50	12	3613344	7.254150e-05	7.201462e-03
IFNGR2	868693	182	68	138168	39330	0	4	0	0	50	9	2874624	7.671120e-05	7.548768e-03
SUPT6H	1673468	208	36	726579	183996	0	13	0	0	17	4	1352154	7.684040e-05	7.548768e-03
ZFP36	1579611	230	36	123063	45714	0	4	0	0	50	8	2756178	7.760936e-05	7.563160e-03
C14orf43	535648	191	50	413991	129447	0	7	0	0	50	10	2648391	7.778884e-05	7.563160e-03
BTBD7	321756	407	31	465348	134520	0	7	1	0	50	12	3763539	7.936816e-05	7.677140e-03
NOX3	108543	628	13	236892	64068	0	5	0	0	50	13	3427752	8.423246e-05	8.106085e-03
DPPA4	22565	1096	-19	125856	35055	0	4	1	0	50	12	3048303	8.558356e-05	8.194300e-03
C10orf82	195359	618	-17	65664	16587	0	3	0	0	50	13	3730992	8.806781e-05	8.389571e-03
WWTR1	558006	263	18	163590	46227	0	6	0	0	50	15	3367731	9.030395e-05	8.559363e-03
PVRL4	689033	250	23	202692	64923	0	6	0	0	46	12	2748255	9.476029e-05	8.913949e-03
ECM2	579226	474	38	289674	75582	0	5	0	0	50	12	3989658	9.499012e-05	8.913949e-03
ADNP2	477656	572	4	445626	137142	0	7	0	0	50	11	3735381	1.040055e-04	9.693866e-03
FXR1	182655	1058	-2	261915	68115	0	7	0	0	50	12	2701629	1.043291e-04	9.693866e-03
U2AF2	1077402	254	-10	196251	55461	0	5	0	0	50	17	2728476	1.065666e-04	9.853234e-03
PVRL1	744818	555	30	265791	78945	0	6	1	0	50	8	3887286	1.072290e-04	9.866116e-03
CPLX3	764533	195	46	65550	17727	0	3	0	0	50	11	3446904	1.083292e-04	9.918956e-03
IK	774470	356	31	242649	56601	0	5	0	0	50	13	3328116	1.090893e-04	9.940299e-03
RRH	212757	462	28	140334	37506	0	4	0	0	50	11	2897595	1.105643e-04	9.996047e-03
PAPD7	253408	557	28	222927	63840	0	5	1	0	46	14	2715366	1.107610e-04	9.996047e-03
MAGEA10	191719	NaN	-20	147972	42864	0	4	0	0	50	15	3674790	1.169625e-04	1.050546e-02
PDE6B	639827	489	12	360354	92967	0	9	1	0	50	21	3038613	1.191536e-04	1.065154e-02
CTCFL	181464	562	10	277932	69540	0	5	0	0	50	19	3582450	1.237049e-04	1.098510e-02
RABEP2	1189140	257	55	229995	70965	0	6	0	0	50	20	3518040	1.240498e-04	1.098510e-02
DBR1	190056	464	9	226233	58140	0	6	0	0	50	11	3574185	1.264711e-04	1.114719e-02
ROR2	457045	572	30	377055	112689	0	8	1	0	50	11	2883573	1.407468e-04	1.234775e-02
PAK3	109883	NaN	18	245043	63954	0	5	0	0	50	19	3173931	1.416058e-04	1.236560e-02
PLAC4	187016	530	-16	56373	21090	0	4	0	0	50	26	4166529	1.476438e-04	1.283345e-02
ZFHX3	122465	495	-11	1478523	427785	0	26	4	0	11	9	1369824	1.542016e-04	1.334198e-02
RG9MTD1	549735	614	11	166440	41496	0	4	0	0	50	17	3420684	1.640399e-04	1.410291e-02
OR8I2	9992	1007	-32	122550	36822	0	4	0	0	50	26	3608043	1.644915e-04	1.410291e-02
IPP	972928	146	29	255702	67317	0	6	0	0	50	12	3635973	1.655911e-04	1.413294e-02
SLC24A1	501873	240	44	194769	51471	0	6	0	0	50	15	3144291	1.704542e-04	1.448247e-02
WASL	86898	536	-13	205941	60477	0	7	0	0	50	26	4246785	1.939684e-04	1.640642e-02
MEPCE	1479297	186	60	266019	90003	0	8	0	0	21	9	1290309	1.959829e-04	1.650281e-02
RAB11FIP5	489748	460	18	255702	82536	0	6	0	0	44	15	2487138	1.973452e-04	1.653276e-02
GABRR2	415409	541	41	204003	53694	0	4	0	0	50	8	3190119	1.980916e-04	1.653276e-02
ZDHHC4	946573	387	40	141930	39501	0	5	0	0	50	22	3074352	2.035325e-04	1.683693e-02
PLEKHG5	644634	203	44	439584	132240	0	7	0	0	17	4	1349475	2.037737e-04	1.683693e-02
PRCC	1649536	208	53	195624	60876	0	4	0	0	50	11	3477057	2.044140e-04	1.683693e-02
RSPO1	445248	274	29	108471	29697	0	4	1	0	37	17	2559984	2.136109e-04	1.744890e-02
DHX57	850010	297	25	570513	156750	0	10	2	0	50	15	3633294	2.136940e-04	1.744890e-02
DDX10	250455	616	2	370443	90915	0	8	0	0	50	16	3353709	2.281471e-04	1.854876e-02
PRDM15	279380	366	35	626487	168321	0	8	0	0	50	8	2615331	2.429128e-04	1.966447e-02
CEL	1828532	402	50	299763	96102	0	5	2	0	50	11	2915607	2.473643e-04	1.988084e-02
SREBF2	1336623	243	62	456171	141987	0	8	0	0	50	14	2997231	2.485496e-04	1.988084e-02
GPR37L1	704755	156	27	187302	60990	0	4	0	0	50	9	3010056	2.488243e-04	1.988084e-02
APBB1	424837	471	17	288363	85272	0	9	2	0	13	6	652251	2.498016e-04	1.988084e-02
PWP2	879237	219	61	378480	107502	0	6	0	0	50	9	3031203	2.552002e-04	2.022515e-02
JMJD1C	226859	712	23	1046406	274227	0	10	1	0	50	24	7436106	2.713588e-04	2.136662e-02
SFRP1	248918	632	-4	128763	34200	0	5	0	0	50	15	3783888	2.718687e-04	2.136662e-02
WASF3	149391	643	10	203889	59622	0	5	1	0	37	16	2266206	2.840529e-04	2.223156e-02
SLC3A2	2342595	181	71	267159	81168	0	5	0	0	45	12	3559251	2.962193e-04	2.308797e-02
MMRN1	39671	703	-11	500859	134748	0	7	1	0	50	18	4918131	2.988186e-04	2.319472e-02
LIAS	648710	177	43	156921	41610	0	4	0	0	50	13	3541296	3.106989e-04	2.401804e-02
NOX4	30048	1071	-25	245613	63042	0	5	0	0	41	16	3715887	3.163466e-04	2.435482e-02
THBS4	354204	746	36	401052	106818	0	6	0	0	50	9	2949009	3.227452e-04	2.474643e-02
ADAMTSL4	1475649	152	31	435936	139992	0	8	1	0	12	5	1213530	3.292254e-04	2.514109e-02
MYH9	1223952	226	49	818463	214890	0	9	0	0	17	3	1485363	3.343669e-04	2.543076e-02
MYC	406323	204	23	181944	52839	0	4	0	0	50	13	3475632	3.405982e-04	2.580066e-02
DDX6	1493911	154	36	203205	53295	0	5	1	0	50	19	4119219	3.508682e-04	2.647231e-02
TTBK2	611976	453	31	503766	144495	0	13	1	0	50	15	3610665	3.525936e-04	2.649650e-02
WRAP53	2068255	213	31	223041	66291	0	5	0	0	50	15	3027840	3.750550e-04	2.799624e-02
MTR	407246	773	-13	531126	140220	0	7	2	0	50	17	3014730	3.755196e-04	2.799624e-02
CRIPAK	1018381	507	41	172140	57171	0	6	0	0	50	23	3915558	3.884001e-04	2.884253e-02
LMX1A	292562	797	-13	159828	42123	0	5	1	0	50	16	2734062	3.931981e-04	2.908433e-02
ARHGAP18	73209	550	26	279414	71136	0	4	1	0	50	10	3735438	4.031534e-04	2.959775e-02
TMC4	735613	439	-53	282093	93252	0	9	0	0	8	5	537339	4.032775e-04	2.959775e-02
C8orf80	409228	222	34	333735	87438	0	5	0	0	50	11	2730528	4.126759e-04	3.015372e-02
GINS1	611174	335	-5	83847	21318	0	3	0	0	50	14	3110718	4.140502e-04	3.015372e-02
ADAMTS18	61971	1102	-26	505305	136629	0	9	1	0	41	17	3702606	4.253509e-04	3.085757e-02
GNL3L	302365	NaN	31	245043	64296	0	4	0	0	50	15	3898458	4.472149e-04	3.231942e-02
KRTAP4-11	NaN	NaN	NaN	80199	20691	0	7	1	0	16	7	1051080	4.596800e-04	3.309345e-02
TMEM48	535585	319	24	282036	75867	0	6	0	0	50	12	3197529	4.676610e-04	3.354001e-02
ZNF563	1744621	671	-8	200070	46683	0	5	0	0	50	25	3839634	4.780935e-04	3.415833e-02
SLITRK5	20779	1253	-27	378024	114627	0	9	1	0	50	16	3260058	4.846470e-04	3.436693e-02
NR4A3	280636	538	8	265905	79515	0	5	1	0	50	15	3757782	4.846572e-04	3.436693e-02
CD3G	963668	192	48	79002	19323	0	3	0	0	50	19	3340371	4.916742e-04	3.473393e-02
ECSIT	1152381	272	31	177897	48507	0	4	0	0	50	14	3137223	5.069246e-04	3.567765e-02
ITPRIPL1	904852	213	43	226347	66063	0	4	1	0	50	19	3860496	5.107597e-04	3.581394e-02
