gene	expr	reptime	hic	N_nonsilent	N_silent	N_noncoding	n_nonsilent	n_silent	n_noncoding	nnei	x	X	p	q
TCF12	203021	599	27	1515750	411438	0	5	0	0	50	14	16884750	1.363266e-02	1
KRT222	953708	269	13	614760	155100	0	2	0	0	50	14	15939204	1.378979e-02	1
CYP3A7	1430454	438	42	1042836	277770	0	4	0	0	50	12	18360738	1.398505e-02	1
SLC27A2	308506	282	1	1250952	355602	0	6	0	0	50	14	21689748	1.427387e-02	1
OR2T34	116628	850	-20	621810	187812	0	3	0	0	50	14	15476160	1.450698e-02	1
AADACL4	145424	454	23	806802	238854	0	4	0	0	50	11	15574014	1.452519e-02	1
ADAM29	49942	889	-36	1651956	431742	0	8	1	0	50	23	14687970	1.477640e-02	1
ZFP42	19937	551	-33	621528	171174	0	6	0	0	50	27	17012496	1.498709e-02	1
IL4R	227872	560	25	1659288	481092	0	7	2	0	50	14	14732526	1.567520e-02	1
GLYATL1	368006	741	-11	694848	174840	0	3	0	0	50	11	14401740	1.643823e-02	1
BCL2	207116	522	60	479964	160458	0	2	0	0	50	9	11718228	1.696174e-02	1
GJD2	521214	306	-1	629142	191478	0	3	0	0	50	17	18503994	1.700501e-02	1
HIST1H1C	408919	685	43	411156	135360	0	2	0	0	50	17	13372440	1.790016e-02	1
IFNA10	193208	498	-3	378726	105186	0	4	1	0	27	12	7179720	1.799616e-02	1
CLOCK	235221	384	22	1767294	450072	0	4	1	0	50	15	17971296	1.840216e-02	1
ALLC	252769	496	5	813288	218832	0	4	0	0	50	13	19546266	1.851990e-02	1
AFM	331900	594	3	1271538	300330	0	6	1	0	50	14	17002062	1.858673e-02	1
TAF7L	404269	NaN	29	988974	228420	0	4	0	0	50	8	17183952	1.917191e-02	1
CSNK2B	2517236	193	20	460506	108006	0	2	0	0	50	15	21756018	1.928976e-02	1
ANKRD7	72287	922	-13	534390	133104	0	2	0	0	50	28	20105754	1.960101e-02	1
ZPBP	135352	917	-13	727842	192606	0	5	0	0	50	23	16644768	1.967536e-02	1
CYP4X1	388889	479	4	1058064	273540	0	4	0	0	50	11	15952740	1.990115e-02	1
PASD1	153115	NaN	3	1604580	410592	0	4	0	0	50	10	17547732	2.003745e-02	1
ZDHHC4	946573	387	40	702180	195426	0	4	0	0	50	14	15209952	2.065188e-02	1
AICDA	291883	422	15	408336	111954	0	4	0	0	50	14	16476132	2.072921e-02	1
OR4N4	156689	855	-31	617298	186402	0	3	0	0	50	19	16447650	2.088758e-02	1
FLG2	387153	671	6	4663434	1414230	0	12	2	0	22	5	6475002	2.104297e-02	1
MBNL1	194580	402	27	884634	221088	0	4	0	0	50	11	15475596	2.119556e-02	1
GLT8D2	1193959	281	37	732918	185838	0	4	0	0	50	13	15239280	2.120055e-02	1
SOX13	560073	314	31	1275204	349116	0	3	0	0	50	9	17240352	2.123676e-02	1
OR2K2	348469	501	19	614478	189222	0	3	0	0	50	10	19527090	2.146512e-02	1
ZNF844	NaN	NaN	NaN	1363470	339528	0	6	1	0	50	32	31744176	2.151964e-02	1
IFNG	268405	717	-2	353064	80934	0	2	0	0	50	19	17876826	2.165158e-02	1
MTERFD3	156112	473	21	775500	207552	0	3	1	0	50	14	15309498	2.166857e-02	1
ATF7IP2	199617	364	9	1403232	364062	0	5	0	0	50	11	16610646	2.168104e-02	1
FAM83D	263385	581	30	1195680	379572	0	2	0	0	50	5	17364996	2.174786e-02	1
LILRB3	717623	458	-6	1270974	376188	0	6	1	0	50	16	14280762	2.199148e-02	1
FRMD7	151115	NaN	25	1471476	380418	0	6	0	0	50	8	13318860	2.205785e-02	1
SLC6A14	82720	NaN	4	1331040	344886	0	5	0	0	50	21	21164664	2.209135e-02	1
CTAGE1	162557	417	-9	1490652	402696	0	4	2	0	50	11	16486284	2.226914e-02	1
CXorf22	3828	NaN	-13	2003046	529032	0	9	0	0	33	19	14531742	2.234077e-02	1
NAP1L2	196410	NaN	-3	930600	239418	0	2	0	0	50	8	14213928	2.246444e-02	1
PCP4L1	735152	293	41	145794	36096	0	1	0	0	50	12	17656020	2.281620e-02	1
UGT2B10	99797	764	14	2139534	560898	0	8	2	0	50	15	16428474	2.294192e-02	1
PCDH19	128045	NaN	-15	2248668	684414	0	6	1	0	50	8	14722656	2.296744e-02	1
IL18RAP	230715	671	4	1233186	323454	0	5	1	0	50	21	15327828	2.311159e-02	1
CD2BP2	2312884	165	47	692028	196272	0	2	0	0	50	4	15078540	2.319697e-02	1
CPNE8	87865	674	-4	1195962	303996	0	4	0	0	50	17	16961172	2.349277e-02	1
PCMTD1	63777	905	2	743916	181608	0	4	1	0	50	12	13190550	2.380837e-02	1
APOF	2869106	184	52	634782	200220	0	3	0	0	50	11	20070504	2.403838e-02	1
PDYN	461602	543	28	506190	147768	0	3	0	0	50	9	15547506	2.447865e-02	1
XK	115395	NaN	11	879840	258030	0	3	0	0	50	11	16182570	2.498202e-02	1
TMEM70	258047	417	25	519162	158484	0	2	0	0	50	6	13654722	2.546268e-02	1
SLC26A3	511053	515	19	1564818	444432	0	7	0	0	24	5	6246582	2.608938e-02	1
PAPL	1652812	254	29	897606	253800	0	3	1	0	50	9	16998678	2.639469e-02	1
RAD23B	255220	467	1	832746	238290	0	2	0	0	50	19	19887768	2.647276e-02	1
ENPP7	633863	209	31	911424	272130	0	4	0	0	50	7	15224616	2.652287e-02	1
STARD3NL	161770	578	11	494628	128874	0	2	0	0	50	12	15685968	2.680695e-02	1
DBR1	190056	464	9	1119258	287640	0	2	0	0	50	10	17682810	2.723242e-02	1
EFNA5	78424	628	21	472632	122106	0	2	0	0	50	12	16787742	2.751341e-02	1
MRGPRX4	631291	436	20	618426	203040	0	3	0	0	50	10	19650606	2.840260e-02	1
NOTCH2NL	NaN	NaN	NaN	489270	125772	0	2	0	0	50	31	31530420	2.844958e-02	1
RBMXL1	316278	598	5	754068	238290	0	3	0	0	50	13	15887598	2.848871e-02	1
PEX12	756039	227	14	707256	213192	0	2	0	0	50	9	17824656	2.893752e-02	1
B2M	673122	428	36	249852	66552	0	1	0	0	50	5	15873216	2.974029e-02	1
LOC649330	118495	792	12	591072	158484	0	4	0	0	50	19	14451936	2.979788e-02	1
RAB28	134712	704	22	567102	138462	0	2	0	0	50	36	38475516	3.003036e-02	1
NOX4	30048	1071	-25	1215138	311892	0	5	0	0	36	27	16832580	3.025162e-02	1
UGT2B28	21304	997	-3	1083444	280308	0	6	1	0	50	28	14918082	3.025646e-02	1
FOXR2	89607	NaN	10	631962	159894	0	5	1	0	11	2	3124842	3.028461e-02	1
CD300A	491117	504	7	603762	177942	0	2	0	0	50	8	14424300	3.030899e-02	1
UBE2NL	5046	NaN	-19	305688	86856	0	3	0	0	50	26	16834836	3.031862e-02	1
TNFSF9	836909	212	21	474888	180762	0	3	1	0	50	5	13376670	3.080397e-02	1
MAGEB4	74310	NaN	16	679902	200784	0	4	0	0	50	22	16195542	3.137742e-02	1
LMAN1	292594	549	35	1064550	274668	0	3	1	0	50	11	15148758	3.138633e-02	1
FUCA1	903441	254	32	949212	261414	0	4	0	0	50	8	14383692	3.148146e-02	1
ZNF883	519671	575	-11	771270	191478	0	3	0	0	50	5	13786134	3.162825e-02	1
PODXL	236261	220	27	1096698	349116	0	3	0	0	50	17	15493644	3.168428e-02	1
ELSPBP1	881809	433	29	484476	104340	0	3	0	0	50	17	17950992	3.173298e-02	1
TEAD1	339042	432	-1	894504	226446	0	3	0	0	50	14	16985424	3.193902e-02	1
GPR141	103891	630	6	605736	170892	0	4	1	0	35	13	10113366	3.199988e-02	1
KCTD2	1111289	171	31	527058	161586	0	2	0	0	50	6	13732554	3.206204e-02	1
BPGM	388879	392	23	525648	141000	0	2	0	0	50	12	16102200	3.271811e-02	1
OR5D13	4183	1091	-36	619272	179352	0	5	1	0	28	19	8394858	3.273741e-02	1
C12orf50	152672	507	-36	886608	203886	0	3	0	0	50	20	16387020	3.286853e-02	1
PCDH11X	123263	NaN	-21	2742168	802572	0	10	2	0	50	16	16018728	3.314719e-02	1
RSPO3	106114	826	-9	571050	135360	0	3	0	0	50	9	14169654	3.318704e-02	1
CLEC4C	206421	467	15	455994	104058	0	2	0	0	50	17	16758696	3.352712e-02	1
MRGPRE	583782	421	36	586842	210090	0	3	0	0	50	6	16698066	3.352880e-02	1
DMRTB1	552240	385	25	660726	221652	0	3	0	0	50	12	15449370	3.353980e-02	1
FGFR3	859388	222	42	1707228	527904	0	4	0	0	50	8	17755566	3.370344e-02	1
DKK2	48475	1014	-18	525648	144384	0	3	0	0	50	22	16184826	3.422816e-02	1
DSG3	275713	450	-18	1998534	590226	0	9	2	0	50	23	17959170	3.436837e-02	1
OR5D18	4183	1091	-36	607992	188094	0	6	1	0	28	19	8394858	3.481537e-02	1
CEACAM7	1249321	499	27	536928	153408	0	3	0	0	50	16	18902460	3.549753e-02	1
NHP2L1	1475100	183	50	261132	77268	0	2	0	0	50	6	15007758	3.626820e-02	1
S100A8	1140044	401	32	200784	46248	0	2	0	0	50	9	13519080	3.649111e-02	1
DEFB131	176573	885	12	150306	32430	0	1	0	0	34	10	10091652	3.659662e-02	1
OR7G2	311030	471	-63	668622	207834	0	3	0	0	50	35	21732048	3.680173e-02	1
HHIPL2	227631	467	-6	1452018	416796	0	5	1	0	50	15	14023014	3.685102e-02	1
PLCXD3	219266	928	-15	652266	173430	0	4	1	0	45	21	11270694	3.724824e-02	1
BMP5	68578	483	-9	929472	247314	0	4	0	0	50	17	19446438	3.727930e-02	1
OR5K4	414958	885	-14	633654	181890	0	4	0	0	50	24	14686560	3.743826e-02	1
KRT25	836683	269	-10	910860	259158	0	3	0	0	50	10	13099746	3.752462e-02	1
NFIB	135826	563	-17	859818	235752	0	3	1	0	43	15	15925104	3.753658e-02	1
DYNLRB1	990458	214	54	205860	52170	0	2	0	0	50	9	15233076	3.759803e-02	1
WDR65	1068006	294	30	1416768	393672	0	4	0	0	50	7	16079922	3.778373e-02	1
VAMP3	364696	422	22	215166	54708	0	1	0	0	50	14	20144952	3.789781e-02	1
GPR15	390532	796	2	705000	209526	0	3	0	0	50	9	15459804	3.807512e-02	1
OR11H12	141957	747	-11	640704	187530	0	3	0	0	50	15	18249066	3.819239e-02	1
OR4D2	851306	401	14	591636	189222	0	2	0	0	50	10	14353800	3.838024e-02	1
UQCRQ	686574	200	66	171738	45684	0	1	0	0	50	7	12704946	3.840573e-02	1
KLK6	581408	606	29	501396	137334	0	4	1	0	12	2	3571248	3.842927e-02	1
DNAJB7	NaN	NaN	NaN	629988	156792	0	2	0	0	50	31	31561440	3.846013e-02	1
MTX3	319253	795	31	646062	177096	0	3	0	0	50	9	14676972	3.863685e-02	1
KIAA1751	1343607	233	33	1564818	429204	0	6	1	0	50	9	15811740	3.869404e-02	1
NUP210L	2028800	184	37	3838584	1089366	0	8	0	0	20	1	6768282	3.871774e-02	1
DNAJB11	592490	436	40	744198	197400	0	2	0	0	50	14	23254002	3.902275e-02	1
DPPA4	22565	1096	-19	622656	173430	0	3	0	0	50	24	15081078	3.902872e-02	1
VAMP7	NaN	NaN	NaN	618990	124644	0	3	0	0	50	31	31529292	3.905270e-02	1
C6orf221	732413	446	18	430614	131130	0	3	0	0	50	12	16022112	3.907267e-02	1
GYPE	166879	959	-9	167508	44838	0	1	0	0	50	19	17084688	3.920193e-02	1
OR5M1	NaN	NaN	NaN	617580	184428	0	3	0	0	50	31	31589076	3.931268e-02	1
EPHX4	260329	242	1	743070	198528	0	3	0	0	50	9	17224278	3.941310e-02	1
COG2	379098	568	3	1528158	404952	0	3	0	0	50	7	17169570	3.948727e-02	1
LYPD4	1360684	454	23	495756	142974	0	3	0	0	50	14	14812050	3.960181e-02	1
LOC285033	904852	213	43	242520	74730	0	1	0	0	50	12	19099296	3.973692e-02	1
OR6Q1	NaN	NaN	NaN	613632	192606	0	2	0	0	50	31	31597254	3.999040e-02	1
CCL24	1013258	255	46	243084	66552	0	2	0	0	50	14	19494096	4.011547e-02	1
FFAR2	827597	367	29	628578	211500	0	3	1	0	50	16	15259584	4.022620e-02	1
EIF3J	667670	534	30	552720	128310	0	2	0	0	50	15	18330000	4.034203e-02	1
MAP2K3	415581	517	-43	727842	192606	0	3	1	0	50	14	15964866	4.069974e-02	1
EZR	564251	163	55	1227828	305970	0	4	0	0	50	9	15489978	4.090006e-02	1
SLC22A10	1307417	572	17	1081752	324300	0	4	0	0	50	13	16838784	4.091993e-02	1
TGM3	555761	399	27	1413102	390570	0	4	0	0	50	7	17448750	4.111654e-02	1
OR6C6	411183	816	-1	618426	179352	0	3	0	0	50	13	15449088	4.138833e-02	1
RUVBL2	1998663	190	39	952878	275514	0	2	0	0	50	4	17936046	4.150710e-02	1
UGT2B4	18715	1044	-22	1075830	285384	0	5	2	0	44	27	17171544	4.243463e-02	1
BCLAF1	286851	153	21	1874454	500268	0	6	1	0	50	20	20459664	4.269628e-02	1
TCN1	337128	548	8	897324	232932	0	4	0	0	50	17	16713576	4.288380e-02	1
LOC440563	NaN	NaN	NaN	588534	159330	0	2	0	0	50	31	31563978	4.307474e-02	1
C1orf177	521961	249	25	905502	246750	0	4	0	0	50	12	15335724	4.324887e-02	1
SLAMF6	1145424	590	26	683850	186684	0	3	0	0	50	13	17230482	4.338471e-02	1
OR2A1	NaN	NaN	NaN	594456	193170	0	3	0	0	50	31	31597818	4.373876e-02	1
CD44	685695	222	28	1576380	366882	0	3	0	0	45	6	13731144	4.374439e-02	1
PPIL6	328699	559	47	705564	179352	0	2	0	0	50	8	14242974	4.374692e-02	1
CASP1	45435	622	-19	843180	216858	0	4	0	0	50	25	15352644	4.431587e-02	1
HNF4A	769430	376	16	1081188	307098	0	4	1	0	50	12	16729650	4.439376e-02	1
OR10AG1	4262	1044	-40	595020	170610	0	4	0	0	50	39	18870030	4.440080e-02	1
SPAG17	192120	741	-7	4641438	1165506	0	10	1	0	50	10	17751900	4.483566e-02	1
OR4A47	99957	835	-45	608556	176532	0	3	0	0	50	19	18102144	4.507564e-02	1
NEU2	410526	294	33	737712	231804	0	3	0	0	50	16	15542430	4.547319e-02	1
OR13C5	147494	920	-31	625194	182736	0	3	0	0	50	24	15856296	4.561855e-02	1
HIST1H2BA	272695	635	29	251826	74730	0	2	0	0	50	7	13675590	4.565218e-02	1
APOBEC1	237142	672	14	494346	122388	0	3	0	0	50	20	17967066	4.580942e-02	1
C8B	38776	713	-12	1226982	314430	0	4	0	0	50	24	23530362	4.587247e-02	1
PROX2	884998	232	41	1167198	347988	0	2	0	0	50	7	20820060	4.587450e-02	1
FBXL12	1069900	579	-26	624348	212346	0	4	0	0	40	17	12959874	4.599678e-02	1
OR4P4	1295	1091	-20	624348	169200	0	4	1	0	50	29	15179496	4.602179e-02	1
SLC7A13	192785	1147	3	922986	284256	0	2	0	0	50	14	13999608	4.607015e-02	1
GRHL3	893155	198	22	1274076	337554	0	4	0	0	50	6	12848202	4.667716e-02	1
HRCT1	853975	298	55	219396	76704	0	1	0	0	50	7	13612986	4.685631e-02	1
PAN3	265548	616	57	1796622	518034	0	6	0	0	32	3	6700038	4.701854e-02	1
LCE5A	325831	700	20	237726	67680	0	1	0	0	50	20	22065936	4.713528e-02	1
SLC24A1	501873	240	44	963594	254646	0	2	0	0	50	6	15555966	4.730577e-02	1
PSG8	386041	417	-19	871662	245058	0	5	0	0	50	16	14944308	4.750159e-02	1
ADC	756118	264	21	930036	270438	0	2	0	0	50	6	15714732	4.763901e-02	1
CHP2	517081	598	33	410874	109416	0	2	0	0	50	16	15250842	4.774556e-02	1
CACNA1S	522609	490	31	3839430	1062294	0	8	1	0	35	6	15100536	4.829894e-02	1
WWC2	244213	295	-3	2435634	666648	0	4	0	0	43	10	15006348	4.853941e-02	1
MYO6	362445	482	17	2725530	653394	0	4	0	0	30	5	11712306	4.877649e-02	1
BCL11A	151287	732	7	1743888	476016	0	6	0	0	45	10	18108630	4.905584e-02	1
CHCHD2	738325	642	4	302022	95598	0	1	0	0	50	10	19218864	4.926415e-02	1
DEFB114	70183	1258	-7	148050	32148	0	2	0	0	50	24	15431322	4.944407e-02	1
SEMG2	842540	324	25	1192860	295254	0	11	2	0	4	4	1802262	4.960643e-02	1
ZNF563	1744621	671	-8	989820	230958	0	2	0	0	50	19	18996084	4.980776e-02	1
C16orf82	202160	672	-9	304560	90522	0	1	0	0	50	16	24431916	4.999231e-02	1
RBMS3	30243	808	-11	950340	246750	0	4	0	0	50	21	21643782	5.000800e-02	1
OR4K13	383274	768	-37	593046	179352	0	3	0	0	50	14	14833764	5.001286e-02	1
SPACA3	286646	837	-10	438228	126900	0	2	0	0	50	21	17002344	5.036890e-02	1
UVRAG	520479	503	32	1426356	397620	0	3	0	0	50	11	19501428	5.075299e-02	1
ZNF358	609287	308	36	1082316	366882	0	3	0	0	50	10	18663888	5.081357e-02	1
NPPA	519155	207	43	302304	91932	0	2	0	0	50	7	14817408	5.104921e-02	1
NR1I3	731911	229	39	811314	223344	0	2	1	0	50	11	18835626	5.105616e-02	1
N4BP2	540527	260	45	3621726	923832	0	4	0	0	50	3	16238688	5.115175e-02	1
HOXA6	356045	385	28	466710	130566	0	3	0	0	50	15	17990472	5.131647e-02	1
ZNF727	NaN	NaN	NaN	1034658	242802	0	3	1	0	32	18	16782102	5.141830e-02	1
MARCH6	627256	164	17	1869942	526776	0	3	0	0	50	7	16168752	5.166410e-02	1
IFNGR2	868693	182	68	683568	194580	0	3	0	0	50	9	14221824	5.220168e-02	1
ANGPT4	824412	579	36	1022814	284256	0	5	0	0	50	21	15474468	5.248776e-02	1
COL6A3	423594	399	10	6321594	1929444	0	13	4	0	50	20	22315506	5.336005e-02	1
MTCP1	NaN	NaN	NaN	232086	58938	0	1	0	0	50	31	31463586	5.351486e-02	1
LHFPL3	324628	895	5	470094	138180	0	2	0	0	50	18	17498100	5.352524e-02	1
FIGF	200632	NaN	40	736866	184428	0	2	0	0	50	11	16016472	5.353435e-02	1
KIR2DL1	NaN	NaN	NaN	710640	200502	0	3	1	0	28	13	10523958	5.358325e-02	1
UTP15	403014	289	42	1069062	288768	0	2	0	0	50	7	17206794	5.363584e-02	1
MC4R	44259	929	3	657906	188940	0	3	0	0	50	16	17451570	5.366708e-02	1
OR2F2	368507	732	-11	609402	196836	0	3	0	0	50	13	14115228	5.375423e-02	1
