gene	expr	reptime	hic	N_nonsilent	N_silent	N_noncoding	n_nonsilent	n_silent	n_noncoding	nnei	x	X	p	q
OR51D1	212267	935	-3	286520	95290	0	6	0	0	50	33	7793630	7.988494e-03	1
RHOB	621277	189	19	177580	52910	0	7	1	0	30	21	4164030	8.377990e-03	1
CYP3A7	1430454	438	42	480740	128050	0	6	1	0	50	36	8464170	9.274569e-03	1
MIPOL1	67481	526	-48	434070	101400	0	7	1	0	41	20	5834270	9.815326e-03	1
LRRC41	690472	205	31	724360	241670	0	7	2	0	50	14	6433310	1.040849e-02	1
SLAMF1	1160206	634	30	314600	87880	0	3	0	0	50	32	8384610	1.071941e-02	1
ZFP36L2	227876	208	47	431340	149370	0	6	0	0	50	22	6190860	1.073731e-02	1
MXD4	836839	332	29	195910	58370	0	5	0	0	50	21	7011680	1.100855e-02	1
GRLF1	1201856	207	29	1382030	380770	0	14	0	0	17	4	2283190	1.136728e-02	1
GPC5	12353	1007	-9	532610	148720	0	8	1	0	50	41	8400080	1.159887e-02	1
GPS2	1911735	206	36	316550	83590	0	3	0	0	50	29	8060000	1.212175e-02	1
MEOX2	25585	1039	-17	281450	78520	0	4	0	0	50	29	8304010	1.265493e-02	1
RBM26	161846	521	30	927030	252720	0	10	0	0	50	21	8655270	1.275221e-02	1
GNG4	565883	457	16	72930	19110	0	4	0	0	50	35	7923370	1.335585e-02	1
PLA2G2E	437659	348	22	136110	36660	0	3	0	0	50	13	6829290	1.368429e-02	1
SPRED3	1467279	253	-0	373360	130910	0	4	1	0	50	29	7298850	1.385431e-02	1
PSPH	749444	642	7	212810	59410	0	4	0	0	50	31	8244080	1.389773e-02	1
KIAA1267	388537	357	21	1009580	305500	0	6	0	0	29	8	4634370	1.432676e-02	1
TCHH	527465	349	35	1825070	450970	0	15	4	0	50	24	7885670	1.435212e-02	1
IL17B	422727	380	28	167570	48880	0	3	0	0	50	24	7062900	1.481277e-02	1
TP63	140525	403	15	696670	183950	0	6	0	0	50	8	6170190	1.519109e-02	1
MARK2	1321109	201	51	741130	210080	0	7	0	0	16	10	3150290	1.609204e-02	1
TMEM19	259684	393	-11	310700	91390	0	3	0	0	50	20	7375940	1.652628e-02	1
AMAC1	753178	505	16	289640	107770	0	4	0	0	50	18	5902910	1.721965e-02	1
STAC3	2162032	238	58	356070	87750	0	5	1	0	50	38	8795930	1.755657e-02	1
KHDRBS2	1561	1153	-32	330070	91910	0	5	0	0	50	33	7532850	1.763739e-02	1
ZNF799	1754294	593	-0	612040	146120	0	9	0	0	50	35	8986900	1.777341e-02	1
PHLDA3	842013	209	26	113100	38220	0	4	1	0	9	2	1125800	1.780657e-02	1
PRDX6	426891	390	12	209430	60840	0	4	0	0	50	30	9694100	1.810840e-02	1
PTEN	259678	300	34	393640	91520	0	5	0	0	50	20	6659900	1.866646e-02	1
FGFRL1	689217	247	58	452660	148330	0	3	0	0	50	16	7451210	1.881466e-02	1
FKBP5	668286	238	27	466180	107120	0	5	0	0	50	27	8432450	1.892950e-02	1
ZFHX4	72333	731	8	3324230	923260	0	20	4	0	50	20	9859070	1.942354e-02	1
TMCC1	614377	357	40	599170	170690	0	4	0	0	50	23	8984560	1.945209e-02	1
B3GALT4	1456953	262	30	328770	114660	0	4	1	0	50	31	7648550	1.965058e-02	1
IFIT2	253000	263	27	441740	113230	0	5	0	0	50	19	7156500	1.966682e-02	1
C7orf33	473795	593	-4	160940	50440	0	3	0	0	50	28	7554300	1.971049e-02	1
OPCML	9310	1074	-19	341120	98410	0	6	0	0	33	12	4430790	1.983757e-02	1
EP300	1167197	154	42	2251990	620360	0	26	3	0	23	15	3036540	1.994362e-02	1
OR8B2	149616	857	0	283530	83460	0	3	0	0	50	16	8410350	1.996615e-02	1
LRRC66	91954	815	7	810160	226070	0	8	1	0	50	19	7940400	1.998489e-02	1
EZR	564251	163	55	566020	141050	0	6	0	0	50	28	7140770	2.014504e-02	1
KRTAP4-7	NaN	NaN	NaN	144560	37960	0	3	0	0	50	43	14515280	2.041805e-02	1
ZNF615	444655	838	-57	690950	170170	0	7	2	0	50	31	6069440	2.069439e-02	1
CCL1	40425	871	-32	93730	23660	0	3	0	0	50	24	7291440	2.099582e-02	1
PCDHGA7	NaN	NaN	NaN	841490	265720	0	6	0	0	50	43	14743040	2.114674e-02	1
UCP1	125708	752	7	282750	85410	0	2	0	0	50	20	8750430	2.116641e-02	1
GPR75	NaN	NaN	NaN	486200	146770	0	6	1	0	50	44	14624090	2.164640e-02	1
SLC14A1	381180	401	25	415610	120250	0	4	0	0	50	9	7256730	2.166198e-02	1
HRAS	1970020	236	42	200850	56160	0	6	0	0	50	43	7398040	2.255950e-02	1
ZNF845	NaN	NaN	NaN	918190	222560	0	9	0	0	50	43	14699880	2.259423e-02	1
ST7	507440	389	19	592540	154700	0	8	1	0	50	27	7567560	2.307447e-02	1
HNF4G	47353	914	7	429260	107380	0	3	0	0	50	22	9327240	2.336640e-02	1
EIF4A3	674340	219	22	394030	105170	0	5	1	0	50	35	9166560	2.364685e-02	1
RFTN2	647239	538	26	473720	126100	0	5	0	0	50	34	9731020	2.393470e-02	1
ZNF385D	10169	1033	-21	364520	109720	0	6	1	0	50	40	8627450	2.416192e-02	1
GUCY1A3	43073	764	1	650260	175760	0	6	1	0	50	16	8601190	2.423710e-02	1
LETMD1	564607	155	40	339040	96590	0	4	0	0	50	26	7152860	2.463133e-02	1
BHLHE22	9265	1050	-1	328770	118170	0	3	0	0	50	22	7532460	2.514107e-02	1
KLK15	655673	589	25	236080	71630	0	5	1	0	50	36	8999250	2.526846e-02	1
INSL4	372067	616	20	127010	39130	0	3	0	0	50	19	6917690	2.545351e-02	1
KIAA1045	676166	394	23	372060	108030	0	7	1	0	45	34	8836750	2.566382e-02	1
NUDT14	872033	260	25	202670	65260	0	3	0	0	50	26	7453160	2.576293e-02	1
PLEKHA9	168990	630	-14	360750	97890	0	5	0	0	50	27	8570900	2.608021e-02	1
ZDHHC19	1042183	210	51	286780	86840	0	2	0	0	50	14	6022120	2.658662e-02	1
BLZF1	286300	491	7	376610	103480	0	4	0	0	50	23	7767500	2.729892e-02	1
MS4A2	336373	691	4	246610	69290	0	3	0	0	50	26	7827690	2.734745e-02	1
ZFP37	492947	575	-4	599430	144300	0	9	1	0	50	29	7820020	2.814909e-02	1
NIF3L1	635570	201	31	359710	91910	0	6	1	0	50	16	6250530	2.821239e-02	1
C7orf30	500943	169	27	217360	63830	0	4	0	0	50	25	8405800	2.823268e-02	1
SLMAP	788284	196	35	787540	193700	0	4	1	0	50	17	5968040	2.831410e-02	1
CRABP1	505232	435	56	131820	34320	0	2	0	0	50	25	8291270	2.851507e-02	1
EPHA2	866090	197	37	907530	260520	0	8	0	0	50	27	8192990	2.885227e-02	1
TFAM	152882	326	-7	239460	58890	0	2	1	0	26	11	4608890	2.893477e-02	1
DENND5B	300830	361	17	1201590	321360	0	12	1	0	32	17	5702710	2.929388e-02	1
OR2T35	141426	710	-10	288080	91000	0	2	0	0	50	32	10957180	2.931398e-02	1
DEPDC5	557139	336	19	1534520	404170	0	9	1	0	50	20	8065070	2.948189e-02	1
OR5M10	NaN	NaN	NaN	283790	85930	0	5	0	0	50	43	14563250	2.971271e-02	1
FAM43B	573203	429	30	286910	99190	0	2	0	0	50	22	7925970	2.978777e-02	1
BUD13	419339	326	36	579670	160550	0	6	1	0	50	19	7724990	2.993848e-02	1
MRPL53	1069803	343	45	102830	32500	0	2	0	0	50	28	7248150	3.003913e-02	1
H2AFX	1390854	195	58	123240	46020	0	2	0	0	50	23	6279130	3.011509e-02	1
HCFC1R1	1443513	234	49	129090	40560	0	2	0	0	50	22	6921200	3.011878e-02	1
CRIPAK	1018381	507	41	392600	130390	0	4	0	0	50	36	8930220	3.022695e-02	1
SRP19	242849	340	34	141310	35360	0	3	0	0	50	18	6608290	3.090777e-02	1
PAPOLA	328369	576	19	714610	190970	0	7	0	0	50	16	9584380	3.120550e-02	1
ERBB3	2693176	215	38	1295190	368550	0	14	1	0	50	21	6623110	3.145058e-02	1
GIMAP2	682986	689	20	316550	82030	0	3	0	0	50	24	7160920	3.147224e-02	1
CORO1A	NaN	NaN	NaN	426660	129090	0	3	0	0	50	43	14606410	3.189092e-02	1
RPA3	218130	434	16	118820	29380	0	3	0	0	50	25	7517770	3.217685e-02	1
UBASH3A	366755	400	71	624260	172900	0	8	1	0	50	25	7136740	3.219316e-02	1
BOLA1	798975	560	17	119600	43420	0	2	0	0	50	31	8364590	3.254648e-02	1
HES1	420702	294	33	252330	81120	0	4	1	0	50	25	7591870	3.287863e-02	1
OCIAD2	256817	372	61	156130	35360	0	2	0	0	50	20	7653880	3.294754e-02	1
RFWD3	577167	151	31	721370	204100	0	5	0	0	50	17	7963150	3.319632e-02	1
OR6F1	191710	995	-32	273910	87620	0	5	0	0	50	37	9230650	3.343146e-02	1
ADAM29	49942	889	-36	761540	199030	0	6	1	0	49	17	6709690	3.358277e-02	1
BUB1	NaN	NaN	NaN	1046760	261300	0	8	1	0	50	44	14738620	3.374654e-02	1
RBM18	319049	597	19	182390	48880	0	2	0	0	50	20	8998080	3.463555e-02	1
PLEKHA8	659459	466	26	430040	105430	0	4	0	0	50	26	8363030	3.505465e-02	1
COPS4	556523	169	47	391430	98800	0	5	0	0	50	27	6313840	3.548842e-02	1
GNA13	811904	401	12	351260	95680	0	5	0	0	50	21	6101030	3.564015e-02	1
PAIP1	482851	434	19	452270	124930	0	7	0	0	50	26	5949450	3.571727e-02	1
TMEM159	338008	549	39	149760	44460	0	2	0	0	50	22	7584460	3.590439e-02	1
ZNF737	NaN	NaN	NaN	507910	125060	0	5	1	0	50	44	14602380	3.639597e-02	1
NFATC2	363545	482	28	876590	268450	0	6	2	0	50	21	8255390	3.642810e-02	1
SEPT1	2312884	165	47	352170	95550	0	5	0	0	50	22	6951100	3.696019e-02	1
IVNS1ABP	325191	535	-10	617240	155350	0	5	0	0	50	18	7760870	3.705379e-02	1
FAM168B	461529	331	16	181610	57070	0	2	0	0	50	20	7389070	3.729804e-02	1
PCDHA11	NaN	NaN	NaN	857090	274300	0	6	1	0	50	44	14751620	3.763379e-02	1
SNRPG	671278	370	38	78650	16900	0	2	0	0	50	29	9338940	3.833384e-02	1
SYN2	330718	424	21	557830	169130	0	3	0	0	50	17	7995520	3.836545e-02	1
FUS	1250318	351	26	503360	135070	0	4	0	0	50	35	8039330	3.877909e-02	1
FAM175B	290823	200	36	399230	100750	0	4	1	0	50	18	6072430	3.908706e-02	1
AHR	370010	410	2	800410	208520	0	6	0	0	50	22	7642310	3.992217e-02	1
PCP4L1	735152	293	41	67210	16640	0	1	0	0	50	20	8139300	4.055132e-02	1
CHRAC1	432697	238	39	125580	31980	0	2	0	0	50	25	6549140	4.068288e-02	1
NR1H2	1072052	528	26	425750	126100	0	4	0	0	50	23	6853340	4.113113e-02	1
FOSL2	465927	197	30	292630	94640	0	3	0	0	50	25	7972380	4.140268e-02	1
FCN3	866116	188	28	283140	79560	0	3	0	0	50	25	9515350	4.144935e-02	1
FAU	3267059	207	46	125190	38610	0	3	0	0	50	33	7479680	4.188557e-02	1
KIAA0831	739675	256	39	466570	125060	0	3	0	0	50	26	10580050	4.190400e-02	1
TRAT1	107009	961	-15	183950	42640	0	4	0	0	50	28	8257470	4.193196e-02	1
FPGT	NaN	NaN	NaN	553800	149370	0	5	1	0	50	44	14626690	4.241061e-02	1
IL21R	228256	597	36	496470	146640	0	5	0	0	23	6	3418090	4.253951e-02	1
NRTN	1217326	294	35	167830	65390	0	2	0	0	50	20	6642350	4.256445e-02	1
DUSP6	236331	448	-23	348010	102050	0	3	0	0	50	40	11153740	4.277959e-02	1
KRTAP5-7	586193	626	50	152620	42380	0	2	0	0	50	21	6263270	4.288499e-02	1
KRTAP9-8	996799	468	-7	149110	38870	0	2	0	0	50	25	6259500	4.384408e-02	1
ARMC3	164960	449	12	828620	220480	0	5	0	0	50	15	7455890	4.398364e-02	1
ALAS1	1114737	181	52	596830	168740	0	5	0	0	49	27	8243690	4.401744e-02	1
OR6Y1	179404	940	1	293670	86970	0	3	1	0	50	25	8390980	4.412018e-02	1
AMIGO3	NaN	NaN	NaN	438620	152230	0	5	1	0	50	44	14629550	4.413948e-02	1
MDH1B	206970	816	1	495430	129740	0	4	0	0	50	13	7899450	4.424911e-02	1
ONECUT1	294072	514	18	420420	126360	0	4	0	0	50	17	7730060	4.430506e-02	1
LHFPL5	621095	404	34	203320	58760	0	2	1	0	27	6	3623230	4.446602e-02	1
STMN3	1094905	193	54	172900	45890	0	3	0	0	50	34	8961550	4.451961e-02	1
UGP2	312741	380	10	478790	130780	0	5	0	0	50	21	8556730	4.466660e-02	1
HIST1H2BI	390169	544	57	114010	35360	0	2	0	0	50	24	5062200	4.493286e-02	1
DHRS4L1	992350	355	19	264810	79170	0	3	0	0	50	26	7769970	4.543028e-02	1
FAM19A4	263741	842	-15	136630	34580	0	2	0	0	50	31	7366840	4.556668e-02	1
SLC2A3	122883	305	13	457730	137800	0	4	1	0	50	11	6761560	4.566134e-02	1
C9orf150	77482	482	-32	208260	61230	0	2	0	0	50	32	7173400	4.607842e-02	1
ARID2	820796	602	10	1683500	495820	0	13	1	0	13	10	3028870	4.662238e-02	1
NUP107	486884	294	31	899210	226330	0	6	1	0	50	15	6571890	4.674680e-02	1
RIMKLB	302894	262	17	357370	103220	0	4	0	0	50	21	7654920	4.675868e-02	1
TRERF1	746644	342	44	1103700	321750	0	12	0	0	6	3	1303380	4.711005e-02	1
ZCCHC8	866834	187	42	670930	177710	0	6	0	0	42	16	5739500	4.725724e-02	1
ADM	860704	273	12	169130	53170	0	3	0	0	50	36	8827390	4.735963e-02	1
CEACAM8	495357	380	5	321230	96850	0	5	0	0	50	27	8784230	4.753706e-02	1
PRAMEF12	141239	571	18	436800	133380	0	3	0	0	50	10	6427330	4.757679e-02	1
DDAH1	309815	308	0	266240	76180	0	3	0	0	50	26	9664330	4.760437e-02	1
MOCS3	386595	367	36	399360	140790	0	3	0	0	50	23	7817420	4.797710e-02	1
MPHOSPH6	170324	715	-10	160810	34580	0	2	0	0	50	32	10580440	4.798132e-02	1
PRL	13319	831	-2	213460	61100	0	2	0	0	50	19	8123050	4.832957e-02	1
C1orf54	1213150	197	38	130520	32500	0	3	0	0	50	32	7694700	4.838211e-02	1
KRTAP4-9	NaN	NaN	NaN	196170	50700	0	4	1	0	20	14	3102450	4.938386e-02	1
PPAP2A	345749	277	33	315770	87490	0	5	0	0	50	25	7492550	5.015678e-02	1
NKG7	368509	610	-9	151580	47320	0	2	0	0	50	19	5229770	5.053819e-02	1
GNB1	1492510	229	26	325000	89570	0	5	0	0	50	19	6884670	5.054109e-02	1
HTRA3	170889	242	52	413270	130390	0	5	1	0	50	15	6311110	5.094993e-02	1
DEFB123	605825	450	-76	66820	15860	0	1	0	0	50	42	10301070	5.098162e-02	1
FAM98C	1467279	253	-0	313820	107380	0	3	1	0	50	29	7298850	5.104326e-02	1
BEND6	428244	271	23	270660	66300	0	2	0	0	50	29	8006180	5.131512e-02	1
TMEM123	491236	312	16	190060	60710	0	3	0	0	50	14	6506630	5.162905e-02	1
IDI2	338115	407	30	215930	57070	0	3	0	0	50	19	8054150	5.170389e-02	1
ZNF660	435137	541	40	312260	76180	0	4	0	0	50	26	6743620	5.225192e-02	1
FGR	732210	217	24	500370	136890	0	7	0	0	50	36	9648340	5.240394e-02	1
OR4A47	99957	835	-45	280540	81380	0	3	0	0	50	29	8344960	5.304782e-02	1
ARFGAP3	722786	187	60	500890	127400	0	4	0	0	50	20	6875960	5.316626e-02	1
OR8B4	149616	857	0	277940	83980	0	3	1	0	50	16	8410350	5.321696e-02	1
OR13G1	191710	995	-32	278330	82030	0	3	0	0	50	37	9230650	5.357721e-02	1
OR10A6	105341	679	6	283270	84890	0	3	0	0	50	18	9092070	5.395823e-02	1
MED15	474817	286	44	745290	205140	0	5	0	0	50	15	7831200	5.467602e-02	1
ZNF750	711691	350	16	642200	206440	0	8	1	0	40	11	4960020	5.467645e-02	1
LCN15	1898901	190	39	178880	47710	0	2	0	0	50	32	9088560	5.474998e-02	1
RFPL4B	96263	432	-0	241020	67860	0	3	0	0	50	19	8111870	5.483216e-02	1
KRTAP22-1	22916	1048	-79	46150	10790	0	2	0	0	50	35	5936840	5.492895e-02	1
CEBPB	598211	143	41	302510	102310	0	3	1	0	50	23	6659640	5.574561e-02	1
PLVAP	842088	211	43	410930	115960	0	7	1	0	50	37	7902180	5.590158e-02	1
ACTB	1906749	195	34	347360	100360	0	5	1	0	50	37	8308820	5.604989e-02	1
TRIM59	435184	513	16	378170	96070	0	4	1	0	50	22	7925840	5.631756e-02	1
IL10RA	581910	576	49	529750	157820	0	4	0	0	50	18	6364280	5.644682e-02	1
NSMAF	200152	574	17	945750	235950	0	4	0	0	50	10	5812560	5.648660e-02	1
SNRPB	652241	477	33	224120	72280	0	2	0	0	50	21	8769670	5.653739e-02	1
SNRPB2	76240	856	-21	218920	54860	0	2	0	0	50	21	7730840	5.679160e-02	1
LMO4	279257	521	-10	158210	42250	0	3	0	0	50	22	8963500	5.705524e-02	1
SPANXN5	476232	NaN	26	71110	15860	0	1	0	0	50	32	9314500	5.720849e-02	1
TCP11L2	204762	396	18	491270	131170	0	5	1	0	50	14	5741320	5.854373e-02	1
NPFFR2	17885	811	3	488670	130260	0	3	0	0	50	14	7975890	5.865496e-02	1
FAP	70846	615	5	749450	179920	0	5	0	0	50	23	7786220	5.922027e-02	1
MMP28	647610	144	6	477490	147290	0	3	0	0	50	22	7591220	5.926120e-02	1
TAS2R50	365490	676	-2	274820	77740	0	3	0	0	50	22	6518460	5.937889e-02	1
SAMD3	84835	891	27	508170	123240	0	5	0	0	50	15	7918430	5.946728e-02	1
H1FX	948414	355	44	189150	61230	0	4	0	0	50	42	9088040	5.949757e-02	1
ZNF555	1287128	291	27	593450	147160	0	6	2	0	48	22	7194850	5.955314e-02	1
PCMTD1	63777	905	2	342940	83720	0	2	0	0	50	14	6080750	5.976584e-02	1
KDR	175189	706	3	1290250	342680	0	9	2	0	50	19	7412730	5.998470e-02	1
ASXL1	780777	242	57	1400100	424320	0	10	2	0	50	24	7808710	6.012181e-02	1
ACSM5	181483	823	6	541840	157040	0	4	0	0	50	14	6704230	6.050833e-02	1
GIGYF1	1884430	247	60	965250	282750	0	8	1	0	49	31	8339890	6.078550e-02	1
KBTBD10	370890	418	22	563680	155090	0	4	1	0	50	16	9206080	6.106577e-02	1
DCAF4L2	26672	994	-27	353990	110110	0	5	1	0	50	48	9333090	6.114961e-02	1
NHLRC1	487819	397	-1	347490	116610	0	6	0	0	50	24	7136870	6.150451e-02	1
PTN	189251	879	-26	164060	39520	0	2	0	0	50	28	7381660	6.185987e-02	1
IL19	466144	357	34	207870	53430	0	2	0	0	50	18	6407570	6.188568e-02	1
ZSCAN1	1187584	694	-42	369330	113880	0	5	0	0	50	27	6380920	6.201973e-02	1
CETN2	201810	NaN	-3	170040	39390	0	2	0	0	50	19	5920850	6.212368e-02	1
VGLL4	186722	488	35	302900	86710	0	3	0	0	50	21	7460960	6.220854e-02	1
TIGD2	147602	529	24	487500	127920	0	4	1	0	50	17	7360600	6.237283e-02	1
NCR2	338294	510	40	253630	78260	0	3	0	0	50	20	6478940	6.260426e-02	1
TMEM200A	126083	954	23	447850	129350	0	3	1	0	50	16	7919210	6.288626e-02	1
KRTAP19-2	14979	1035	-68	49140	12090	0	1	0	0	50	29	5173870	6.303167e-02	1
ATF6	407279	420	16	633880	175370	0	6	1	0	50	23	6047210	6.303643e-02	1
CORO2B	396006	603	25	455260	125450	0	4	0	0	50	20	9608040	6.314049e-02	1
NALCN	47011	804	5	1665300	436410	0	10	1	0	50	16	8337420	6.388918e-02	1
COX6C	282641	537	29	73840	19760	0	1	0	0	50	29	7913100	6.408468e-02	1
BBS9	233203	759	-6	847080	226200	0	8	0	0	31	23	6239870	6.443514e-02	1
ANP32C	NaN	NaN	NaN	219180	55380	0	3	1	0	26	16	4282980	6.459739e-02	1
NFE2L3	910990	445	39	634530	183300	0	4	0	0	50	17	6658080	6.476197e-02	1
TNFSF13B	66992	899	1	265850	77350	0	3	0	0	50	14	7169110	6.520193e-02	1
LOC642587	199789	427	-2	92430	31200	0	2	0	0	50	23	8256820	6.526094e-02	1
GSTM5	927739	201	22	216450	51480	0	2	0	0	50	13	5251220	6.539079e-02	1
ZXDC	295496	600	35	773890	247520	0	6	0	0	19	2	2582970	6.596540e-02	1
OR8H2	9992	1007	-32	281060	84370	0	5	0	0	50	43	8228870	6.596738e-02	1
OR2A12	222080	812	-11	280150	83330	0	3	1	0	50	31	7328100	6.599581e-02	1
BANP	639210	231	31	507910	140660	0	4	0	0	50	16	6690580	6.643052e-02	1
DMRT2	71695	845	4	528840	156390	0	3	0	0	50	10	7896980	6.655594e-02	1
BCL2L1	864206	213	21	213720	61620	0	2	1	0	50	17	6242210	6.696296e-02	1
FMO3	395042	1004	-11	504660	131430	0	7	2	0	34	19	4993820	6.702653e-02	1
CAMKK2	981640	258	42	564200	153010	0	3	0	0	50	21	8683480	6.725202e-02	1
IL32	1626425	234	44	186550	46280	0	2	1	0	23	14	2976610	6.725255e-02	1
SERPIND1	435437	288	41	465920	125320	0	5	1	0	50	22	7508540	6.742969e-02	1
GMFB	466180	371	28	144430	33020	0	2	0	0	50	26	6324370	6.762649e-02	1
CYP7A1	200469	608	11	474760	124670	0	4	0	0	50	22	8363810	6.772362e-02	1
GABRB2	11638	1049	7	483340	130910	0	3	1	0	50	21	9469720	6.779937e-02	1
WFDC13	777303	359	16	95810	18850	0	2	0	0	50	19	7206940	6.858290e-02	1
YWHAZ	1074893	213	50	236990	58630	0	3	0	0	50	21	6927570	6.859304e-02	1
ITGA8	110825	853	-3	1019590	271310	0	5	1	0	50	21	7347730	6.869368e-02	1
FAM96A	740524	234	48	154050	40560	0	3	0	0	50	29	7866170	6.891512e-02	1
AGFG2	1651125	242	60	441740	139360	0	3	0	0	50	29	7759440	6.893421e-02	1
E2F3	138711	568	7	424320	130260	0	2	0	0	50	18	7635160	6.898587e-02	1
CSNK2A1	671817	229	40	379600	96200	0	4	0	0	50	32	8364850	6.904585e-02	1
DUSP14	541310	201	29	179530	54860	0	2	0	0	50	39	9849190	6.930992e-02	1
PAPD4	260678	684	28	470210	119080	0	2	1	0	50	15	7412600	6.941730e-02	1
LIPC	441540	310	27	469430	129610	0	5	0	0	22	5	2643940	6.956758e-02	1
PRKRIR	234429	366	57	709800	187980	0	7	0	0	50	17	7389070	6.965854e-02	1
RBP1	226923	848	13	206830	55250	0	3	0	0	50	26	6362980	6.985277e-02	1
CD1A	120861	833	3	307840	83720	0	3	0	0	50	11	6588270	7.001585e-02	1
