gene	expr	reptime	hic	N_nonsilent	N_silent	N_noncoding	n_nonsilent	n_silent	n_noncoding	nnei	x	X	p	q
CSAG1	NaN	NaN	NaN	117564	33330	0	4	0	0	50	151	22528858	2.629802e-02	1
TREML2	227466	611	41	454298	140794	0	11	1	0	50	67	8752862	2.687102e-02	1
ADH1B	332785	854	8	545804	158368	0	6	2	0	50	69	11388558	2.728158e-02	1
ZDHHC11	843639	408	28	612464	167458	0	11	2	0	19	16	4198772	2.740654e-02	1
MAP4K5	603138	207	43	1293406	319160	0	11	1	0	40	38	9872750	2.794098e-02	1
LDOC1L	216551	425	14	321988	114332	0	6	0	0	50	79	12299376	2.838714e-02	1
KRTAP4-3	996799	468	-7	286840	69488	0	16	4	0	8	11	562368	2.914438e-02	1
HTR7	98852	510	-4	684174	198768	0	11	1	0	47	90	12523798	2.915927e-02	1
PRH2	NaN	NaN	NaN	238158	74538	0	6	0	0	50	151	22570066	2.926458e-02	1
STX12	726175	202	30	421372	101606	0	4	1	0	50	41	10729432	2.950540e-02	1
LGALS9B	384584	413	-6	527220	145440	0	9	0	0	28	40	7515208	2.987839e-02	1
PCBD2	727517	696	49	192304	54338	0	2	0	0	21	25	6700744	3.034072e-02	1
CALR	1886809	335	40	634886	145642	0	6	0	0	50	30	10321392	3.111636e-02	1
ATF4	721040	467	72	505606	140390	0	6	0	0	24	23	6637720	3.124680e-02	1
SEPT2	1242448	383	24	550046	137158	0	7	0	0	27	31	5353606	3.126119e-02	1
TSC2	1722112	181	44	2600952	786588	0	15	3	0	17	12	3600246	3.169345e-02	1
ATP1A4	841605	386	29	1498638	424806	0	10	1	0	25	17	5173220	3.187743e-02	1
SPATA12	418332	332	46	264014	83224	0	6	0	0	50	60	11487942	3.248219e-02	1
CFL1	3779084	287	42	246238	64640	0	4	0	0	50	49	11201910	3.274023e-02	1
SEC14L4	655714	288	38	610040	160186	0	5	1	0	50	52	10108484	3.314426e-02	1
TLX3	269453	434	25	405616	131300	0	6	0	0	50	61	9730542	3.355716e-02	1
VPS37C	914160	531	42	492880	164024	0	7	0	0	11	12	3116456	3.372298e-02	1
TAC4	1152179	238	30	170084	46864	0	2	0	0	50	52	11451986	3.521475e-02	1
CREB3L3	2256881	244	42	656904	204828	0	4	0	0	28	16	6920318	3.583592e-02	1
CIRBP	2214581	234	29	258156	70902	0	4	0	0	50	55	11623888	3.674201e-02	1
OR5H1	200002	811	-15	441572	128068	0	8	2	0	31	69	8390272	3.730980e-02	1
TCEAL6	132641	NaN	4	270074	66862	0	14	0	0	50	74	9828512	3.733005e-02	1
TIFAB	625030	509	47	220180	76760	0	3	0	0	50	49	13696610	3.803784e-02	1
SLC39A7	1474628	377	24	663974	207454	0	7	0	0	41	37	9585102	3.863680e-02	1
VCX	43100	NaN	-9	298758	79992	0	5	1	0	40	65	11607526	3.877341e-02	1
UCN2	1433482	183	41	152510	55348	0	2	0	0	50	64	17095866	3.949988e-02	1
CEACAM6	1341589	499	16	490860	148470	0	6	1	0	50	52	11062530	3.979921e-02	1
REXO4	1827885	416	28	617514	168468	0	4	0	0	50	38	9728522	4.007712e-02	1
CCDC38	396472	400	6	861126	201798	0	7	1	0	50	76	13073036	4.033915e-02	1
C1orf68	NaN	NaN	NaN	352490	103828	0	8	1	0	50	152	22599356	4.054361e-02	1
GH2	1446139	380	27	499950	115140	0	7	1	0	50	47	10636714	4.135747e-02	1
IFI27L1	200295	605	47	152914	50096	0	3	0	0	50	56	10919716	4.160951e-02	1
OR4X1	400891	509	-27	428038	127664	0	8	1	0	50	84	11134038	4.341477e-02	1
SLCO1B1	518292	799	-25	1022120	269872	0	10	1	0	50	54	9644288	4.496632e-02	1
C1orf227	326908	445	13	149884	36158	0	2	0	0	50	40	10433704	4.508130e-02	1
DNASE1L1	2277674	NaN	40	436118	131704	0	4	1	0	50	38	11671964	4.563688e-02	1
ACVR2A	90992	951	-2	763762	194930	0	12	2	0	50	106	11627120	4.624751e-02	1
BIK	624112	241	48	232906	69488	0	3	0	0	50	78	12788216	4.674326e-02	1
OR2T8	87551	993	-35	433088	134734	0	7	1	0	31	61	9257660	4.701445e-02	1
KCNIP1	52578	618	31	398546	89890	0	5	0	0	50	58	12939918	4.712625e-02	1
LZIC	757819	183	29	291082	70700	0	4	1	0	50	67	12922344	4.742040e-02	1
FRA10AC1	471978	399	17	506010	98778	0	6	0	0	50	69	11358056	4.747276e-02	1
EDARADD	482656	589	11	343602	82416	0	5	1	0	50	82	12369268	4.753289e-02	1
SFXN3	744964	188	46	477528	139380	0	5	1	0	50	49	12014152	4.810410e-02	1
PHKG2	1632278	158	61	611252	177154	0	4	0	0	50	53	13360280	4.811072e-02	1
CD300C	698491	504	10	319362	96960	0	4	1	0	50	53	11238876	4.867077e-02	1
CCDC53	234580	467	7	256944	70296	0	4	1	0	12	14	3229980	4.895872e-02	1
PCBP3	724898	611	38	552268	155540	0	5	0	0	50	51	11626716	4.896169e-02	1
CCDC135	712945	168	34	1300274	331684	0	11	2	0	41	32	9876992	4.927981e-02	1
VPS33A	885125	222	47	873448	240986	0	9	1	0	50	60	14944970	4.969655e-02	1
FBXW4	764146	385	29	590850	179376	0	7	1	0	50	49	11615404	4.976670e-02	1
UNKL	1211641	215	40	727402	222200	0	5	1	0	50	53	12096366	5.045134e-02	1
SDHAF2	1404745	245	58	248662	63428	0	5	0	0	50	42	9055054	5.093179e-02	1
LCE2D	169158	818	24	159378	44844	0	3	1	0	16	24	3652766	5.101193e-02	1
DEFB113	70183	1258	-7	120796	27674	0	3	0	0	50	90	11053642	5.104405e-02	1
LRRC36	1158788	125	49	1106152	314918	0	8	2	0	26	16	5673776	5.121629e-02	1
PNPLA4	43100	NaN	-9	368650	107666	0	5	0	0	50	89	16529054	5.300974e-02	1
DHX16	2115149	171	41	1511162	449248	0	9	3	0	50	57	13122526	5.312579e-02	1
TRAK1	313554	321	29	1547724	455712	0	12	0	0	15	6	3158674	5.360823e-02	1
CNPY2	2869106	184	52	272296	72518	0	3	0	0	50	61	14376744	5.369460e-02	1
SDS	444479	276	36	470458	144632	0	4	0	0	50	48	11459662	5.388763e-02	1
KRTAP6-3	22916	1048	-79	156752	46258	0	3	0	0	50	68	9224936	5.447870e-02	1
GPR162	2822601	232	32	811030	277346	0	7	1	0	50	33	11724080	5.522105e-02	1
HIST1H1C	408919	685	43	294516	96960	0	5	0	0	50	50	9578840	5.704348e-02	1
CHEK2	515703	219	-8	870014	233512	0	10	0	0	50	65	12899114	5.725130e-02	1
CLEC1B	305376	565	19	349056	82416	0	5	0	0	50	73	14845182	5.753221e-02	1
ITGB3BP	130856	477	5	282194	61408	0	4	0	0	50	67	9114846	5.763441e-02	1
TMEM170A	490399	133	16	203212	66458	0	3	0	0	50	62	11568338	5.764839e-02	1
HEPACAM2	311972	785	12	700132	190688	0	6	0	0	50	70	12675500	5.781671e-02	1
ESX1	354255	NaN	47	563782	184628	0	7	1	0	50	51	11361692	5.801912e-02	1
LRRC69	NaN	NaN	NaN	516110	134734	0	7	1	0	50	152	22630262	5.845579e-02	1
LCE1F	64902	818	18	167660	48076	0	4	0	0	50	97	11730948	5.849893e-02	1
PMS1	424679	385	20	1382488	342794	0	10	1	0	26	27	7283514	5.933192e-02	1
TNPO1	469585	388	30	1354410	338148	0	14	2	0	7	9	2186044	5.969532e-02	1
GLO1	280153	845	28	281386	67064	0	5	1	0	44	86	13048594	5.977319e-02	1
MLL4	1151198	321	30	3775986	1248966	0	21	6	0	12	10	3578834	5.984839e-02	1
DEFB131	176573	885	12	107666	23230	0	2	0	0	50	59	11722060	5.992156e-02	1
EIF4E1B	579630	359	40	360772	97970	0	5	0	0	50	63	12230292	6.056077e-02	1
RXRB	1474628	377	24	753460	239168	0	5	1	0	41	37	9585102	6.235872e-02	1
ORMDL2	1909014	256	38	221392	65246	0	2	0	0	50	42	13214234	6.287962e-02	1
OR2M7	18846	936	-35	439350	129078	0	10	0	0	45	69	10332906	6.309967e-02	1
AP4E1	343136	355	34	1674176	444400	0	18	2	0	50	54	10013140	6.332246e-02	1
ATXN3	356163	415	27	561358	122210	0	8	1	0	50	102	14168886	6.413298e-02	1
TREM1	270628	607	34	335926	99788	0	5	0	0	50	42	8520966	6.443416e-02	1
NIP7	1202748	125	20	263610	75144	0	4	0	0	50	55	10219988	6.451591e-02	1
HNRNPH1	1600541	229	28	679528	168872	0	6	3	0	18	14	3896580	6.465420e-02	1
C11orf40	190769	879	-1	316130	86860	0	7	0	0	50	72	11244532	6.510080e-02	1
GYPB	146672	990	-12	139582	38582	0	4	0	0	50	66	11057884	6.521592e-02	1
GABRR2	415409	541	41	722958	190284	0	9	1	0	50	53	11305334	6.570847e-02	1
BCLAF1	286851	153	21	1342694	358348	0	14	1	0	28	52	8444206	6.613158e-02	1
CCDC144NL	463169	398	-24	322998	87870	0	6	0	0	5	6	1679832	6.678644e-02	1
MGAT3	812764	467	76	738108	234522	0	8	0	0	19	20	5391380	6.689203e-02	1
UBXN7	1165640	231	37	728614	187658	0	5	2	0	21	13	3893348	6.712283e-02	1
NPVF	254553	444	32	290678	73528	0	4	1	0	41	60	11691962	6.770112e-02	1
CNIH2	2133752	236	53	242602	62216	0	4	1	0	40	97	11443906	6.800470e-02	1
APOB	222162	698	-11	6547830	1817394	0	46	5	0	0	5	1817394	6.814766e-02	1
FCGR3B	645754	503	22	342996	92112	0	6	1	0	50	60	10761146	6.855108e-02	1
DDIT4L	193061	795	-8	278760	78780	0	4	0	0	50	67	11186154	6.892833e-02	1
HMHB1	142005	404	33	63024	15756	0	2	0	0	50	64	12006880	6.936764e-02	1
TCP10	254009	704	1	476922	135744	0	8	2	0	14	36	4980310	6.954719e-02	1
MTRF1L	159618	677	-1	553682	153520	0	7	0	0	50	78	11889922	7.037066e-02	1
CST5	159399	889	-45	211292	54742	0	5	0	0	50	64	9547934	7.069779e-02	1
SH2D2A	1649536	208	53	573478	174326	0	4	0	0	50	44	12322202	7.125699e-02	1
ZFPL1	3267059	207	46	441976	140390	0	4	0	0	50	42	11622272	7.198842e-02	1
HSPB2	437513	221	22	251894	84436	0	4	0	0	50	51	10588234	7.229246e-02	1
CDH9	39282	1140	-26	1159884	303000	0	10	3	0	39	82	10627220	7.255018e-02	1
MSH5	2509866	183	32	1250784	358146	0	9	1	0	8	7	3269976	7.367076e-02	1
CCL15	779228	525	19	170286	44238	0	4	0	0	50	65	12118990	7.515999e-02	1
SULT6B1	545763	253	35	405414	93930	0	6	0	0	50	63	12784378	7.567534e-02	1
FCGR2A	741254	448	41	468842	125038	0	7	1	0	40	49	10418352	7.591488e-02	1
KRTDAP	827597	367	29	154328	42016	0	2	0	0	50	56	10930624	7.596166e-02	1
PECAM1	1304459	178	16	13736	4444	0	1	0	0	14	18	3377844	7.622440e-02	1
CHIC1	319167	NaN	11	335118	86052	0	5	0	0	50	89	13145958	7.636724e-02	1
SLC30A3	1238919	230	39	546006	178164	0	4	1	0	50	37	10358964	7.704412e-02	1
SCAMP4	1944774	239	36	340370	92314	0	3	0	0	50	60	12664794	7.730868e-02	1
SHD	2132502	244	39	492274	140996	0	5	1	0	50	40	11638028	7.750956e-02	1
RETNLB	129526	941	-3	165034	44642	0	4	1	0	14	38	3208366	7.867504e-02	1
ASAP2	661229	340	34	1498638	397536	0	11	1	0	8	5	2375318	7.933923e-02	1
NUDT15	324467	567	34	239774	65044	0	4	0	0	50	83	12195144	7.954942e-02	1
PATE1	607531	493	3	198162	43632	0	5	0	0	50	76	11183932	7.994834e-02	1
GYPE	166879	959	-9	119988	32118	0	3	0	0	50	79	12237968	8.001502e-02	1
CA5A	612550	133	27	449248	122816	0	4	0	0	50	51	10990416	8.003139e-02	1
NFKBID	1060028	321	47	439754	150490	0	5	0	0	50	51	10949814	8.024628e-02	1
LYPD1	46944	848	8	207454	55550	0	3	0	0	50	74	13507336	8.052401e-02	1
KIF19	362227	433	-8	1427130	435108	0	15	1	0	16	18	4825174	8.243444e-02	1
OR7A10	963401	546	14	432482	131098	0	10	1	0	30	41	6630852	8.284504e-02	1
LCE1D	64902	818	18	166246	46460	0	5	0	0	50	97	11730948	8.289211e-02	1
TOP3A	941112	223	13	1461066	404202	0	9	2	0	50	52	13707720	8.416716e-02	1
NFE2	753625	205	59	514696	170084	0	6	1	0	50	60	11333614	8.428602e-02	1
PRDX5	1613996	257	65	303606	99384	0	3	0	0	50	51	12099800	8.502911e-02	1
HMGB4	131426	852	9	271084	70094	0	4	0	0	50	73	11935574	8.523222e-02	1
GRXCR1	32225	966	18	419352	116958	0	8	2	0	36	73	8920724	8.626397e-02	1
HIST1H4D	398813	636	53	141602	48682	0	2	0	0	41	35	6652870	8.629697e-02	1
UBE2N	380369	364	15	224220	61206	0	4	0	0	50	91	15351596	8.639777e-02	1
COMMD6	197100	362	35	151904	38986	0	2	0	0	50	69	12107678	8.690660e-02	1
IGFL1	1150094	196	22	168670	41612	0	3	0	0	50	54	11359672	8.697846e-02	1
P4HTM	1799657	241	41	804566	240178	0	6	0	0	50	41	12871440	8.756101e-02	1
XPNPEP2	358809	NaN	48	1001314	274316	0	9	0	0	25	35	7779424	8.897411e-02	1
SLFN12L	NaN	NaN	NaN	902132	229876	0	9	1	0	50	152	22725404	8.907001e-02	1
TSPAN18	174144	622	15	362994	106656	0	7	1	0	50	68	10144642	8.913568e-02	1
PHOX2B	308280	376	22	435108	142410	0	4	1	0	50	70	13211204	8.941195e-02	1
GBAS	760564	642	11	436926	107868	0	4	0	0	40	51	10346642	8.957951e-02	1
TMPRSS7	265735	336	21	1059490	282194	0	9	1	0	50	70	11861844	9.154188e-02	1
UTP15	403014	289	42	765782	206848	0	8	1	0	50	49	12325434	9.359871e-02	1
TMEM14C	263716	468	14	172104	47874	0	3	0	0	50	50	9873760	9.375568e-02	1
BCL7A	796948	211	31	344208	89688	0	3	0	0	50	44	12603992	9.377019e-02	1
UBR2	1007026	194	42	2721142	670034	0	15	1	0	7	7	3605094	9.383944e-02	1
LIN52	541052	236	43	181396	44642	0	3	0	0	50	51	10809222	9.384443e-02	1
C16orf3	NaN	NaN	NaN	162408	53328	0	3	1	0	20	30	4795278	9.406722e-02	1
BCL2A1	234803	702	28	286032	72720	0	5	1	0	50	77	12355128	9.463657e-02	1
BIRC8	427680	921	-46	342188	89890	0	7	1	0	50	73	9832956	9.577025e-02	1
FGFBP1	175145	435	33	335724	93930	0	5	0	0	50	65	13867906	9.605034e-02	1
FLOT1	2157341	147	43	630644	176548	0	7	0	0	19	32	5673978	9.632179e-02	1
COMMD3	195915	462	23	297748	76760	0	4	0	0	50	64	9984658	9.649931e-02	1
KTN1	687929	308	23	2102618	477124	0	17	4	0	50	78	14514306	9.754933e-02	1
TRAPPC6A	1230654	243	41	254116	75548	0	2	0	0	50	50	13963856	9.791684e-02	1
C6orf47	2517236	193	20	396728	139582	0	4	1	0	17	10	2665794	9.892309e-02	1
ASPSCR1	3814891	211	28	799314	246642	0	6	2	0	50	47	10125654	9.904585e-02	1
C12orf42	568754	897	2	518534	149884	0	7	1	0	50	81	12300790	9.944350e-02	1
WIF1	344729	671	-9	566206	146450	0	6	0	0	50	66	11517232	9.944713e-02	1
OR10G8	158396	830	-10	427634	139582	0	6	1	0	44	94	11442896	9.975318e-02	1
KIR2DL3	1155455	625	-10	500960	138976	0	8	0	0	11	25	3900014	9.980079e-02	1
C4orf40	181352	975	12	304616	105040	0	4	0	0	50	56	10200394	1.001932e-01	1
SGCZ	3398	1175	-34	456318	129684	0	6	0	0	50	79	11180296	1.006715e-01	1
EMP2	228675	175	8	249470	65650	0	4	1	0	50	66	11420676	1.009108e-01	1
SLC25A5	617823	NaN	30	424402	126452	0	7	2	0	28	47	6928600	1.009658e-01	1
BAGE	NaN	NaN	NaN	68478	18180	0	1	0	0	50	151	22513708	1.011676e-01	1
SLC22A11	1970283	411	54	774468	249066	0	6	2	0	39	31	9006170	1.021504e-01	1
RGN	830380	NaN	52	441572	118372	0	5	1	0	50	43	10658126	1.023280e-01	1
POLE2	612579	342	25	802142	203818	0	7	2	0	43	48	10634088	1.027936e-01	1
TACR2	704483	285	50	565600	169478	0	6	1	0	50	59	9825078	1.034242e-01	1
SFT2D2	442995	299	18	244218	66660	0	3	0	0	50	73	11308566	1.035490e-01	1
AIRE	1153513	308	65	907586	289870	0	6	1	0	50	37	10796092	1.036541e-01	1
SOCS6	64018	264	7	755884	218564	0	8	0	0	35	35	8623986	1.038539e-01	1
HNRNPL	1989663	219	30	859308	243612	0	6	1	0	50	60	12394316	1.044531e-01	1
CARD18	46073	568	-18	137764	33128	0	3	0	0	50	69	11098486	1.052461e-01	1
CIB3	761374	298	42	284618	70498	0	4	0	0	50	44	10668226	1.054303e-01	1
WFDC5	865186	324	46	184628	49288	0	2	0	0	48	74	14571876	1.068767e-01	1
TSKU	287129	214	42	471468	174528	0	4	1	0	50	59	10327048	1.069891e-01	1
PRAMEF1	141239	571	18	677508	194526	0	14	2	0	50	75	9987082	1.070563e-01	1
TSPAN31	1160849	344	39	310070	85648	0	4	0	0	50	55	11447946	1.074576e-01	1
TBX10	1391063	393	56	549238	170690	0	5	1	0	28	32	6999906	1.075760e-01	1
TMEM50A	671522	270	35	240784	61004	0	2	0	0	50	44	11426332	1.078139e-01	1
ATF3	418310	224	22	295122	80598	0	2	0	0	50	49	10770842	1.088580e-01	1
OR51G1	65798	1006	-15	443996	140188	0	8	2	0	30	37	5893552	1.089224e-01	1
SURF4	1827885	416	28	393698	109282	0	4	0	0	50	38	9728522	1.089888e-01	1
HCFC1R1	1443513	234	49	200586	63024	0	2	0	0	50	43	10754480	1.092802e-01	1
GJB7	222729	596	22	324210	85446	0	5	1	0	50	75	12340584	1.094259e-01	1
ARL9	662749	594	27	181598	49894	0	2	0	0	50	82	13183530	1.097307e-01	1
ACADL	190249	696	2	636300	171498	0	6	1	0	50	78	11462490	1.104615e-01	1
PIN4	374992	NaN	53	275932	73730	0	5	2	0	17	11	1637412	1.104766e-01	1
C1orf141	444524	673	-5	598324	145238	0	9	2	0	32	48	7746498	1.108025e-01	1
PPP2R5D	1200368	259	40	897486	236340	0	6	2	0	47	42	11361692	1.117559e-01	1
FAM195A	1115707	213	39	231492	70902	0	3	0	0	50	37	9628936	1.121586e-01	1
OR4Q3	275024	858	-57	439350	130290	0	7	0	0	39	66	8421986	1.123125e-01	1
HHLA1	NaN	NaN	NaN	788810	214726	0	8	2	0	37	106	16036982	1.124931e-01	1
UTP11L	445132	232	42	384810	95142	0	4	0	0	30	29	5833154	1.129412e-01	1
FANK1	207005	738	-8	515100	138168	0	5	1	0	50	70	13771754	1.132755e-01	1
OSCP1	608987	181	29	640138	169478	0	7	2	0	50	44	9337652	1.144164e-01	1
T	141864	323	-23	628624	180992	0	7	1	0	29	50	6993846	1.146715e-01	1
CLEC4D	321790	564	13	328856	75952	0	5	1	0	29	46	6558132	1.150122e-01	1
HOXA4	356045	385	28	440562	146652	0	6	0	0	33	65	9563892	1.152813e-01	1
HMGN5	141842	NaN	-22	435310	91304	0	4	1	0	37	58	8813260	1.156345e-01	1
PIWIL4	367057	478	6	1264924	331886	0	18	4	0	20	29	4589238	1.156431e-01	1
UBE2E1	400750	319	10	289668	75144	0	3	0	0	50	82	12440170	1.162150e-01	1
C2orf57	994385	202	43	546006	175134	0	5	1	0	50	52	12824172	1.168626e-01	1
POLR2G	2405109	248	44	262600	68882	0	2	0	0	44	35	9819826	1.172240e-01	1
KRTAP4-9	NaN	NaN	NaN	304818	78780	0	9	2	0	4	5	819110	1.173499e-01	1
ZNF488	117080	445	21	463388	156550	0	5	0	0	50	67	11527332	1.178184e-01	1
HELLS	251937	675	12	1268762	307444	0	10	2	0	50	76	13612376	1.186172e-01	1
POTEG	148332	835	-50	764974	185234	0	14	1	0	2	5	812242	1.186359e-01	1
TYMP	1075525	207	42	673266	231492	0	6	0	0	16	14	3330374	1.192685e-01	1
ANKS1A	664697	304	26	1641048	478134	0	10	1	0	50	63	14626214	1.192948e-01	1
COL9A3	1044503	208	48	982124	339562	0	6	3	0	50	52	11454208	1.201908e-01	1
ZNF330	71072	671	-4	496516	108878	0	5	0	0	50	98	12467440	1.202453e-01	1
MUC13	364165	212	42	752652	204828	0	8	2	0	29	29	5733568	1.204281e-01	1
TPM2	1202125	248	37	514090	124634	0	5	0	0	50	48	11794780	1.205126e-01	1
CCT3	2232742	187	30	804162	219978	0	6	1	0	50	52	13018900	1.216934e-01	1
TM6SF1	308479	635	29	540552	155742	0	4	0	0	48	57	10716504	1.218286e-01	1
TMEM138	1394229	286	57	239168	64438	0	3	0	0	50	40	10168680	1.225618e-01	1
HGS	3745109	205	30	1150188	316332	0	10	3	0	50	48	10151308	1.229145e-01	1
GNG12	476287	228	-7	109484	28078	0	1	0	0	50	64	12508042	1.238128e-01	1
WDR73	341520	263	32	547016	160186	0	5	0	0	50	59	11878004	1.243502e-01	1
TAC3	2026922	199	41	189072	46662	0	2	0	0	50	56	12069500	1.244039e-01	1
C19orf33	NaN	NaN	NaN	162610	41612	0	3	0	0	50	151	22537140	1.245860e-01	1
RAET1E	423805	245	34	387032	102616	0	9	2	0	18	29	4482178	1.246723e-01	1
GGPS1	513285	188	22	441370	113120	0	4	0	0	50	61	10991224	1.249480e-01	1
IL12A	422983	616	22	373498	102818	0	6	0	0	41	49	7473798	1.250009e-01	1
DCTN2	1347795	303	44	594890	168064	0	4	0	0	50	83	16804178	1.254655e-01	1
FKBP4	495532	443	28	679730	178366	0	5	0	0	36	46	8842348	1.256623e-01	1
MORN5	220092	528	30	249066	56358	0	3	0	0	50	79	11458046	1.258835e-01	1
CRYGD	327858	440	13	256540	67670	0	2	0	0	50	79	12104244	1.259663e-01	1
PLEKHO1	1202779	309	41	584790	173922	0	5	2	0	22	43	7559446	1.265996e-01	1
FIP1L1	120581	470	32	904354	237350	0	7	1	0	50	68	13775794	1.269174e-01	1
OR51I2	99042	1030	1	434906	136552	0	5	0	0	15	9	2478742	1.276350e-01	1
ACPP	210154	765	13	634280	165640	0	5	1	0	50	68	12480772	1.280811e-01	1
PPIA	1200579	164	55	249066	63630	0	2	0	0	50	59	13966078	1.282815e-01	1
FAM8A1	470794	339	13	574488	187860	0	4	0	0	6	13	2959906	1.283044e-01	1
INPP5A	155331	452	12	634886	154732	0	6	1	0	50	72	12701760	1.286057e-01	1
A1BG	1621097	406	-25	694476	225432	0	8	2	0	32	33	5764878	1.287387e-01	1
PLEKHA5	149622	577	-29	1819616	465610	0	20	5	0	50	119	14940122	1.288788e-01	1
MUTYH	1002765	249	29	822544	246440	0	7	1	0	50	55	12772662	1.289677e-01	1
GPN2	1025094	188	34	443188	131906	0	4	1	0	50	48	10476528	1.305296e-01	1
